,time,delay_time
0,600,39.5708679429601
1,1200,34.8049042461226
2,1800,38.9154177461418
3,2400,39.0096457702628
4,3000,37.8038477982369
5,3600,42.3014349192992
6,4200,35.2988989337558
7,4800,42.1035799769268
8,5400,46.2479203296656
9,6000,41.8263095428248
10,6600,41.2043644298302
11,7200,40.4872639632834
12,7800,41.9272978761928
13,8400,40.7825555872165
14,9000,41.6957086191091
15,9600,36.9258266454921
16,10200,46.9310917919658
17,10800,43.9465353933136
18,11400,40.8049046135739
19,12000,45.2527548797418
20,12600,48.3160506403292
21,13200,42.0497124362705
22,13800,41.5520680894237
23,14400,48.8088183877096
24,15000,40.945620557941
25,15600,45.0683765903176
26,16200,46.5607927867643
27,16800,44.0867115221151
28,17400,45.4974951291907
29,18000,48.5151614125955
30,18600,48.0629087222837
31,19200,41.8102380952381
32,19800,39.0067332456685
33,20400,43.7608662137513
34,21000,38.7293585844729
35,21600,40.4531242609942
36,22200,44.0859445722643
37,22800,43.8255352546378
38,23400,44.7317596530516
39,24000,34.63353740228
40,24600,45.3288684818308
41,25200,47.5433035641498
42,600,44.2605517680072
43,1200,39.2431903020973
44,1800,39.8274499160561
45,2400,33.3693190784973
46,3000,42.7645219542778
47,3600,39.6218716787372
48,4200,38.6365922079026
49,4800,48.9134812380042
50,5400,38.7367554545231
51,6000,38.4866162640678
52,6600,37.2233439498143
53,7200,45.1067272242554
54,7800,41.7520357060065
55,8400,44.4969482403343
56,9000,37.3439462528888
57,9600,47.1996943240019
58,10200,41.0806239263824
59,10800,43.994775372124
60,11400,40.9304646034472
61,12000,43.0514914542958
62,12600,44.415420214635
63,13200,41.7576167358965
64,13800,43.3004066215106
65,14400,47.8754215708983
66,15000,35.991325851716
67,15600,47.2117743451159
68,16200,40.2659282498755
69,16800,46.3036491766067
70,17400,42.2647682990039
71,18000,41.8282866601076
72,18600,45.5320597055415
73,19200,40.4230145233978
74,19800,37.769958398042
75,20400,42.4554084041132
76,21000,37.2421066217348
77,21600,42.1167101224708
78,22200,40.0746421387333
79,22800,44.751986440764
80,23400,41.0967925329174
81,24000,40.9430453409427
82,24600,37.7982444419835
83,25200,45.5922800782764
84,600,42.1236179441888
85,1200,38.735274061043
86,1800,38.4275041316234
87,2400,43.4227140304704
88,3000,39.9626557924672
89,3600,40.4353211739294
90,4200,42.1376406674501
91,4800,40.7937625241089
92,5400,45.7302884181637
93,6000,42.5404127231312
94,6600,41.8763239486351
95,7200,42.4544455095704
96,7800,43.3304361412685
97,8400,44.2674134784921
98,9000,44.9015308911631
99,9600,41.8102380952381
100,10200,42.5257857015033
101,10800,47.9125748834776
102,11400,39.7044754088205
103,12000,40.8031611377574
104,12600,48.4865863600502
105,13200,45.3239629646751
106,13800,46.7641516264897
107,14400,39.0343376062727
108,15000,42.1176294862146
109,15600,42.4356536114304
110,16200,38.3597073803887
111,16800,41.987816660689
112,17400,44.9319434370753
113,18000,43.5325550263786
114,18600,45.5765537917805
115,19200,44.0279375387126
116,19800,48.4173916867644
117,20400,42.1045583540734
118,21000,42.0561068077262
119,21600,43.9388605095521
120,22200,45.3244343987408
121,22800,42.0660652914001
122,23400,40.9990075488682
123,24000,45.1095297999244
124,24600,39.8777205842023
125,25200,41.2807153196509
126,600,36.4895223833826
127,1200,41.7086754680604
128,1800,44.9465249084341
129,2400,38.1574493762303
130,3000,36.8709024451763
131,3600,38.7337381418713
132,4200,41.0730245483625
133,4800,41.8312742907568
134,5400,43.3878507969366
135,6000,43.306263533449
136,6600,41.2818716906445
137,7200,44.8919554616917
138,7800,46.2902286761454
139,8400,40.7829645299031
140,9000,41.8387017123037
141,9600,49.7051731871804
142,10200,43.5079998411759
143,10800,41.6299986816489
144,11400,42.0354250642629
145,12000,43.9750254037309
146,12600,46.2843250920101
147,13200,43.7268183973497
148,13800,48.3185202278242
149,14400,39.4120507592127
150,15000,41.0021349226381
151,15600,38.1376949201259
152,16200,42.8636155549244
153,16800,38.8369447298688
154,17400,40.0631230815242
155,18000,36.7435205567326
156,18600,41.2708875686152
157,19200,42.1294923021046
158,19800,42.8251143582744
159,20400,42.6601227009221
160,21000,42.538454959103
161,21600,40.5607639223466
162,22200,47.4326720579069
163,22800,45.5845455079554
164,23400,45.2911941459767
165,24000,36.2257589503759
166,24600,38.6439832439282
167,25200,44.6404315879335
168,600,38.1988227080734
169,1200,43.4802375131361
170,1800,42.1089217276632
171,2400,39.5483329009718
172,3000,41.7647668519491
173,3600,47.1887393720956
174,4200,42.5396999062972
175,4800,44.8322161716016
176,5400,43.3374828576493
177,6000,39.1207491593425
178,6600,32.4711970183405
179,7200,39.1554506108862
180,7800,38.3722153047694
181,8400,40.8958793836246
182,9000,44.3980563623079
183,9600,42.6223704471816
184,10200,42.4680014267182
185,10800,35.9864759821797
186,11400,40.6221303443393
187,12000,38.7815912799729
188,12600,38.558656819436
189,13200,35.3904814521012
190,13800,43.2664543933584
191,14400,43.193674263178
192,15000,43.9841242382686
193,15600,45.5372066615619
194,16200,46.558495976152
195,16800,41.565781384995
196,17400,42.688831879937
197,18000,39.1472665962846
198,18600,37.700936501639
199,19200,41.6439000684176
200,19800,45.7807468970253
201,20400,34.3080742225283
202,21000,35.8791564068313
203,21600,40.0708267988304
204,22200,39.6915817656588
205,22800,42.4330094519682
206,23400,45.5321748153348
207,24000,38.9984038292227
208,24600,47.1582696078651
209,25200,48.1350064959701
210,600,40.773836188664
211,1200,38.2264759847301
212,1800,41.4532640583448
213,2400,41.5276314078459
214,3000,44.2692173140247
215,3600,42.5921656822997
216,4200,47.8892114099945
217,4800,36.1533533196984
218,5400,41.387087595253
219,6000,48.4116599819696
220,6600,44.3467900954232
221,7200,45.6162471489211
222,7800,44.9966135998895
223,8400,41.0447460774338
224,9000,44.2984812302452
225,9600,38.0557358497621
226,10200,41.7856588762382
227,10800,41.0827775229098
228,11400,45.4774588448205
229,12000,45.9278661882707
230,12600,42.3455408746124
231,13200,40.7142148131868
232,13800,31.584062670382
233,14400,39.9778628507728
234,15000,44.1019998079941
235,15600,45.165733222329
236,16200,45.6601831882675
237,16800,43.1181159031621
238,17400,39.7025221325036
239,18000,37.1128582941867
240,18600,39.4035272492559
241,19200,37.2024083281118
242,19800,41.8102380952381
243,20400,39.6197400158985
244,21000,41.8102380952381
245,21600,38.2905302091768
246,22200,43.7136395601387
247,22800,39.6821889860349
248,23400,40.0895026335384
249,24000,41.2588810898691
250,24600,34.8792840209742
251,25200,50.4961538341251
252,600,40.050265003474
253,1200,42.8095074448974
254,1800,40.5970863351899
255,2400,49.5109091430525
256,3000,42.5780426867404
257,3600,37.044898639034
258,4200,38.3438585793759
259,4800,40.4990224398871
260,5400,46.4120274030363
261,6000,43.1461777859271
262,6600,44.340081191506
263,7200,42.5620301403638
264,7800,39.9667590190461
265,8400,43.3362323569125
266,9000,47.1375148409255
267,9600,48.7681467095187
268,10200,41.6376725276271
269,10800,41.852256844102
270,11400,41.8102380952381
271,12000,41.6204767961822
272,12600,43.624575994112
273,13200,41.5857193604409
274,13800,41.7283422455064
275,14400,41.456292646371
276,15000,46.2105489143201
277,15600,39.2860771145559
278,16200,37.5117745364191
279,16800,47.2113484613193
280,17400,43.2917664310615
281,18000,39.231958234022
282,18600,42.9241589306758
283,19200,41.2891740943731
284,19800,39.9772057376545
285,20400,43.3461082386513
286,21000,41.6679042187764
287,21600,38.2853193032713
288,22200,41.8064206236724
289,22800,38.0018676079009
290,23400,46.13874912466
291,24000,43.3041916693626
292,24600,43.2705182402711
293,25200,42.5381638188364
294,600,39.2893520218328
295,1200,47.1740201280017
296,1800,41.7106395429325
297,2400,39.0764767660388
298,3000,36.8654601977564
299,3600,39.0054217120588
300,4200,41.7697148270603
301,4800,48.7698076114484
302,5400,44.2827051301545
303,6000,38.5621534196481
304,6600,40.9246632269353
305,7200,39.3800293688212
306,7800,46.9028026066265
307,8400,40.1837510767455
308,9000,40.4470789773764
309,9600,39.8136598525743
310,10200,40.06041026008
311,10800,38.9327091219325
312,11400,41.822452558364
313,12000,46.6939198431365
314,12600,40.4572946910489
315,13200,49.9123887659449
316,13800,44.4053269032867
317,14400,44.2410178829102
318,15000,35.2430780887344
319,15600,42.0701171617335
320,16200,42.9892540797444
321,16800,42.9017239646481
322,17400,36.6532695423119
323,18000,42.4082609025076
324,18600,40.7250928008453
325,19200,42.3237171909519
326,19800,41.1507091298673
327,20400,36.9943311087893
328,21000,38.8027097759085
329,21600,40.4718264610057
330,22200,45.4855863142604
331,22800,41.7682183927355
332,23400,41.1966133671704
333,24000,40.8102872866271
334,24600,44.8446231224794
335,25200,48.6886742799527
336,600,42.7276665696284
337,1200,43.7466641783778
338,1800,35.3301827688051
339,2400,40.8254798720639
340,3000,43.9199513138597
341,3600,39.5941793589927
342,4200,42.5068168753477
343,4800,37.697598093248
344,5400,40.5444770085241
345,6000,48.071828945914
346,6600,38.8196874606835
347,7200,44.0122175350123
348,7800,45.9439721351375
349,8400,45.1763500251934
350,9000,40.3201253287778
351,9600,37.9751872670409
352,10200,42.5312415803461
353,10800,43.3043439149664
354,11400,41.8102380952381
355,12000,36.7999221115884
356,12600,45.8478440140778
357,13200,38.1651570202838
358,13800,37.2337401816713
359,14400,40.5955325773661
360,15000,36.1007761923607
361,15600,37.2066451762928
362,16200,43.8304959706417
363,16800,41.0399356997564
364,17400,40.9609598915353
365,18000,42.8840293680026
366,18600,45.4899373746925
367,19200,41.2483829308705
368,19800,44.7023777100255
369,20400,38.7586752313004
370,21000,42.3687412197918
371,21600,45.8325175826533
372,22200,42.8928152968742
373,22800,36.0656324768745
374,23400,43.2313906713249
375,24000,41.4971755835685
376,24600,45.5059051000532
377,25200,44.9984721854993
378,600,41.6135233680989
379,1200,41.871528983441
380,1800,38.5533557105345
381,2400,43.4009544649843
382,3000,43.9849674792105
383,3600,43.9690778400254
384,4200,41.8270340557562
385,4800,49.3895982303734
386,5400,47.3890972793153
387,6000,40.4855682815916
388,6600,41.0248562046428
389,7200,42.7817919012473
390,7800,45.9114559745818
391,8400,35.517429378868
392,9000,42.8423332575286
393,9600,41.1811838305801
394,10200,40.3271378263603
395,10800,37.3363552893275
396,11400,46.0616928788252
397,12000,42.829148586293
398,12600,37.8956834234962
399,13200,39.7855039522588
400,13800,37.0436488114538
401,14400,43.2138660467426
402,15000,43.0328736232556
403,15600,45.0660622776314
404,16200,44.5750671761905
405,16800,40.001167310853
406,17400,37.3490380100609
407,18000,37.2187323777448
408,18600,37.3532214544782
409,19200,35.5255427120176
410,19800,35.9742913973938
411,20400,41.8102380952381
412,21000,38.6312545241545
413,21600,42.5816655599275
414,22200,43.5106157280573
415,22800,40.2695415305798
416,23400,42.2505957703317
417,24000,40.4190540060363
418,24600,40.446094149145
419,25200,43.1195279615035
420,600,43.8912115623119
421,1200,41.8102380952381
422,1800,42.3981581108692
423,2400,43.8572808751736
424,3000,40.9584077301535
425,3600,37.0067252696901
426,4200,44.6355206855243
