,time,delay_time
0,600,40.7904166666667
1,1200,42.1649585857572
2,1800,45.493252912613
3,2400,43.462388911342
4,3000,41.1108182788553
5,3600,40.8502973526056
6,4200,38.9975366287512
7,4800,44.7004771473233
8,5400,42.7059533217046
9,6000,43.4265761982507
10,6600,42.2906844133491
11,7200,42.4214329649058
12,7800,43.7580653100645
13,8400,38.2838280580455
14,9000,41.5793628774787
15,9600,42.8912035544554
16,10200,43.1441046878905
17,10800,48.402493311733
18,11400,40.9969235942354
19,12000,41.6887402071112
20,12600,38.8406997882051
21,13200,39.1926859466894
22,13800,35.4324157871677
23,14400,43.3695401916646
24,600,37.6206018759846
25,1200,34.091604101453
26,1800,37.2364690315756
27,2400,34.3222337429266
28,3000,37.5538173221187
29,3600,40.0374266322679
30,4200,39.7250531672644
31,4800,35.8931916787442
32,5400,38.6515527344232
33,6000,45.1822077300878
34,6600,41.4362084018479
35,7200,42.9062315983715
36,7800,38.4721989949721
37,8400,41.2281886436919
38,9000,34.6609556329187
39,9600,39.9330948160446
40,10200,40.8610557245228
41,10800,39.4218695892161
42,11400,42.2611000032292
43,12000,42.3840650027065
44,12600,41.1231919033859
45,13200,41.0065054828299
46,13800,42.8894462737332
47,14400,43.9788642926724
48,600,37.9510054447968
49,1200,38.9451100047563
50,1800,41.0137418562895
51,2400,38.7033797582773
52,3000,42.2269775362602
53,3600,42.7507440321075
54,4200,37.2692014004232
55,4800,41.8063620966684
56,5400,43.2480581877387
57,6000,44.2873083471592
58,6600,45.8681331266092
59,7200,45.8452393030509
60,7800,41.8518272122586
61,8400,39.307747590036
62,9000,42.4087861569841
63,9600,43.7636303416229
64,10200,44.7309781222233
65,10800,45.2362042162696
66,11400,45.0001876836276
67,12000,44.0851637715628
68,12600,38.2924815522248
69,13200,40.6949602227695
70,13800,43.0083568396858
71,14400,41.7500212551198
72,600,39.7435605156727
73,1200,39.3700047569198
74,1800,44.7213274593766
75,2400,40.7904166666667
76,3000,40.878819821006
77,3600,39.9671670070637
78,4200,39.5580869115735
79,4800,45.7610883806966
80,5400,40.5170449292752
81,6000,40.1818191604137
82,6600,44.4937971823445
83,7200,39.1143342130857
84,7800,41.5700282514567
85,8400,43.7342842638607
86,9000,42.3591258120141
87,9600,46.9887428783668
88,10200,46.111627844373
89,10800,42.7273041896975
90,11400,40.2678383533035
91,12000,41.0790837745361
92,12600,43.5599968556574
93,13200,41.7318469921283
94,13800,43.3829320346549
95,14400,40.4325772742353
96,600,40.7904166666667
97,1200,36.5322656887888
98,1800,38.4416291298432
99,2400,40.6564129358155
100,3000,43.9985896296065
101,3600,43.8490342775016
102,4200,40.606186565993
103,4800,40.6704848088688
104,5400,40.8985506088506
105,6000,42.5300658973423
106,6600,42.5895330099539
107,7200,40.7821642203186
108,7800,42.6344949021377
109,8400,43.1201445734822
110,9000,40.7365127299844
111,9600,43.9305001046025
112,10200,40.9253009514964
113,10800,43.2346496440868
114,11400,40.3587234695023
115,12000,45.6981074025015
116,12600,43.5107343111677
117,13200,41.3846124038121
118,13800,41.3732473136769
119,14400,41.3945406571689
120,600,40.0418296921027
121,1200,38.1150794706401
122,1800,40.211447525747
123,2400,40.6178836977536
124,3000,40.2426634977201
125,3600,43.2158050350965
126,4200,44.4539201776992
127,4800,39.7719720522482
128,5400,39.370117718339
129,6000,39.8223119053856
130,6600,38.0948920820694
131,7200,41.6481496551029
132,7800,42.5560884274767
133,8400,43.5499810977927
134,9000,40.9059148467502
135,9600,44.7251778896812
136,10200,41.5904436504484
137,10800,38.464796194781
138,11400,38.7298403328473
139,12000,42.136792572102
140,12600,41.5611540533958
141,13200,49.4616970504624
142,13800,46.2286818534486
143,14400,48.28461772289
144,600,40.7904166666667
145,1200,36.92307926173
146,1800,36.2314130127966
147,2400,37.4716948342833
148,3000,48.1029428234354
149,3600,43.7363236002003
150,4200,41.653182353074
151,4800,44.4330295057138
152,5400,40.3497562580347
153,6000,37.5712057262023
154,6600,39.160216845215
155,7200,42.1810236943656
156,7800,45.0944128161621
157,8400,42.8922872418279
158,9000,42.3299283005537
159,9600,44.0748508810944
160,10200,41.5079868014514
161,10800,45.5111625165095
162,11400,39.0443713145663
163,12000,36.5905806877062
164,12600,42.7983079801442
165,13200,44.5848120766009
166,13800,44.7489086019467
167,14400,38.5064689844516
168,600,40.7904166666667
169,1200,39.8549417507275
170,1800,36.5600750737336
171,2400,38.5891284449469
172,3000,41.1083467549093
173,3600,40.8929179628082
174,4200,38.0292313435546
175,4800,41.7621411803646
176,5400,38.1617733606002
177,6000,41.6014331496637
178,6600,47.4330310418159
179,7200,40.2257471192793
180,7800,43.2134896739338
181,8400,41.1860693722723
182,9000,40.1222757350569
183,9600,41.8931947509484
184,10200,40.696822390025
185,10800,44.9816884535965
186,11400,45.121333354786
187,12000,46.3124449493288
188,12600,45.1115490866468
189,13200,39.2062640484468
190,13800,41.8533031332242
191,14400,41.2325959656747
192,600,41.9985458874111
193,1200,39.9120197409211
194,1800,38.5060614419187
195,2400,37.9557734836728
196,3000,46.3295779724627
197,3600,44.3459095768595
198,4200,38.8571678002737
199,4800,34.3460716177705
200,5400,40.5092813252082
201,6000,39.1427977072751
202,6600,42.1174014803527
203,7200,44.6104935189184
204,7800,45.1094907301092
205,8400,44.957907175439
206,9000,45.029735793004
207,9600,46.4703738275782
208,10200,40.5694799036009
209,10800,46.3285763966762
210,11400,45.8526748087042
211,12000,42.3625321670887
212,12600,41.8050260437434
213,13200,41.4062882388446
214,13800,38.2798361360249
215,14400,34.3642025054327
216,600,42.3711381107732
217,1200,38.2991546262871
218,1800,39.3955389086804
219,2400,41.5161955825281
220,3000,42.5773313210535
221,3600,42.241245816052
222,4200,40.7904166666667
223,4800,38.7317439763118
224,5400,39.8096485127792
225,6000,44.0152392613696
226,6600,42.9456112944281
227,7200,42.4110663771715
228,7800,42.9003583004351
229,8400,43.7275657268863
230,9000,44.9676223213956
231,9600,47.3144660867762
232,10200,42.6725028244099
233,10800,41.0846228272876
234,11400,44.281795041261
235,12000,45.6775122394444
236,12600,43.3888487079206
237,13200,41.4013110937685
238,13800,43.1442974413594
239,14400,45.9179892404453
240,600,40.0376864203366
241,1200,39.6899843294735
242,1800,45.8769603540594
243,2400,46.0387252814881
244,3000,44.0098880910607
245,3600,43.855432486509
246,4200,41.3354004252143
247,4800,46.5506325679739
248,5400,44.9301738712858
249,6000,40.7904166666667
250,6600,40.5724257147376
251,7200,39.1181729297319
252,7800,41.3899091809942
253,8400,40.3403651513031
254,9000,40.3977401001352
255,9600,43.0250461355201
256,10200,38.4173797692547
257,10800,42.1838722009534
258,11400,41.3160085216273
259,12000,45.8363879524229
260,12600,44.3109096292976
261,13200,43.7192812709369
262,13800,42.8357313792617
263,14400,44.9027161280483
264,600,40.6729237433294
265,1200,39.5565525382925
266,1800,36.6611029424112
267,2400,41.0925826641279
268,3000,40.8119612739313
269,3600,41.2031127453271
270,4200,40.1745742046697
271,4800,42.544489006184
272,5400,40.7904166666667
273,6000,40.6405567159506
274,6600,41.9857400752741
275,7200,41.2901674372221
276,7800,43.7573202749959
277,8400,44.7110955207261
278,9000,45.5900578334516
279,9600,45.8525810994366
280,10200,45.6476667655107
281,10800,39.8271426877193
282,11400,43.3414856317299
283,12000,46.2708547351515
284,12600,42.3496477226702
285,13200,41.6018312980744
286,13800,40.7897555988132
287,14400,47.6614455260962
288,600,40.1996348230889
289,1200,33.5541318133735
290,1800,42.4036646207717
291,2400,44.5343890680862
292,3000,41.5199427354777
293,3600,44.3688996611755
294,4200,39.5361144078447
295,4800,44.0179531188735
296,5400,42.3364008507004
297,6000,41.0285333075001
298,6600,40.7904166666667
299,7200,41.0074056658846
300,7800,42.3180031003837
301,8400,40.1988649689816
302,9000,40.8173863794607
303,9600,44.5054008947795
304,10200,39.5672988341237
305,10800,34.7681534682289
306,11400,37.1181958742059
307,12000,40.2065805006582
308,12600,40.0110003288471
309,13200,43.1821351096651
310,13800,40.7442323788379
311,14400,43.3761524938751
312,600,40.7904166666667
313,1200,43.5322245832939
314,1800,41.0604391675656
315,2400,41.097577727622
316,3000,40.0899039381315
317,3600,43.6330961152229
318,4200,43.9753527466253
319,4800,39.7291589785188
320,5400,43.6028020429634
321,6000,41.3138569197294
322,6600,40.7734594643865
323,7200,42.8829782466823
324,7800,39.7198635526607
325,8400,42.2200202030209
326,9000,41.6869224444793
327,9600,42.1929362530627
328,10200,39.8520252817253
329,10800,41.3620624515144
330,11400,41.7818143277313
331,12000,40.9306212139837
332,12600,42.5133580452173
333,13200,39.3679648406961
334,13800,43.7925275891056
335,14400,41.6593731375453
336,600,41.3620386762671
337,1200,36.9805589956157
338,1800,45.0876253889588
339,2400,41.5430075088634
340,3000,42.7420698940549
341,3600,38.7725439244621
342,4200,40.2343891317537
343,4800,39.6411867360407
344,5400,37.2956953763163
345,6000,44.4463907308245
346,6600,43.0754570824459
347,7200,44.7857140765864
348,7800,40.9067328312363
349,8400,41.1091140575266
350,9000,40.3153951107775
351,9600,44.2230219339187
352,10200,42.7348247063573
353,10800,43.1638750238294
354,11400,41.1725911265538
355,12000,43.8998490557021
356,12600,43.1143638250453
357,13200,40.5651901531157
358,13800,40.7757618941342
359,14400,39.234810350083
360,600,39.2319916495371
361,1200,39.5947960094788
362,1800,39.5701939633917
363,2400,35.7648545171541
364,3000,37.0487726158132
365,3600,40.5004629119961
366,4200,42.2630017910646
367,4800,45.085143948995
368,5400,44.7382642497371
369,6000,41.3026929913823
370,6600,39.1902319932311
371,7200,43.8085071068234
372,7800,40.7904166666667
373,8400,41.4100709386884
374,9000,45.6823243495106
375,9600,42.9521751183294
376,10200,42.0107489680332
377,10800,42.1830485336033
378,11400,40.9872504318863
379,12000,47.4926760628639
380,12600,45.1891719059593
381,13200,38.7480294408713
382,13800,40.9395797851785
383,14400,36.3790431497492
384,600,40.4029105785641
385,1200,41.7641227602496
386,1800,33.148591040378
387,2400,39.681463048865
388,3000,40.8181687010758
389,3600,44.3211937575155
390,4200,41.6915710272344
391,4800,40.6939828716406
392,5400,45.4481653015602
393,6000,42.3717533677842
394,6600,40.9020518909494
395,7200,40.057522747084
396,7800,45.1493765489927
397,8400,40.8560609364736
398,9000,41.2824437871684
399,9600,42.0417983972979
400,10200,40.7904166666667
401,10800,37.5146969502236
402,11400,41.5545825750247
403,12000,48.2758893076873
404,12600,48.546060084946
405,13200,45.5629368868889
406,13800,46.0953456271643
407,14400,41.6479797490669
408,600,32.4995634360422
409,1200,35.6084820477809
410,1800,39.1336139670913
411,2400,38.9125945125554
412,3000,40.7904166666667
