,time,delay_time
0,600,40.3878032388045
1,1200,41.1405671298499
2,1800,33.7183719943827
3,2400,63.1363084250251
4,3000,69.2867592060821
5,3600,74.8315976107324
6,4200,64.6777241091984
7,4800,49.2240143410908
8,5400,50.682781491101
9,6000,43.7026835285398
10,6600,38.5623185729064
11,7200,36.6736602542596
12,7800,44.0026623465135
13,8400,39.1305183655527
14,9000,45.5085222960967
15,9600,31.4413960642396
16,10200,50.4340400021448
17,10800,44.8196990029407
18,11400,35.2953887984075
19,12000,37.5695468958034
20,12600,47.9445123957795
21,13200,70.3915035582299
22,13800,69.9172459944875
23,14400,38.8648369922426
24,15000,36.6169115758983
25,15600,47.2959767440258
26,16200,49.648851301784
27,16800,69.9147044198528
28,17400,35.5966048580706
29,18000,43.7851564414743
30,18600,49.9289668325921
31,19200,56.4731515285435
32,19800,63.3142008900079
33,20400,64.313708002996
34,21000,75.8812297849565
35,21600,59.503668161234
36,600,66.9490972617176
37,1200,63.6009173453106
38,1800,45.6476254910586
39,2400,28.815466672598
40,3000,51.3187335858315
41,3600,47.2263741703456
42,4200,53.5538291150023
43,4800,65.4203059155269
44,5400,43.8097532798456
45,6000,56.3518788214696
46,6600,36.7469712642211
47,7200,26.3172935028271
48,7800,36.580223183047
49,8400,58.5130690568584
50,9000,57.4913488183552
51,9600,52.9252777777778
52,10200,51.1262321643188
53,10800,45.4084958111442
54,11400,64.511390415193
55,12000,68.6038886174925
56,12600,73.7611237351944
57,13200,66.7061769258456
58,13800,67.9046411848925
59,14400,41.3074165056653
60,15000,48.7075905807813
61,15600,47.4858864369012
62,16200,45.834781811413
63,16800,43.4122079896352
64,17400,55.1655830745197
65,18000,51.3809488860327
66,18600,44.9880500389246
67,19200,44.8363271102819
68,19800,51.0054795789173
69,20400,36.4609217749328
70,21000,38.7163969308365
71,21600,46.8971810569778
72,600,60.837023336785
73,1200,56.5205534740995
74,1800,48.0336996963619
75,2400,49.554358858806
76,3000,36.2470256425632
77,3600,52.9252777777778
78,4200,49.4687671891089
79,4800,55.129931965105
80,5400,42.066041672997
81,6000,37.0839482787866
82,6600,32.7405393035905
83,7200,43.132352601883
84,7800,51.5349680457959
85,8400,30.0628825536604
86,9000,45.5968387258674
87,9600,47.8887279897822
88,10200,51.9410931236708
89,10800,48.9407550587385
90,11400,65.5095649116671
91,12000,39.4387737450247
92,12600,56.4903610934358
93,13200,38.2861696481631
94,13800,56.9323911750859
95,14400,55.5999622864085
96,15000,61.1532573136481
97,15600,71.5560841020245
98,16200,51.1148846979096
99,16800,58.9721363709592
100,17400,36.2296003332402
101,18000,51.9558439913621
102,18600,44.1548075554138
103,19200,57.0133223046498
104,19800,42.0622089205651
105,20400,43.2236848493815
106,21000,39.3893748479699
107,21600,49.1318720653411
108,600,28.2840223640588
109,1200,41.7517329520748
110,1800,55.0056605419959
111,2400,57.0679694480841
112,3000,51.274786511075
113,3600,48.0472054292748
114,4200,60.3000867538668
115,4800,43.2659016932693
116,5400,74.4870826962409
117,6000,49.8613023411223
118,6600,59.138091196696
119,7200,41.7586104635606
120,7800,42.105050633993
121,8400,55.409424928524
122,9000,46.9306332833687
123,9600,45.8205005825129
124,10200,28.6410978140641
125,10800,43.3110370067882
126,11400,59.6933542165897
127,12000,46.7358627632286
128,12600,50.6352299057341
129,13200,42.4994886781955
130,13800,30.0884772100236
131,14400,40.6671659662562
132,15000,30.408507762661
133,15600,44.9423003799842
134,16200,43.0761544664744
135,16800,30.9911045495117
136,17400,46.2779340272057
137,18000,29.2130862893958
138,18600,41.0841999507868
139,19200,40.3009305865502
140,19800,30.9803002262844
141,20400,24.8876235673919
142,21000,33.7968135121473
143,21600,33.373225632777
144,600,21.8464453448322
145,1200,30.0840412940462
146,1800,54.160217316275
147,2400,44.048304790996
148,3000,38.6910009172113
149,3600,20.5506606148202
150,4200,39.6564743462574
151,4800,62.1784406449183
152,5400,55.417855734135
153,6000,40.2717919332584
154,6600,25.0013182513377
155,7200,43.1729454427239
156,7800,48.9955071144798
157,8400,40.4732853918927
158,9000,33.5447345620895
159,9600,48.8481036787529
160,10200,57.9848642035666
161,10800,59.2825833981234
162,11400,47.8840743561018
163,12000,45.6836870410975
164,12600,61.9909797828828
165,13200,55.3284605822108
166,13800,49.3412352625152
167,14400,37.1937161509908
168,15000,38.1200438054995
169,15600,29.3354028574804
170,16200,40.2152090097645
171,16800,54.1121063082303
172,17400,40.6504878693517
173,18000,46.6844807275808
174,18600,50.5045877732241
175,19200,42.6579983478012
176,19800,56.1174034329929
177,20400,29.574108283865
178,21000,43.1819422485868
179,21600,41.0288154612951
180,600,40.9650590354807
181,1200,40.4087199244632
182,1800,54.1451296767894
183,2400,49.0276194890251
184,3000,66.991990937981
185,3600,71.3723395693592
186,4200,33.0318574297381
187,4800,60.5828079906573
188,5400,52.5372068253104
189,6000,32.6694896636068
190,6600,62.656137622161
191,7200,53.4170586566973
192,7800,51.3183415624147
193,8400,50.9644230191019
194,9000,55.044587941073
195,9600,61.5243548361336
196,10200,50.237267432886
197,10800,55.0486617615959
198,11400,34.2314030419682
199,12000,42.2100938347166
200,12600,50.0293781056299
201,13200,65.1477365066124
202,13800,59.7495872131411
203,14400,38.4872342489657
204,15000,22.980319141668
205,15600,45.0476487801462
206,16200,52.2074000242785
207,16800,58.4002090670666
208,17400,46.0881907469552
209,18000,40.7253472402579
210,18600,44.3647137313304
211,19200,36.8123181474545
212,19800,46.6716005219654
213,20400,53.0041363137407
214,21000,39.6892964410489
215,21600,45.2136693816242
216,600,36.7221146116726
217,1200,20.588397472984
218,1800,35.7955041214774
219,2400,46.3620927723836
220,3000,39.194165603637
221,3600,47.5282598270528
222,4200,40.2334275745248
223,4800,31.5931341213027
224,5400,41.4762128434162
225,6000,48.9869569258987
226,6600,66.6740573159687
227,7200,52.9630047695805
228,7800,40.4084318267174
229,8400,46.369153798187
230,9000,49.6387520945008
231,9600,55.0474166268175
232,10200,33.7868471718611
233,10800,31.0333404683645
234,11400,55.0743488328753
235,12000,56.3636428127591
236,12600,63.1720213636364
237,13200,81.857040053669
238,13800,54.0433732898469
239,14400,60.4634927696374
240,15000,60.7103596499733
241,15600,58.9729934288652
242,16200,48.2905792888814
243,16800,64.9762065290629
244,17400,43.5387078948516
245,18000,41.8086118664035
246,18600,16.0769183242184
247,19200,18.9115107302705
248,19800,41.1539590707308
249,20400,34.3315189819285
250,21000,51.3432041347799
251,21600,65.5875394216701
252,600,37.5143636800794
253,1200,41.4040792192197
254,1800,28.3647686637903
255,2400,49.7559664383511
256,3000,53.9248730302589
257,3600,33.8076257284636
258,4200,19.7225887623145
259,4800,42.9945076968477
260,5400,40.4564704814469
261,6000,49.9495575994538
262,6600,39.134167603667
263,7200,46.017222011133
264,7800,50.0275271762763
265,8400,50.7018095907944
266,9000,41.7564043452053
267,9600,34.1134816089015
268,10200,38.4749907525239
269,10800,43.4462173365529
270,11400,50.3450204297021
271,12000,28.1431622990531
272,12600,38.8291602302889
273,13200,41.3036357160689
274,13800,63.6185005164122
275,14400,61.6846891247965
276,15000,59.8224548946078
277,15600,63.6067095570688
278,16200,46.2598082062403
279,16800,43.9242083313582
280,17400,32.2617379516553
281,18000,11.9865775662258
282,18600,31.9895184696833
283,19200,45.5584276663576
284,19800,52.6259882895704
285,20400,56.2060908379432
286,21000,19.1122188265565
287,21600,65.0457551666355
288,600,52.9252777777778
289,1200,50.2837371717518
290,1800,51.3766432060226
291,2400,53.1409452508543
292,3000,31.8064501116361
293,3600,24.8999025827339
294,4200,33.5336566117793
295,4800,47.195599016616
296,5400,51.1680630690459
297,6000,47.7030910890464
298,6600,61.9210851649122
299,7200,81.5479703705227
300,7800,70.3469076057877
301,8400,86.8753265494005
302,9000,73.0362632290236
303,9600,66.2126089200413
304,10200,75.3854122488078
305,10800,56.9357983584731
306,11400,67.7318141097292
307,12000,64.9702643486151
308,12600,45.1270105005283
309,13200,59.2972823029792
310,13800,36.3992162367248
311,14400,61.8390312434483
312,15000,49.5888013389786
313,15600,45.2238133164112
314,16200,53.0708993486792
315,16800,44.695575575249
316,17400,45.9762568795976
317,18000,48.3026764342994
318,18600,44.3349804653393
319,19200,51.8315709238595
320,19800,56.7498016644337
321,20400,65.0166586098179
322,21000,62.1178815778771
323,21600,29.6629528928364
324,600,32.0860969902892
325,1200,44.0737021201361
326,1800,41.6970614716163
327,2400,47.6236267585082
328,3000,67.1089730934652
329,3600,65.0166454546697
330,4200,55.2990098230276
331,4800,32.9374350379244
332,5400,49.1773632256191
333,6000,60.7066012241289
334,6600,42.347146142072
