time,density,stop_time,speed,delay_time,travel_time,mean_queue,seed,
2700,5.523030148,28.7620636942,40.5467969032,39.8264,97.227,53.928,1486,
1800,6.10286602723,36.2886792843,38.5600238694,47.3769,104.7007,72.2364,2456,
3600,5.61349827328,27.5152199087,40.586223815,38.9126,96.5163,55.2756,4153,
900,5.00748489278,26.2040879662,41.938998079,36.4256,93.9918,48.0453,4339,
5400,5.10090658279,24.6558261523,43.7137787099,33.5575,90.4325,46.648,4755,
3600,5.49160831782,27.9156903764,40.9344148638,38.3877,95.849,52.7609,1486,
2700,5.53590712663,29.0784010841,40.7464617312,39.5035,96.7247,54.32,2456,
4500,5.35136254611,27.8908734759,42.0583716111,37.6132,94.7601,51.1422,4153,
1800,5.67441138984,34.5214163578,39.362065366,44.9866,102.7109,64.4427,4339,
6300,5.74288626114,31.4818770123,40.7004111445,40.7055,98.118,63.2489,4755,
3600,5.63939015636,28.1210296951,40.9234781016,38.3762,95.9326,55.4596,2456,
4500,5.55689613147,26.6366457395,42.2486518064,36.2192,93.379,52.9369,1486,
5400,5.57559602898,26.3123662497,42.6656005721,35.6774,93.183,52.808,4153,
2700,5.81946968273,28.6986438075,41.0225223044,38.878,96.54,57.2916,4339,
7200,5.95387609504,32.64286394,39.9200796859,42.7306,99.8972,62.9698,4755,
4500,5.45549982175,26.6374250465,42.4878456198,36.0583,93.2715,50.584,2456,
5400,5.34565510301,25.8861682362,42.6077431497,35.1541,92.471,49.0853,1486,
6300,5.88198679782,33.5084603765,39.4965783237,43.674,100.8187,64.2658,4153,
3600,5.21029860853,26.7997761534,41.5016625992,37.1493,94.2598,49.2098,4339,
8100,6.2574395459,33.9672534813,39.1853635522,44.5356,101.5046,69.2222,4755,
5400,5.0263767086,24.6026204388,43.4304754989,33.4435,90.6995,46.2827,2456,
6300,5.45765256337,31.0197287371,40.9687812589,40.2573,97.4207,58.7084,1486,
7200,5.56742063457,32.8754744803,40.1952185736,42.4303,99.7019,61.5289,4153,
4500,5.24460276007,25.6670750994,42.8747522037,34.9899,92.0927,49.6436,4339,
9000,5.83773229275,34.3415327848,39.152905559,44.7548,102.1553,61.7662,4755,
6300,5.50176711473,31.7850874321,40.6738839545,41.5631,98.8485,57.6044,2456,
7200,5.84265618302,32.3285527316,40.1956495891,41.9787,99.0571,62.7644,1486,
8100,6.09113046837,32.4033917345,39.8332738682,42.9592,99.9462,67.6124,4153,
5400,5.49107231873,26.5436020831,42.2472417668,36.1349,93.1538,51.4044,4339,
9900,5.99087083378,33.471180471,39.1868344854,43.7787,101.195,64.056,4755,
7200,5.63833783667,32.0626602997,40.3425099877,41.5672,98.7186,60.792,2456,
8100,5.75638663028,35.2248271657,38.8329549248,45.2524,102.5157,65.2533,1486,
6300,5.77651932121,32.2786635086,39.7969626158,42.2201,99.5502,63.1547,4339,
9000,6.01561635039,35.0168765697,38.9503324665,45.1145,102.3553,66.4551,4153,
10800,5.90965625711,33.7985543045,39.2017230302,44.1593,101.4685,63.2622,4755,
8100,5.86405603559,31.6832997077,39.7944759997,41.7502,98.9416,62.3547,2456,
9000,6.14218745136,35.7370172874,38.6461658276,46.1699,103.3123,69.2542,1486,
7200,5.45656753384,34.6506905644,39.6366632206,44.3997,101.6171,60.3822,4339,
9900,6.15448598032,37.8152174066,38.940185854,47.9558,105.2258,70.3102,4153,
11700,6.17961518674,33.9725629923,39.5141546577,43.8398,101.2364,67.3956,4755,
9000,6.16680867294,34.640407449,38.9700720963,44.8295,101.9041,67.032,2456,
9900,6.29345447436,36.861502046,38.5757893315,47.225,104.2784,69.4684,1486,
8100,6.10664785277,32.8879343291,39.443486704,43.0547,100.6997,67.88,4339,
10800,6.21632066802,34.8155853359,39.0245791457,45.3023,102.5176,67.5102,4153,
12600,5.77822155592,34.9605944224,39.1812033166,45.1996,102.444,61.5858,4755,
9900,6.78630661923,44.7776475068,36.7974859448,56.3735,113.5737,86.456,2456,
10800,6.16006083043,35.0799623593,38.6299219833,45.7802,102.8925,66.5342,1486,
9000,6.19952835258,33.7783867099,39.0762965877,44.2561,101.8348,65.2596,4339,
11700,6.40901799433,35.6945458232,38.8978291766,45.9645,103.3474,73.3484,4153,
13500,6.17110303082,33.3399504513,40.1712216454,43.002,100.4925,67.9778,4755,
10800,5.84309421961,32.6659894322,39.8980347045,42.6265,99.7748,63.1449,2456,
11700,6.24760494353,35.6066258462,38.7793140369,45.6815,103.139,69.7911,1486,
9900,5.77191785048,32.1467764608,40.4683026691,41.3746,98.5425,62.2524,4339,
12600,5.8126441141,34.2258671136,39.626923511,44.0085,101.1853,62.9387,4153,
14400,5.66363889353,32.3100301848,40.4787386078,41.5839,98.9128,59.9698,4755,
11700,6.14238158916,33.0110665244,39.7965385997,42.4843,100.0049,66.1476,2456,
12600,6.16230651008,36.1222453023,39.2102157242,45.8669,103.2978,69.0542,1486,
10800,5.90163080716,32.9552037748,39.7763511925,42.9311,99.9547,63.3324,4339,
13500,6.21013185785,35.2804308146,39.5477226708,44.8863,102.5129,67.9769,4153,
12600,5.93599897039,34.3040698783,39.6584186362,43.7884,100.9847,66.0578,2456,
13500,6.10941514797,32.9019508571,39.5394383892,42.5941,100.4,65.24,1486,
11700,6.25227736492,35.1505097203,38.9079062241,45.2772,102.5359,69.9964,4339,
14400,5.95544829241,33.1053636966,39.9709189372,42.9804,100.0119,62.7751,4153,
13500,5.95246639719,33.500153462,39.5960266351,43.3772,100.8743,61.4631,2456,
14400,6.25182351089,37.4872559127,38.5714862189,47.8568,105.3021,70.4471,1486,
12600,6.13392295643,36.0782073723,39.0379177646,46.3686,103.5387,69.2427,4339,
14400,5.76947029872,33.9187833591,39.6664196212,43.9084,101.4334,65.4649,2456,
13500,5.95063963015,33.9023023172,39.720761759,43.1603,100.5624,64.4987,4339,
14400,5.79891187812,32.8950879506,39.9493468491,42.4942,99.7149,61.8791,4339,
900,4.98843185224,26.26276683,42.156699247,36.4768,93.4761,47.312,5043,
1800,6.19207680138,37.6002037457,39.1191019608,48.61,105.917,72.112,5043,
2700,5.40111165213,28.5881245112,40.8574231758,39.0918,96.3897,52.6951,5043,
3600,5.49716300258,27.261163292,41.3261243744,37.5499,95.2406,52.3831,5043,
4500,5.61028853907,28.2011700851,41.6041954587,37.9623,95.1876,55.208,5043,
5400,5.00209948576,25.0182708893,43.5750731106,34.0532,91.2836,45.1093,5043,
6300,5.56643527571,32.9110502458,40.1256389373,42.7205,99.8181,61.3609,5043,
7200,5.63165055664,32.470727468,39.6121949133,42.7507,99.9912,58.5964,5043,
8100,6.16971663308,34.3833494639,39.3381199791,44.6123,101.9513,67.0489,5043,
9000,6.07791166894,35.9130615097,38.6768780158,46.4647,104.0184,66.9556,5043,
9900,5.95397746609,36.3594023316,38.9561977294,46.5933,103.751,66.9369,5043,
10800,5.85845590983,33.1965317691,39.3559535041,43.2483,100.785,62.7058,5043,
11700,6.10221035234,35.8739034994,39.0334844512,45.9818,103.1551,67.6524,5043,
12600,5.98064350719,31.5095832362,40.65052442,40.9778,98.1481,63.4009,5043,
13500,5.93006614598,34.4508422307,39.5934402949,44.0209,101.3057,64.0409,5043,
14400,5.9345148726,33.6020420778,40.1176502934,42.8734,100.2989,64.8044,5043,
900,4.81944838926,27.0458572925,41.9205129433,36.67,,,,1
1800,4.94312563603,26.5982310425,42.107618852,37.4,,,,
2700,5.73610198164,29.2674865822,40.8514119388,38.26,,,,
3600,5.87528947879,29.0391536269,40.6313424002,36.37,,,,
4500,6.24843662208,37.2839913809,38.2717733467,34.69,,,,
5400,5.52540639051,26.9639258185,41.220540662,36.14,,,,
6300,5.75129830491,27.8800852103,40.721217339,40.82,,,,
7200,5.20490130726,27.8283084154,40.899690076,40.12,,,,
8100,5.53090521625,25.1444948703,42.7938824349,42.35,,,,
9000,4.94042347213,26.0270942168,42.2073812286,44.38,,,,
9900,5.37210184464,27.4365542859,41.410557476,44.82,,,,
10800,5.33389826187,32.4552519365,39.9380587281,44.29,,,,
11700,5.00503563011,28.1410217852,41.4920811654,43.51,,,,
12600,5.33511279816,26.0036415399,42.6365900365,41.9,,,,
13500,5.11817165749,25.6654245554,42.984596784,44.67,,,,
14400,5.87963986983,35.9063499416,38.8699498086,42.26,,,,
900,5.28786461046,26.4350948823,41.40709228,37.17,,,,
1800,5.6657722677,27.3391789156,41.6299784034,38.11,,,,
2700,5.5251894325,32.7685358783,40.4789564111,37.72,,,,
3600,5.1209523043,26.0959391812,42.5976800254,38.83,,,,
4500,5.2555313598,25.1675787685,41.9942079883,35.8,,,,
5400,5.64303891564,29.3946593041,40.2703227336,37.54,,,,
6300,5.43485718577,26.8735778502,41.2707119158,43.18,,,,
7200,5.15923040392,30.2715649463,41.158057291,40.97,,,,
8100,5.67036663163,31.2091795523,40.6154091581,47.67,,,,
9000,5.10915590715,25.1997912693,43.0775449587,41.22,,,,
9900,5.845280799,27.4973499851,40.7088630297,44.59,,,,
10800,5.71977917575,28.3764323172,40.9421362468,45.4,,,,
11700,6.22585876102,33.2311359164,39.6601012035,42.65,,,,
12600,5.88696634798,33.0388544937,39.705259284,42.75,,,,
13500,5.55543389418,26.4820298421,42.3318651266,44.86,,,,
14400,5.40253170667,26.8111260351,42.0186745435,40.3,,,,1
900,5.22230994295,26.5130723155,42.4350751654,36.67,,,,
1800,6.18887108423,34.8823402811,38.7716668191,37.4,,,,
2700,5.9107933232,34.0493978869,39.2477603508,38.26,,,,
3600,5.58840699388,32.0056476521,40.596961718,36.37,,,,
4500,5.52372004348,25.6633320738,42.7744240131,34.69,,,,
5400,5.04177657947,26.0309299675,43.112601697,36.14,,,,
6300,6.07015539844,35.1998249626,38.6456943434,40.82,,,,
7200,6.16450399132,34.0722418889,39.2387499026,40.12,,,,
8100,6.07874922963,34.2588494554,39.3755010271,42.35,,,,
9000,5.64215286187,31.7734887634,40.3474713209,44.38,,,,
9900,5.50572815474,34.9139456568,39.9122051934,44.82,,,,
10800,5.71472693269,33.3705643971,39.4664684375,44.29,,,,
11700,5.74551110035,34.2501532161,38.9453940715,43.51,,,,
12600,5.87198588708,32.2820793357,40.2824438549,41.9,,,,
13500,6.10101304182,34.2586485794,39.0446711559,44.67,,,,
14400,5.77747577601,34.7573334072,39.2238165755,42.26,,,,
900,5.77631739414,31.6061341904,40.3100212742,37.17,,,,
1800,5.84337435426,33.0336926735,39.4223836724,38.11,,,,
2700,6.00342696963,32.4004085326,39.9117118759,37.72,,,,
3600,6.09435355919,38.2578783832,38.3802211907,38.83,,,,
4500,5.87125120915,33.2054421395,40.0389058229,35.8,,,,
5400,6.07718496301,34.9327375189,39.3631139862,37.54,,,,
6300,6.14694860165,33.6276595942,39.6248404522,43.18,,,,
7200,6.17921497951,36.1428722466,38.7910473259,40.97,,,,
8100,6.10119543931,35.0269028076,39.2195267127,47.67,,,,
9000,5.87117946787,35.0551519277,38.7741821001,41.22,,,,
9900,5.62186497989,31.0941536633,40.4064840527,44.59,,,,
10800,5.91920068489,34.3383556528,39.2232272864,45.4,,,,
11700,5.95567044495,35.0287488552,39.0472388946,42.65,,,,
12600,6.23727781851,34.6227438296,38.6737696925,42.75,,,,
13500,5.53096564321,31.3906960567,40.5797632238,44.86,,,,
14400,6.27886863152,34.8513661746,39.4310122568,40.3,,,,
900,6.24966689532,35.2532193823,39.0547395902,36.67,,,,
1800,6.23019749252,33.2056282898,39.254457221,37.4,,,,
2700,6.0691017632,33.7580378757,39.846381673,38.26,,,,
3600,0.419178344178,35.9085059894,37.8225168375,36.37,,,,
4500,6.12279814425,34.665371819,39.1792858397,34.69,,,,
5400,5.99230680478,32.8955499925,40.1535270593,36.14,,,,
6300,6.07508601407,34.1129765813,39.3340095867,40.82,,,,
7200,5.97388313535,34.9717708006,39.0945366166,40.12,,,,
8100,5.99945079363,34.7803830472,39.308919036,42.35,,,,
9000,6.09474464385,35.2834763749,39.1125147094,44.38,,,,
9900,5.55409534479,33.4425244208,40.0560529542,44.82,,,,
10800,5.5450878148,29.6710040987,41.4946412703,44.29,,,,
11700,5.87833368452,35.0567078247,39.4156231465,43.51,,,,
12600,5.9566007091,34.2072788412,39.7660518364,41.9,,,,
13500,6.30174342699,37.8002664793,38.2428225912,44.67,,,,
14400,6.27036905173,37.5412939437,38.9982394132,42.26,,,,
900,6.3319788983,36.1019943737,39.3996023342,37.17,,,,
1800,0.526051717368,37.9114538926,37.0625625454,38.11,,,,
2700,4.81503213093,25.587939693,42.4803790435,37.72,,,,
3600,4.74493428693,26.1903576941,42.122251425,38.83,,,,
4500,6.13808097431,37.2959121671,38.1719236381,35.8,,,,
5400,4.91008333773,26.0976115597,42.5091129353,37.54,,,,
6300,6.36412400833,38.2750901679,38.1352866833,43.18,,,,
7200,5.85246825418,30.8358369569,39.9555394391,40.97,,,,
8100,5.59844893608,28.8348583473,40.7280549801,47.67,,,,
9000,5.18331994524,27.7984634842,41.0183448658,41.22,,,,
9900,5.86691707701,31.2180531854,39.2872348292,44.59,,,,
10800,5.36077664534,26.1674086551,41.8295766681,45.4,,,,
11700,5.42239520421,27.8412045058,41.3332920892,42.65,,,,
12600,5.54350771211,32.4326969068,39.7303022827,42.75,,,,
13500,5.14908687367,26.1473843429,42.5300902343,44.86,,,,
14400,5.36779398805,26.5270063346,41.5047933756,40.3,,,,
900,4.97314146035,26.9029601074,41.7680649766,36.67,,,,
1800,5.56792265188,26.6095841638,41.5590497423,37.4,,,,
2700,5.91508537223,30.8609839688,40.2548366236,38.26,,,,
3600,5.59370935849,28.0681329299,41.6965486183,36.37,,,,
4500,5.21029498711,25.3326302039,43.0910659298,34.69,,,,
5400,6.12178318845,31.7732767117,40.1432587916,36.14,,,,
6300,5.34140901123,25.2129555341,43.0930607549,40.82,,,,
7200,5.50920179887,28.843017232,40.9440354919,40.12,,,,
8100,5.14438055283,25.8882064343,42.7144660722,42.35,,,,
9000,5.85934978668,32.2130062265,39.5585810148,44.38,,,,
9900,5.5440596733,31.5536411001,40.7469088372,44.82,,,,
10800,5.49935471732,26.2427772693,42.481320644,44.29,,,,
11700,5.42300328868,26.1635694501,42.7896245552,43.51,,,,
12600,5.6323483334,33.1986658779,39.8539067944,41.9,,,,
13500,5.42044228611,28.519622285,41.0592553935,44.67,,,,
14400,5.50517572421,31.898426987,40.2196540857,42.26,,,,
900,,,,55.005,82.5075,,,
1800,,,,56.1,84.15,,,
2700,,,,57.39,86.085,,,
3600,,,,54.555,81.8325,,,
4500,,,,52.035,78.0525,,,
5400,,,,54.21,81.315,,,
6300,,,,61.23,91.845,,,
7200,,,,60.18,90.27,,,
8100,,,,63.525,95.2875,,,
9000,,,,66.57,99.855,,,
9900,,,,67.23,100.845,,,
10800,,,,66.435,99.6525,,,
11700,,,,65.265,97.8975,,,
12600,,,,62.85,94.275,,,
13500,,,,67.005,100.5075,,,
14400,,,,63.39,95.085,,,
900,,,,55.755,83.6325,,,
1800,,,,57.165,85.7475,,,
2700,,,,56.58,84.87,,,
3600,,,,58.245,87.3675,,,
4500,,,,53.7,80.55,,,
5400,,,,56.31,84.465,,,
6300,,,,64.77,97.155,,,
7200,,,,61.455,92.1825,,,
8100,,,,71.505,107.2575,,,
9000,,,,61.83,92.745,,,
9900,,,,66.885,100.3275,,,
10800,,,,68.1,102.15,,,
11700,,,,63.975,95.9625,,,
12600,,,,64.125,96.1875,,,
13500,,,,67.29,100.935,,,
14400,,,,60.45,90.675,,,
900,,,,55.005,82.5075,,,
1800,,,,56.1,84.15,,,
2700,,,,57.39,86.085,,,
3600,,,,54.555,81.8325,,,
4500,,,,52.035,78.0525,,,
5400,,,,54.21,81.315,,,
6300,,,,61.23,91.845,,,
7200,,,,60.18,90.27,,,
8100,,,,63.525,95.2875,,,
9000,,,,66.57,99.855,,,
9900,,,,67.23,100.845,,,
10800,,,,66.435,99.6525,,,
11700,,,,65.265,97.8975,,,
12600,,,,62.85,94.275,,,
13500,,,,67.005,100.5075,,,
14400,,,,63.39,95.085,,,
900,,,,55.755,83.6325,,,
1800,,,,57.165,85.7475,,,
2700,,,,56.58,84.87,,,
3600,,,,58.245,87.3675,,,
4500,,,,53.7,80.55,,,
5400,,,,56.31,84.465,,,
6300,,,,64.77,97.155,,,
7200,,,,61.455,92.1825,,,
8100,,,,71.505,107.2575,,,
9000,,,,61.83,92.745,,,
9900,,,,66.885,100.3275,,,
10800,,,,68.1,102.15,,,
11700,,,,63.975,95.9625,,,
12600,,,,64.125,96.1875,,,
13500,,,,67.29,100.935,,,
14400,,,,60.45,90.675,,,
900,,,,55.005,82.5075,,,
1800,,,,56.1,84.15,,,
2700,,,,57.39,86.085,,,
3600,,,,54.555,81.8325,,,
4500,,,,52.035,78.0525,,,
5400,,,,54.21,81.315,,,
6300,,,,61.23,91.845,,,
7200,,,,60.18,90.27,,,
8100,,,,63.525,95.2875,,,
9000,,,,66.57,99.855,,,
9900,,,,67.23,100.845,,,
10800,,,,66.435,99.6525,,,
11700,,,,65.265,97.8975,,,
12600,,,,62.85,94.275,,,
13500,,,,67.005,100.5075,,,
14400,,,,63.39,95.085,,,
900,,,,55.755,83.6325,,,
1800,,,,57.165,85.7475,,,
2700,,,,56.58,84.87,,,
3600,,,,58.245,87.3675,,,
4500,,,,53.7,80.55,,,
5400,,,,56.31,84.465,,,
6300,,,,64.77,97.155,,,
7200,,,,61.455,92.1825,,,
8100,,,,71.505,107.2575,,,
9000,,,,61.83,92.745,,,
9900,,,,66.885,100.3275,,,
10800,,,,68.1,102.15,,,
11700,,,,63.975,95.9625,,,
12600,,,,64.125,96.1875,,,
13500,,,,67.29,100.935,,,
14400,,,,60.45,90.675,,,
900,,,,55.005,82.5075,,,
1800,,,,56.1,84.15,,,
2700,,,,57.39,86.085,,,
3600,,,,54.555,81.8325,,,
4500,,,,52.035,78.0525,,,
5400,,,,54.21,81.315,,,
6300,,,,61.23,91.845,,,
7200,,,,60.18,90.27,,,
8100,,,,63.525,95.2875,,,
9000,,,,66.57,99.855,,,
9900,,,,67.23,100.845,,,
10800,,,,66.435,99.6525,,,
11700,,,,65.265,97.8975,,,
12600,,,,62.85,94.275,,,
13500,,,,67.005,100.5075,,,
14400,,,,63.39,95.085,,,
