episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-8.296329841,-210.8299031,-111.7839125,15,40,900,FALSE,198000,8800,220,324c9b560d4a46c6be01c9b317c789ab,1580377307,338.2763097,78804.96333,26536,alienware,169.229.222.110,27092.93174,71100,79,2,9cadc0ca,952.7625165,151.0621107,1.622104764,112640,132000,334838.481,3.492,2683.126,3.37,18.82178423,86.22697095,0.300000012,0.0005,-0.112722717,-0.117754333,1939.02771,-7.57E-06,0.016707435,10.06000328,0
-8.296329841,-202.4843234,-116.6203778,15,40,900,FALSE,198900,8840,221,324c9b560d4a46c6be01c9b317c789ab,1580377652,345.4098346,79150.37317,26536,alienware,169.229.222.110,27438.34158,72000,80,2,9cadc0ca,952.7928386,151.1086854,1.621923359,113152,132600,336948.586,3.316,2687.418,3.376,19.04482759,87.04259635,0.300000012,0.0005,-0.130661383,-0.135883898,1942.061279,-9.03E-06,0.017343592,10.55038166,0
-7.821540397,-199.1984489,-111.8018086,15,40,900,FALSE,199800,8880,222,324c9b560d4a46c6be01c9b317c789ab,1580377982,329.9578574,79480.33102,26536,alienware,169.229.222.110,27768.29943,72900,81,2,9cadc0ca,952.7237925,151.1688955,1.621604597,113664,133200,335002.707,3.281,2692.702,3.376,19.31295117,87.87324841,0.300000012,0.0005,-0.144868761,-0.149117291,1674.272095,-7.78E-06,0.014105974,8.866835594,0
-7.821540397,-188.8392001,-108.3925338,15,40,900,FALSE,200700,8920,223,324c9b560d4a46c6be01c9b317c789ab,1580378322,340.1667805,79820.4978,26536,alienware,169.229.222.110,28108.46621,73800,82,2,9cadc0ca,952.5839765,151.2184919,1.62144247,114176,133800,335187.249,3.168,2689.109,3.383,18.71113402,88.6356701,0.300000012,0.0005,-0.134064093,-0.138483569,1714.776855,-6.91E-06,0.014674369,9.040764809,0
-7.821540397,-196.1899825,-110.2767097,15,40,900,FALSE,201600,8960,224,324c9b560d4a46c6be01c9b317c789ab,1580378667,344.6876931,80165.1855,26536,alienware,169.229.222.110,28453.15391,74700,83,2,9cadc0ca,952.4964455,151.2809737,1.62124258,114688,134400,336384.331,3.299,2691.402,3.5,19.05650407,89.40995935,0.300000012,0.0005,-0.102362975,-0.107709713,2018.82019,-8.73E-06,0.017755179,10.58366013,0
-8.017886611,-205.945327,-99.08872322,15,40,900,FALSE,202500,9000,225,324c9b560d4a46c6be01c9b317c789ab,1580378997,330.0638363,80495.24933,26536,alienware,169.229.222.110,28783.21774,75600,84,2,9cadc0ca,951.946317,151.2765091,1.621206294,115200,135000,333956.537,3.411,2686.254,3.403,18.04553191,90.30446809,0.300000012,0.0005,-0.137607992,-0.141237944,1436.549438,-4.23E-06,0.012051918,7.449266911,0
-7.51919168,-205.945327,-98.76911712,15,40,900,FALSE,203400,9040,226,324c9b560d4a46c6be01c9b317c789ab,1580379330,332.9352214,80828.18455,26536,alienware,169.229.222.110,29116.15296,76500,85,2,9cadc0ca,951.3773018,151.2501414,1.621101805,115712,135600,334720.16,3.307,2694.049,3.513,19.16526316,91.20442105,0.300000012,0.0005,-0.110502124,-0.11467056,1897.363159,-6.94E-06,0.013831504,9.445971489,0
-7.51919168,-200.3530273,-90.08710555,15,40,900,FALSE,204300,9080,227,324c9b560d4a46c6be01c9b317c789ab,1580379675,344.8746884,81173.05924,26536,alienware,169.229.222.110,29461.02765,77400,86,2,9cadc0ca,950.490371,151.2024559,1.620902889,116224,136200,335371.024,3.295,2691.655,3.371,17.95772358,92.13313008,0.300000012,0.0005,-0.109755218,-0.113287114,1680.598877,-5.87E-06,0.011716999,8.135150909,0
-7.51919168,-200.3530273,-91.51131086,15,40,900,FALSE,205200,9120,228,324c9b560d4a46c6be01c9b317c789ab,1580379990,314.8998117,81487.95905,26536,alienware,169.229.222.110,29775.92746,78300,87,2,9cadc0ca,949.775015,151.1730272,1.620802796,116736,136800,332552.94,3.181,2696.006,3.315,19.31180401,92.95033408,0.300000012,0.0005,-0.096909165,-0.099776119,1516.176147,-5.60E-06,0.009505918,7.766319752,0
-8.106556475,-197.7937718,-102.5783598,15,40,900,FALSE,206100,9160,229,324c9b560d4a46c6be01c9b317c789ab,1580380330,339.7023416,81827.6614,26536,alienware,169.229.222.110,30115.62981,79200,88,2,9cadc0ca,949.4384696,151.2079023,1.62059455,117248,137400,333395.971,3.184,2690.596,3.278,18.9028866,93.76865979,0.150000006,0.0005,-0.123373315,-0.126762256,1940.456299,-7.12E-06,0.02246356,9.596945763,0
-7.749016324,-221.2923453,-107.2738978,15,40,900,FALSE,207000,9200,230,324c9b560d4a46c6be01c9b317c789ab,1580380674,344.4154758,82172.07687,26536,alienware,169.229.222.110,30460.04528,80100,89,2,9cadc0ca,949.1675976,151.2346118,1.620393813,117760,138000,334009.683,3.006,2690.969,3.308,18.7790224,94.52240326,0.150000006,0.0005,-0.129047662,-0.132739201,1905.819336,-7.24E-06,0.024483243,9.271690369,0
-8.263448764,-198.2874107,-108.9682366,15,40,900,FALSE,207900,9240,231,324c9b560d4a46c6be01c9b317c789ab,1580421062,343.5000575,82515.57693,18931,alienware,169.229.222.110,343.5000575,900,1,2,c4735e36,879.78026,145.4057048,2.037456661,118272,138600,337090.339,71.157,5404.655,880.529,25.97841141,30.30244399,0.150000006,0.0005,-0.110889859,-0.113719732,2024.833618,-5.69E-06,0.018730883,8.981694221,0
-8.263448764,-198.2874107,-104.3843412,15,40,900,FALSE,208800,9280,232,324c9b560d4a46c6be01c9b317c789ab,1580421399,337.1008859,82852.67782,18931,alienware,169.229.222.110,680.6009433,1800,2,2,c4735e36,887.6715335,148.4013442,1.957402409,118784,139200,335618.314,37.09,4172.839,443.427,27.338125,34.8425,0.200000003,0.0005,-0.096685685,-0.099418893,1758.423828,-7.42E-06,0.013578089,8.587402344,0
-8.337931877,-202.332486,-109.4408393,15,40,900,FALSE,209700,9320,233,324c9b560d4a46c6be01c9b317c789ab,1580421753,354.3973792,83207.07519,18931,alienware,169.229.222.110,1034.998322,2700,3,2,c4735e36,910.6157745,152.5018329,1.874535436,119296,139800,340940.73,25.465,3715.71,296.834,23.66146245,34.90731225,0.200000003,0.0005,-0.127263814,-0.130926102,1957.987427,-7.03E-06,0.018213497,9.051721573,0
-8.272825216,-202.332486,-107.7626416,15,40,900,FALSE,210600,9360,234,324c9b560d4a46c6be01c9b317c789ab,1580422084,330.593859,83537.66905,18931,alienware,169.229.222.110,1365.592181,3600,4,2,c4735e36,918.1976324,153.8530512,1.795495696,119808,140400,337637.076,19.972,3500.931,223.499,20.37923729,28.5125,0.200000003,0.0005,-0.12811178,-0.132170498,1758.799072,-6.62E-06,0.02020565,8.80339241,0
-8.272825216,-202.332486,-101.5812465,15,40,900,FALSE,211500,9400,235,324c9b560d4a46c6be01c9b317c789ab,1580422421,337.4961085,83875.16516,18931,alienware,169.229.222.110,1703.08829,4500,5,2,c4735e36,914.6652439,152.6581975,1.754847202,120320,141000,337027.115,16.695,3380.285,179.394,21.32120582,29.53180873,0.200000003,0.0005,-0.109851778,-0.113665752,1889.098633,-6.77E-06,0.018975414,8.829496384,0
-8.31331363,-198.6374226,-104.0265699,15,40,900,FALSE,212400,9440,236,324c9b560d4a46c6be01c9b317c789ab,1580422752,330.2638383,84205.429,18931,alienware,169.229.222.110,2033.352128,5400,6,2,c4735e36,914.8804279,152.1226596,1.741444278,120832,141600,335378.099,14.345,3336.915,150.113,22.65605096,31.32186837,0.200000003,0.0005,-0.124776632,-0.127616405,1801.024292,-5.93E-06,0.014108841,8.391757965,0
-8.31331363,-203.2701827,-103.1139988,15,40,900,FALSE,213300,9480,237,324c9b560d4a46c6be01c9b317c789ab,1580423090,338.3674998,84543.7965,18931,alienware,169.229.222.110,2371.719628,6300,7,2,c4735e36,913.3736756,151.8086535,1.741461481,121344,142200,335399.714,12.74,3264.049,129.225,23.56542443,32.4494824,0.200000003,0.0005,-0.13178131,-0.135121599,1898.488892,-6.91E-06,0.016606595,9.106699944,0
-7.940035275,-210.9159134,-111.0309008,15,40,900,FALSE,214200,9520,238,324c9b560d4a46c6be01c9b317c789ab,1580423418,328.2592194,84872.05572,18931,alienware,169.229.222.110,2699.978848,7200,8,2,c4735e36,916.0729927,152.313461,1.736053443,121856,142800,334150.741,11.464,3211.219,113.449,21.50448718,32.04764957,0.200000003,0.0005,-0.121895954,-0.124949291,1845.793457,-6.68E-06,0.015174361,8.824399948,0
-7.940035275,-210.9159134,-107.4863244,15,40,900,FALSE,215100,9560,239,324c9b560d4a46c6be01c9b317c789ab,1580423750,331.5894158,85203.64514,18931,alienware,169.229.222.110,3031.568263,8100,9,2,c4735e36,917.0610262,152.9631337,1.726918916,122368,143400,333545.637,10.559,3173.781,101.142,20.99661734,32.18520085,0.200000003,0.0005,-0.108460553,-0.111574583,1832.20752,-6.91E-06,0.015478585,9.20885849,0
-7.940035275,-210.9159134,-112.069146,15,40,900,FALSE,216000,9600,240,324c9b560d4a46c6be01c9b317c789ab,1580424100,350.3335924,85553.97873,18931,alienware,169.229.222.110,3381.901856,9000,10,2,c4735e36,918.4429525,153.472721,1.716800919,122880,144000,334943.94,9.858,3135.725,91.427,20.21062124,33.05951904,0.200000003,0.0005,-0.121430717,-0.125043601,2071.834717,-6.82E-06,0.01796083,9.729324341,0
-8.259876287,-200.1567848,-111.2059389,15,40,900,FALSE,216900,9640,241,324c9b560d4a46c6be01c9b317c789ab,1580424422,321.3806808,85875.35941,18931,alienware,169.229.222.110,3703.282537,9900,11,2,c4735e36,918.8049633,153.4154134,1.708439765,123392,144600,333080.714,3.018,2886.449,3.754,21.15860566,34.18714597,0.200000003,0.0005,-0.099734932,-0.102777526,2085.164795,-6.59E-06,0.01510865,9.019510269,0
-8.259876287,-200.1567848,-112.4274105,15,40,900,FALSE,217800,9680,242,324c9b560d4a46c6be01c9b317c789ab,1580424754,332.2098315,86207.56924,18931,alienware,169.229.222.110,4035.492368,10800,12,2,c4735e36,919.4230468,153.6280428,1.702734381,123904,145200,332601.136,2.963,2877.284,3.455,20.75780591,33.00632911,0.200000003,0.0005,-0.134904712,-0.138139486,1703.489258,-6.29E-06,0.016088692,8.593864441,0
-7.698536978,-209.4423312,-102.5930711,15,40,900,FALSE,218700,9720,243,324c9b560d4a46c6be01c9b317c789ab,1580425078,324.0941527,86531.66339,18931,alienware,169.229.222.110,4359.586521,11700,13,2,c4735e36,918.0578055,153.7242973,1.698877929,124416,145800,329567.627,3.03,2880.365,3.471,20.35606061,32.31341991,0.200000003,0.0005,-0.102028288,-0.104882501,1629.634521,-6.47E-06,0.014189589,8.228079796,0
-7.698536978,-209.4423312,-102.3526377,15,40,900,FALSE,219600,9760,244,324c9b560d4a46c6be01c9b317c789ab,1580425418,340.4150848,86872.07848,18931,alienware,169.229.222.110,4700.001606,12600,14,2,c4735e36,916.8995059,153.5815634,1.695507424,124928,146400,330444.878,2.955,2985.264,3.475,20.14979424,34.90658436,0.200000003,0.0005,-0.132524222,-0.135560036,1788.930298,-6.82E-06,0.015089625,9.257695198,0
-8.131648578,-200.1724779,-103.0908604,15,40,900,FALSE,220500,9800,245,324c9b560d4a46c6be01c9b317c789ab,1580425702,283.8193336,87155.89781,18931,alienware,169.229.222.110,4983.820939,13500,15,2,c4735e36,913.5010304,153.2723982,1.699454978,125440,147000,325088.42,2.768,2974.157,3.601,45.48564356,36.20272277,0.200000003,0.0005,-0.093976796,-0.09632659,1695.830322,-5.36E-06,0.011664115,8.132043839,0
-7.907459147,-211.635688,-106.1693516,15,40,900,FALSE,221400,9840,246,324c9b560d4a46c6be01c9b317c789ab,1580426033,330.8587806,87486.75659,18931,alienware,169.229.222.110,5314.67972,14400,16,2,c4735e36,910.7671268,153.0241603,1.70371517,125952,147600,325172.646,2.842,2949.462,3.517,19.78008475,38.05995763,0.200000003,0.0005,-0.10621126,-0.111789823,1928.542358,-6.35E-06,0.027796503,8.849887848,0
-7.83530242,-211.635688,-101.5983787,15,40,900,FALSE,222300,9880,247,324c9b560d4a46c6be01c9b317c789ab,1580426350,316.5337152,87803.29031,18931,alienware,169.229.222.110,5631.213435,15300,17,2,c4735e36,908.4654587,152.603762,1.702944522,126464,148200,322986.367,2.74,2952.523,3.47,20.12566372,38.92168142,0.200000003,0.0005,-0.089629583,-0.092941657,1781.321045,-6.50E-06,0.01647128,8.089536667,0
-7.83530242,-211.635688,-113.5066574,15,40,900,FALSE,223200,9920,248,324c9b560d4a46c6be01c9b317c789ab,1580426678,328.6259382,88131.91625,18931,alienware,169.229.222.110,5959.839373,16200,18,2,c4735e36,908.5036562,152.5720331,1.70002591,126976,148800,322942.251,2.711,3033.25,3.496,26.36823028,42.11663113,0.200000003,0.0005,-0.106411904,-0.113543913,2134.336914,-7.87E-06,0.035553273,10.15011406,0
-8.242042003,-208.0644228,-111.3577822,15,40,900,FALSE,224100,9960,249,324c9b560d4a46c6be01c9b317c789ab,1580426961,283.1677482,88415.08399,18931,alienware,169.229.222.110,6243.007121,17100,19,2,c4735e36,905.6618677,152.2318218,1.697040788,127488,149400,317984.665,2.626,3148.563,3.639,30.28635236,44.6751861,0.200000003,0.0005,-0.095415466,-0.098712042,1939.17041,-6.29E-06,0.016385889,8.841966629,0
-8.022091573,-223.9916191,-108.2455243,15,40,900,FALSE,225000,10000,250,324c9b560d4a46c6be01c9b317c789ab,1580427243,281.3796494,88696.46364,18931,alienware,169.229.222.110,6524.386771,18000,20,2,c4735e36,900.2054274,151.7358918,1.692931841,128000,150000,310994.688,2.501,3243.255,3.588,30.54701493,45.31691542,0.200000003,0.0005,-0.116481796,-0.121194795,1748.506836,-6.88E-06,0.023477592,8.248157501,0
-8.022091573,-223.9916191,-99.63638729,15,40,900,FALSE,225900,10040,251,324c9b560d4a46c6be01c9b317c789ab,1580427505,262.4930086,88958.95665,18931,alienware,169.229.222.110,6786.879779,18900,21,2,c4735e36,893.1653418,151.0470684,1.686220891,128512,150600,304984.618,2.4,3364.604,3.559,30.73877005,46.07887701,0.200000003,0.0005,-0.103537753,-0.10579402,1491.748047,-6.11E-06,0.011206715,7.066716194,0
-8.022091573,-196.6745896,-96.40975521,15,40,900,FALSE,226800,10080,252,324c9b560d4a46c6be01c9b317c789ab,1580427786,280.5870583,89239.54371,18931,alienware,169.229.222.110,7067.466838,19800,22,2,c4735e36,886.3614244,150.2636856,1.679586188,129024,151200,299714.719,2.319,3472.116,3.65,30.33815461,46.95187032,0.200000003,0.0005,-0.111613132,-0.113839321,1757.478638,-5.69E-06,0.011043066,8.305861473,0
-7.768085128,-196.6745896,-101.102347,15,40,900,FALSE,227700,10120,253,324c9b560d4a46c6be01c9b317c789ab,1580428068,281.8958392,89521.43955,18931,alienware,169.229.222.110,7349.362677,20700,23,2,c4735e36,880.5497844,149.6163875,1.674597464,129536,151800,295424.015,2.371,3542.957,3.673,30.48109453,47.74527363,0.200000003,0.0005,-0.115303561,-0.117766015,1957.381592,-6.23E-06,0.012214352,9.255050659,0
-7.768085128,-224.5873143,-113.538609,15,40,900,FALSE,228600,10160,254,324c9b560d4a46c6be01c9b317c789ab,1580428388,320.0548286,89841.49438,18931,alienware,169.229.222.110,7669.417506,21600,24,2,c4735e36,876.8870132,149.2447947,1.686209767,130048,152400,293424.381,2.251,3506.632,3.754,51.12083333,52.79035088,0.200000003,0.0005,-0.112229854,-0.115318798,2301.997314,-7.81E-06,0.015329609,10.41995049,0
-7.970276645,-251.7487711,-121.2952374,15,40,900,FALSE,229500,10200,255,324c9b560d4a46c6be01c9b317c789ab,1580428724,336.394599,90177.88898,18931,alienware,169.229.222.110,8005.812104,22500,25,2,c4735e36,875.7490178,149.2978731,1.729580031,130560,153000,298379.454,2.278,3808.999,3.698,69.671875,56.85458333,0.200000003,0.0005,-0.146566555,-0.149570793,1964.801514,-6.32E-06,0.014922967,8.868249893,0
-7.970276645,-251.7487711,-122.3790887,15,40,900,FALSE,230400,10240,256,324c9b560d4a46c6be01c9b317c789ab,1580429071,347.0543702,90524.94335,18931,alienware,169.229.222.110,8352.866475,23400,26,2,c4735e36,876.591302,149.9889985,1.796501028,131072,153600,299678.794,2.127,4128.808,3.904,74.77454545,57.90565657,0.200000003,0.0005,-0.117322691,-0.121649571,2203.666748,-6.88E-06,0.021524236,9.56727314,0
-7.970276645,-262.4438823,-117.0245805,15,40,900,FALSE,231300,10280,257,324c9b560d4a46c6be01c9b317c789ab,1580429414,342.2355375,90867.17888,18931,alienware,169.229.222.110,8695.102012,24300,27,2,c4735e36,877.7011674,150.6370124,1.871795663,131584,154200,301947.223,2.081,4429.997,4.406,74.93483607,58.79528689,0.200000003,0.0005,-0.137074023,-0.140234917,2226.187988,-6.38E-06,0.015693275,9.99118042,0
-8.461555117,-262.4438823,-112.0701259,15,40,900,FALSE,232200,10320,258,324c9b560d4a46c6be01c9b317c789ab,1580429706,292.1538877,91159.33277,18931,alienware,169.229.222.110,8987.2559,25200,28,2,c4735e36,877.1730591,150.8929478,1.91691436,132096,154800,298304.831,2.118,4425.073,4.537,37.98585132,59.81918465,0.200000003,0.0005,-0.116385683,-0.119683065,1819.539551,-6.05E-06,0.016395874,8.53117466,0
-8.183880589,-262.4438823,-110.2595808,15,40,900,FALSE,233100,10360,259,324c9b560d4a46c6be01c9b317c789ab,1580429997,290.7662852,91450.09906,18931,alienware,169.229.222.110,9278.022185,26100,29,2,c4735e36,875.0399197,150.8098686,1.929449892,132608,155400,299090.672,2.01,4399.159,4.421,30.39638554,60.94843373,0.200000003,0.0005,-0.117584452,-0.120493963,1838.934326,-7.36E-06,0.01445558,8.88967514,0
-8.183880589,-211.6224319,-114.3542856,15,40,900,FALSE,234000,10400,260,324c9b560d4a46c6be01c9b317c789ab,1580430290,293.3191926,91743.41825,18931,alienware,169.229.222.110,9571.341378,27000,30,2,c4735e36,872.6362557,150.6386124,1.920446119,133120,156000,300311.93,1.979,4371.64,4.581,30.5861244,61.73779904,0.200000003,0.0005,-0.102703169,-0.105695188,1942.641968,-7.15E-06,0.014863014,9.209750175,0
-8.183880589,-211.6224319,-106.010506,15,40,900,FALSE,234900,10440,261,324c9b560d4a46c6be01c9b317c789ab,1580430570,280.0467055,92023.46496,18931,alienware,169.229.222.110,9851.388083,27900,31,2,c4735e36,869.6637457,150.3858776,1.908987835,133632,156600,302090.335,2.02,4348.485,4.68,30.61025,62.423,0.200000003,0.0005,-0.109037444,-0.111893572,1587.991821,-6.11E-06,0.01420125,7.999312401,0
-8.07082577,-203.4617346,-104.0226038,15,40,900,FALSE,235800,10480,262,324c9b560d4a46c6be01c9b317c789ab,1580430869,298.944051,92322.40901,18931,alienware,169.229.222.110,10150.33213,28800,32,2,c4735e36,866.6742571,150.0621926,1.899713155,134144,157200,303962.861,2.127,4311.649,4.605,29.76079812,63.18849765,0.200000003,0.0005,-0.101902112,-0.10448534,2008.497192,-6.32E-06,0.012815701,9.434808731,0
-8.07082577,-203.0147428,-109.2677235,15,40,900,FALSE,236700,10520,263,324c9b560d4a46c6be01c9b317c789ab,1580431163,294.0838594,92616.49287,18931,alienware,169.229.222.110,10444.41599,29700,33,2,c4735e36,864.2635416,149.8255663,1.889820923,134656,157800,305146.421,2.163,4346.893,4.553,30.5697619,63.95595238,0.200000003,0.0005,-0.108086362,-0.110672727,1993.011475,-6.88E-06,0.012832209,9.47244072,0
-8.216940379,-198.3217135,-114.6903776,15,40,900,FALSE,237600,10560,264,324c9b560d4a46c6be01c9b317c789ab,1580431446,283.2500229,92899.74289,18931,alienware,169.229.222.110,10727.66602,30600,34,2,c4735e36,862.4670529,149.6676062,1.880367307,135168,158400,301434.066,2.438,4378.499,4.471,30.50891089,64.72574257,0.200000003,0.0005,-0.093338102,-0.09574315,1777.67981,-6.59E-06,0.011936385,8.654302597,0
-8.14169947,-198.3217135,-106.0249646,15,40,900,FALSE,238500,10600,265,324c9b560d4a46c6be01c9b317c789ab,1580431732,285.1024492,93184.84534,18931,alienware,169.229.222.110,11012.76847,31500,35,2,c4735e36,860.2528588,149.4724209,1.871190039,135680,159000,296526.988,2.587,4155.958,4.718,30.82358722,65.06609337,0.200000003,0.0005,-0.106434882,-0.108767562,1683.556152,-6.44E-06,0.011579249,8.701447487,0
-8.14169947,-199.4206806,-108.8832537,15,40,900,FALSE,239400,10640,266,324c9b560d4a46c6be01c9b317c789ab,1580432026,294.2005618,93479.0459,18931,alienware,169.229.222.110,11306.96903,32400,36,2,c4735e36,858.3367707,149.2877185,1.862732776,136192,159600,291457.348,2.753,3940.426,4.61,30.51742243,65.32386635,0.200000003,0.0005,-0.108776167,-0.111211404,1964.788208,-6.23E-06,0.012077877,9.729201317,0
-7.853551172,-199.4206806,-114.1501202,15,40,900,FALSE,240300,10680,267,324c9b560d4a46c6be01c9b317c789ab,1580432328,302.2297068,93781.27561,18931,alienware,169.229.222.110,11609.19873,33300,37,2,c4735e36,857.1802391,149.2005263,1.855685788,136704,160200,287653.339,2.895,3744.22,4.113,31.98143852,67.05313225,0.200000003,0.0005,-0.104623735,-0.107369646,1894.569092,-7.90E-06,0.013634851,9.413570404,0
-7.853551172,-194.8115147,-112.3960902,15,40,900,FALSE,241200,10720,268,324c9b560d4a46c6be01c9b317c789ab,1580432638,309.4453969,94090.721,18931,alienware,169.229.222.110,11918.64413,34200,38,2,c4735e36,856.2410139,149.1564918,1.849615326,137216,160800,289306.34,2.85,3820.469,3.99,33.19004525,70.75294118,0.200000003,0.0005,-0.102212086,-0.105253384,1776.820679,-6.91E-06,0.015117681,7.983234406,0
-8.253373321,-209.1157412,-111.6327395,15,40,900,FALSE,242100,10760,269,324c9b560d4a46c6be01c9b317c789ab,1580432959,321.225317,94411.94632,18931,alienware,169.229.222.110,12239.86945,35100,39,2,c4735e36,855.4827366,149.1759377,1.842260044,137728,161400,292305.663,3.144,3866.689,4.165,32.2,72.82445415,0.200000003,0.0005,-0.102867596,-0.106132507,1919.210083,-7.15E-06,0.016228547,9.540045738,0
-8.253373321,-209.1157412,-123.3498213,15,40,900,FALSE,243000,10800,270,324c9b560d4a46c6be01c9b317c789ab,1580433265,306.1276929,94718.07401,18931,alienware,169.229.222.110,12545.99714,36000,40,2,c4735e36,855.2390076,149.3153166,1.833851015,138240,162000,293553.999,3.149,3899.293,4.178,28.96933638,71.40091533,0.200000003,0.0005,-0.126238137,-0.12893337,2100.224121,-7.45E-06,0.013371087,10.28538895,0
-8.253373321,-209.1157412,-121.3271207,15,40,900,FALSE,243900,10840,271,324c9b560d4a46c6be01c9b317c789ab,1580433559,294.3500879,95012.4241,18931,alienware,169.229.222.110,12840.34723,36900,41,2,c4735e36,854.7454246,149.3650565,1.825769379,138752,162600,294984.541,3.244,3899.126,4.061,30.74452381,72.63928571,0.200000003,0.0005,-0.120950967,-0.12299154,1836.479004,-6.44E-06,0.010111064,7.926292896,0
-8.383877727,-198.3234394,-112.15672,15,40,900,FALSE,244800,10880,272,324c9b560d4a46c6be01c9b317c789ab,1580433847,287.9294941,95300.3536,18931,alienware,169.229.222.110,13128.27672,37800,42,2,c4735e36,853.5257728,149.3102763,1.81755834,139264,163200,293852.23,3.396,3929.817,4.078,29.57707317,70.07902439,0.200000003,0.0005,-0.127087072,-0.129402518,1814.787354,-6.14E-06,0.011486534,8.774541855,0
-7.779145622,-200.9957449,-111.2453173,15,40,900,FALSE,245700,10920,273,324c9b560d4a46c6be01c9b317c789ab,1580434133,285.5886714,95585.94227,18931,alienware,169.229.222.110,13413.86539,38700,43,2,c4735e36,852.1395771,149.1800026,1.81015573,139776,163800,292994.231,3.231,3938.442,4.063,30.27843137,70.7377451,0.200000003,0.0005,-0.103405744,-0.105509304,2056.760254,-5.51E-06,0.010414982,9.119634628,0
-7.779145622,-200.9957449,-109.617238,15,40,900,FALSE,246600,10960,274,324c9b560d4a46c6be01c9b317c789ab,1580434424,290.9083385,95876.85061,18931,alienware,169.229.222.110,13704.77373,39600,44,2,c4735e36,850.6885368,149.0473993,1.803323806,140288,164400,293747.719,3.116,3950.913,4.074,30.25662651,71.50120482,0.200000003,0.0005,-0.159968838,-0.161762297,1437.119873,-6.74E-06,0.008895429,7.84990263,0
-8.140552781,-194.2118027,-105.1081768,15,40,900,FALSE,247500,11000,275,324c9b560d4a46c6be01c9b317c789ab,1580434697,273.5508118,96150.40142,18931,alienware,169.229.222.110,13978.32454,40500,45,2,c4735e36,849.0584656,148.893388,1.796909985,140800,165000,292539.379,3.036,4004.372,3.894,30.4125641,72.26461538,0.100000001,0.0005,-0.103368834,-0.10485331,1749.549438,-5.51E-06,0.014669938,8.249083519,0
-8.140552781,-192.6461434,-98.77396264,15,40,900,FALSE,248400,11040,276,324c9b560d4a46c6be01c9b317c789ab,1580434985,287.8921649,96438.29358,18931,alienware,169.229.222.110,14266.21671,41400,46,2,c4735e36,847.0956945,148.6433935,1.790754404,141312,165600,291930.442,3.008,3982.386,4.051,29.57688564,73.20024331,0.100000001,0.0005,-0.113106556,-0.114782251,1660.963013,-4.92E-06,0.016590893,8.12673378,0
-8.140552781,-201.8253076,-98.36662844,15,40,900,FALSE,249300,11080,277,324c9b560d4a46c6be01c9b317c789ab,1580435273,287.9159205,96726.2095,18931,alienware,169.229.222.110,14554.13263,42300,47,2,c4735e36,845.0220811,148.3568044,1.785501363,141824,166200,290556.845,2.991,3924.693,4.037,29.27829268,73.98219512,0.100000001,0.0005,-0.114386752,-0.115926228,1747.761597,-4.23E-06,0.015220151,8.516731262,0
-8.436785737,-201.8253076,-107.6770318,15,40,900,FALSE,250200,11120,278,324c9b560d4a46c6be01c9b317c789ab,1580435566,292.4535277,97018.66303,18931,alienware,169.229.222.110,14846.58616,43200,48,2,c4735e36,843.6117524,148.1768157,1.780188087,142336,166800,288909.269,3.018,3873.005,4.093,30.04976077,74.81555024,0.100000001,0.0005,-0.117001839,-0.118528098,1833.035034,-6.17E-06,0.015079394,8.739985466,0
-8.201824986,-198.9092015,-95.99962381,15,40,900,FALSE,251100,11160,279,324c9b560d4a46c6be01c9b317c789ab,1580435846,279.9001873,97298.56322,18931,alienware,169.229.222.110,15126.48635,44100,49,2,c4735e36,841.6955589,147.9408687,1.774900005,142848,167400,284800.687,2.893,3849.293,4.002,29.69022556,75.7406015,0.100000001,0.0005,-0.12838918,-0.129953593,1577.996704,-4.32E-06,0.015486332,7.494810581,0
-8.201824986,-198.9092015,-104.2779748,15,40,900,FALSE,252000,11200,280,324c9b560d4a46c6be01c9b317c789ab,1580436129,283.3745825,97581.9378,18931,alienware,169.229.222.110,15409.86093,45000,50,2,c4735e36,840.1249326,147.7188643,1.770086786,143360,168000,282513.459,2.999,3861.149,3.918,29.91212871,76.61212871,0.100000001,0.0005,-0.107253373,-0.108815975,1927.61084,-5.16E-06,0.015433291,8.698474884,0
