Wall time,Step,Value
1580007912.8997562,3960,23.506919860839844
1580007968.468836,4140,23.406864166259766
1580008031.125679,4320,23.399948120117188
1580008089.1690998,4500,23.27907371520996
1580008160.0504205,4680,23.323625564575195
1580008231.0984178,4860,23.291189193725586
1580008291.157606,5040,23.17027473449707
1580008360.671616,5220,23.134613037109375
1580008429.785919,5400,23.085205078125
1580008497.3110147,5580,23.088661193847656
1580008564.453024,5760,22.957244873046875
1580008623.9769447,5940,22.839847564697266
1580008694.2430058,6120,22.83026123046875
1580008760.270805,6300,22.82656478881836
1580008820.741075,6480,22.713787078857422
1580008895.6883354,6660,22.83908462524414
1580008967.2649565,6840,22.668745040893555
1580009031.7934847,7020,22.589134216308594
1580009103.622158,7200,22.62879180908203
1580009164.2196686,7380,22.370868682861328
1580009235.6642203,7560,22.442527770996094
1580009307.0475836,7740,22.446619033813477
1580009381.3060026,7920,22.53826904296875
1580009456.4968371,8100,22.525487899780273
1580009525.6685266,8280,22.294979095458984
1580009591.8481896,8460,22.28398895263672
1580009652.1911447,8640,22.13143539428711
1580009720.900984,8820,22.160703659057617
1580009793.1628673,9000,22.05072021484375
1580009866.246684,9180,22.167015075683594
1580009941.940099,9360,22.319856643676758
1580010008.1386034,9540,21.962724685668945
1580010077.482553,9720,21.77301597595215
1580010150.8772984,9900,22.171611785888672
1580010215.826043,10080,21.621871948242188
1580010284.834457,10260,21.698959350585938
1580010350.8062062,10440,21.649917602539062
1580010422.5658429,10620,21.86241340637207
1580010484.1683712,10800,21.175479888916016
1580010549.743066,10980,21.44108772277832
1580010615.2957919,11160,21.432029724121094
1580010688.6208131,11340,21.88766860961914
1580010758.467634,11520,21.672882080078125
1580010831.0353942,11700,21.44644546508789
1580010898.349311,11880,21.20960235595703
1580010968.0262902,12060,21.49124526977539
1580011034.20372,12240,21.245431900024414
1580011095.502857,12420,20.56635093688965
1580011161.3224318,12600,20.54496192932129
1580011236.352193,12780,21.398815155029297
1580011295.4742708,12960,20.105478286743164
1580011366.9835658,13140,20.862306594848633
1580011435.1342368,13320,20.78786277770996
1580011508.0620291,13500,20.661998748779297
1580011577.8136842,13680,20.88214111328125
1580011647.215034,13860,20.78925323486328
1580011720.7111244,14040,20.466392517089844
1580011786.7752771,14220,19.98369598388672
1580011856.8452334,14400,20.62472152709961
1580011930.1099098,14580,20.867721557617188
1580011998.431395,14760,20.0941219329834
1580012072.835134,14940,20.740192413330078
1580012149.180412,15120,21.042821884155273
1580012222.50017,15300,19.751419067382812
1580012295.996407,15480,20.441410064697266
1580012362.3323019,15660,18.967124938964844
1580012434.753624,15840,19.74679183959961
1580012507.8480954,16020,19.699678421020508
1580012580.4393177,16200,19.619449615478516
1580012654.445648,16380,19.457252502441406
1580012730.6622868,16560,20.43566131591797
1580012802.3492882,16740,18.689905166625977
1580012868.153779,16920,17.975833892822266
1580012935.9271889,17100,18.378419876098633
1580013010.471331,17280,17.556901931762695
1580013086.2483928,17460,18.753734588623047
1580013162.8656063,17640,18.578060150146484
1580013241.6111748,17820,19.907609939575195
1580013311.058739,18000,17.707660675048828
1580013391.1792548,18180,18.15958023071289
1580013464.978423,18360,16.60892677307129
1580013536.7308178,18540,18.039369583129883
1580013613.9987478,18720,19.462526321411133
1580013691.9633188,18900,20.14113426208496
1580013756.1360507,19080,15.17050838470459
1580013828.536494,19260,16.53352928161621
1580013898.0010476,19440,17.19315528869629
1580013972.8653827,19620,18.03154754638672
1580014046.8301647,19800,15.200750350952148
