time,delay_time
600,40.7
1200,40.73
1800,44.06
2400,39.97
3000,42.86
3600,42.96
4200,42.38
4800,41.8
5400,43.51
6000,45.59
6600,41.05
7200,42.68
7800,42.64
8400,42.95
9000,43.25
9600,43.3
10200,45.21
10800,43.12
11400,44.19
12000,44.64
12600,45.94
13200,44.32
13800,44.75
14400,43.58
15000,43.49
15600,51.39
16200,45.13
16800,42.2
17400,43.25
18000,41.74
18600,38.83
19200,38.84
19800,43.49
20400,40.3
21000,37.74
21600,40.4
22200,38.67
22800,39.35
23400,39.06
24000,36.66
24600,29.49
25200,29.82
