time,delay_time
600,25.87
1200,24.68
1800,23.84
2400,26.54
3000,29.17
3600,28.92
4200,31.08
4800,31.46
5400,32.67
6000,39.01
6600,39.66
7200,37.73
7800,47.55
8400,54.46
9000,52.13
9600,58.74
10200,72.64
10800,78.4
11400,72.15
12000,69.37
12600,70.77
13200,66.68
13800,74.04
14400,66.18
15000,59.19
15600,52.91
16200,49.13
16800,39.86
17400,42.33
18000,41.05
18600,35.71
19200,38.59
19800,38.1
20400,37.77
21000,36.61
21600,37.18
