time,delay_time
600,41.48
1200,40.59
1800,44.91
2400,43.19
3000,45.18
3600,39.57
4200,40.82
4800,41.93
5400,38.64
6000,48.78
6600,43.28
7200,39.81
7800,45.38
8400,41.59
9000,44.77
9600,46.58
10200,46.62
10800,46.84
11400,41.98
12000,39.86
12600,44.06
13200,45.9
13800,40.33
14400,44.47
