time,delay_time
600,37.36
1200,37.79
1800,35.69
2400,36.17
3000,38.13
3600,36.87
4200,34.8
4800,34.17
5400,34.36
6000,42.32
6600,41.13
7200,44.34
7800,41.53
8400,44.17
9000,42.49
9600,43.94
10200,43.8
10800,44.79
11400,43.65
12000,41.37
12600,42.87
13200,45.93
13800,46.12
14400,45.18
