time,density,stop_time,speed,delay_time,travel_time,mean_queue,seed
900,5.40695518983,31.8140284042,39.5433118933,42.3547,99.7158,57.2747,5754
1800,5.63955396406,29.8163710305,40.1716172378,40.1977,97.5805,58.512,5754
2700,6.02280784528,33.4476818623,38.4567700308,44.4691,102.2208,66.2649,5754
900,5.32105724519,30.254548522,40.4845709466,40.4316,97.5181,56.7849,3762
3600,5.75733169511,32.4992736083,39.180325088,43.3454,100.7411,62.3813,5754
1800,5.78133202839,32.0890072514,39.066090249,43.0871,100.9278,62.6471,3762
4500,5.62715394457,30.5930141585,39.7533578902,41.2624,98.6216,58.5636,5754
2700,5.48174574243,30.6472340644,39.8857320058,41.0969,98.434,56.9627,3762
900,5.09249719698,28.7204626676,40.7918341607,39.3009,96.5266,51.5556,4596
5400,5.71098874001,31.6657432012,39.6910111622,42.4185,99.4974,59.1289,5754
3600,5.73152328499,32.6332984888,38.9463476213,43.4341,100.7931,61.4516,3762
1800,5.65808119749,30.8912945143,39.2057972509,42.1592,99.7372,58.5804,4596
6300,5.96542132011,35.6232144871,39.6768586513,45.3199,102.2502,67.5333,5754
4500,5.68188648918,30.828054648,39.5141315427,41.431,98.981,59.7458,3762
2700,5.48600219382,29.2056251237,40.2103543837,39.554,97.0772,56.9884,4596
900,4.95985758861,29.4697560082,40.4817554781,39.4912,96.8149,51.8382,7584
7200,5.45998547082,31.2631005136,40.8221113602,40.4897,97.7272,58.6391,5754
5400,5.52863164613,30.3585935442,40.3745323739,40.3044,97.5562,57.6676,3762
3600,5.55778474726,32.0225647045,39.0871300407,43.2186,100.6941,58.6533,4596
8100,5.756847299,34.6982198382,38.7153832159,45.303,102.7176,63.4178,5754
1800,5.85625781829,31.6971103932,39.1754338151,42.5441,100.1388,62.0551,7584
6300,6.10687364078,34.1582104365,40.256660835,43.9319,101.1799,69.024,3762
4500,5.39232083552,31.5191718613,39.9856505206,41.7669,99.2626,56.1929,4596
2700,5.61192567413,32.5464129566,39.3048292085,43.0963,100.2704,60.2311,7584
9000,6.05823511559,33.1165510349,39.5179414101,43.6068,101.0989,66.0622,5754
900,5.01975080661,31.6360510509,39.3430977493,42.2306,99.534,53.1876,3470
7200,5.81428174354,32.8550246691,39.6023116416,43.1346,100.5213,62.4836,3762
5400,5.68023737635,32.2639308977,39.2404084268,43.0853,100.0005,59.0569,4596
3600,5.57563408322,29.4971073575,40.0318994804,40.2145,97.3265,57.4942,7584
9900,6.00184058085,33.2421992086,39.8916774224,43.4726,100.5245,66.3582,5754
1800,5.48942830987,29.5538103564,39.768836361,39.8883,97.6421,57.2009,3470
8100,5.89933849128,33.0883155164,39.0542341872,43.8061,100.8844,63.8862,3762
6300,5.76010080018,35.693913042,39.2928229329,45.5115,102.8849,66.9093,4596
4500,5.45711678069,30.1103994817,39.9055902331,40.4699,97.8227,56.4436,7584
10800,6.01505392015,33.1890946652,39.5756186881,43.2786,100.9755,67.1129,5754
2700,5.35358622393,30.1739342552,40.1445604555,40.2907,97.459,54.7369,3470
7200,5.35681328463,32.7351946521,40.2486218273,42.4369,99.6119,57.0409,4596
9000,6.03656604642,33.6405890393,39.4762718198,43.6067,101.0522,66.2142,3762
5400,5.65095638935,30.4640917481,40.0527471392,40.8251,97.9998,58.2533,7584
11700,5.93932695062,34.5462218476,39.3555728124,44.4928,102.1096,63.8169,5754
3600,5.92763832614,32.1883278093,38.5084985,43.5675,101.3173,63.2187,3470
8100,5.73468433951,35.0908491996,38.7751142003,45.8684,103.0864,62.9342,4596
9900,5.98374531391,34.4378134262,39.0435413266,44.8716,102.007,64.9653,3762
6300,5.86513730435,37.1691845502,39.0572745675,46.983,104.1257,68.4124,7584
12600,6.00977744643,33.9283577312,39.6270328824,43.6495,101.3103,65.9404,5754
4500,5.69065425267,30.0490913254,39.9677384019,40.387,97.9001,59.1893,3470
9000,5.92980651883,33.0082722639,39.8451593532,43.1633,100.4695,63.5956,4596
10800,5.88875175153,34.0100704476,39.3017598611,44.5616,101.5787,63.5511,3762
7200,5.74198061429,33.2378352474,39.5012972266,43.2974,100.4416,62.1173,7584
13500,5.96446067369,33.8720582503,39.7678284754,43.5265,101.117,67.0036,5754
5400,5.46038132636,29.5767420938,40.3151825617,39.7312,97.0718,54.9564,3470
9900,6.26546100369,35.5359650398,38.4921610355,46.1102,103.6577,71.0596,4596
11700,6.15200886353,34.7772341095,38.8627032434,44.9829,102.4254,68.9831,3762
8100,6.24777167776,35.3354964618,38.8061014135,46.3388,103.2709,70.1191,7584
14400,6.18059140686,35.7348445487,39.2641054731,45.8462,102.9978,68.7982,5754
6300,5.85781593165,37.3106354405,38.8563372263,47.2957,104.5326,69.448,3470
10800,6.21472857785,34.651113289,39.1339376708,45.3376,102.2456,69.2836,4596
12600,5.7695752684,33.9203177762,39.522777032,43.8432,101.1392,63.2284,3762
9000,6.15267542847,36.0472696426,38.5223240472,46.5552,103.9591,68.9164,7584
7200,5.98818467785,33.9625295638,39.4071157403,44.2062,101.6806,66.1262,3470
11700,5.90352410091,31.9737128044,40.0816400239,41.9127,99.073,63.7973,4596
13500,6.25476136992,35.2168575787,39.2173885472,45.3863,102.8477,69.9138,3762
9900,6.02941917418,34.1656966604,39.0058154283,44.6709,101.8539,66.8062,7584
8100,6.20508472384,33.24718462,39.4282672512,43.599,100.8991,67.16,3470
12600,6.30497361543,35.4458560655,39.5323218941,45.1126,102.3247,71.584,4596
14400,6.17930244373,34.6537962891,39.255174304,44.7286,101.9177,68.08,3762
10800,6.48736511274,35.2433354438,38.7304398107,45.764,103.1538,72.0444,7584
9000,6.08164399749,36.1158631919,38.5186235619,46.6332,103.9511,68.5111,3470
13500,6.0524604953,33.9776446392,39.1909574101,44.1321,101.5805,65.6302,4596
11700,5.86338541518,33.0282872733,39.9203328782,42.8704,100.0779,63.2498,7584
9900,6.14972082252,33.3306173165,39.1069983314,43.6755,101.4843,67.5422,3470
14400,6.05765922743,33.6235871661,39.5748630843,43.5726,100.5775,66.0684,4596
900,5.37109579905,31.9989080885,39.5722559398,42.7385,99.8474,58.3796,4405
12600,5.67277745177,32.8590071849,40.080694408,42.7398,99.7953,60.0258,7584
10800,5.97712597619,35.3501161847,38.8663117742,45.9543,103.2621,66.3831,3470
1800,5.28792234676,30.2720851908,39.7285302378,40.6701,98.0246,54.3209,4405
13500,6.01479332506,34.6899646206,39.1005100416,44.8357,102.3723,65.5049,7584
11700,5.79326353526,33.0422126754,39.8650845632,42.5692,99.9731,63.4222,3470
2700,5.74407541946,31.9089142275,38.8922901672,43.2078,100.7464,63.0276,4405
14400,6.15159762441,34.2356585052,39.2324938175,44.4297,101.478,69.4409,7584
12600,5.88888488143,33.6275330607,39.8075751343,43.4587,100.6784,65.1724,3470
900,5.18877631927,30.9265962433,39.828439374,41.5292,98.9578,55.2693,8171
3600,5.93568203733,32.4933042888,38.6031094011,43.766,101.1468,64.2649,4405
13500,6.37726500602,40.0267595052,38.075022919,50.399,107.6049,78.8551,3470
1800,5.61609195059,30.9612715497,39.4513308633,41.5916,99.2559,59.7742,8171
4500,5.82511603533,32.009966771,39.4125616362,42.4346,99.7928,61.6551,4405
14400,5.54072940364,33.071998865,40.6584995233,42.5888,99.9346,59.7653,3470
2700,6.00271140855,33.4371625564,38.2652925489,45.3743,103.1123,65.8729,8171
900,5.22743054769,31.8539305518,39.4473877897,42.2708,99.6719,56.664,7848
5400,5.91152067074,31.2948978688,39.5736226385,41.6785,98.8588,62.7689,4405
3600,5.77268864819,32.2870849133,38.8282435325,42.957,100.3844,62.216,8171
6300,5.87250822686,36.3300141625,39.1415911488,46.2232,103.5002,69.8569,4405
1800,5.71342274061,30.2345340137,39.6675913761,40.89,98.3568,60.8329,7848
900,5.18937556809,31.563419955,39.5987198705,41.5782,99.076,56.3004,4553
4500,6.20034524181,32.2945901803,39.2457804577,42.8877,99.8763,66.592,8171
2700,5.49225951375,29.4913777884,40.0989952298,39.6517,96.9224,56.1351,7848
7200,5.84752239766,33.6958923305,39.532826759,43.719,100.918,64.4347,4405
1800,6.14025681649,32.7221282422,38.6566407615,44.3322,101.6121,67.3138,4553
5400,5.53763631335,30.4218031516,39.9402500368,40.9783,98.5624,55.3013,8171
3600,5.58701486239,30.742244037,39.1529442809,41.844,99.5675,58.1049,7848
8100,6.16196484683,33.714813881,39.1725790777,44.2033,101.7085,68.5111,4405
2700,5.942694311,33.3298543357,38.5173902065,44.4427,101.7407,64.8133,4553
6300,5.87385224085,36.3906040778,39.0194835321,46.4247,103.7562,68.1938,8171
4500,6.02758216645,30.8194523638,39.4864635817,41.6545,99.3165,61.7689,7848
9000,5.89354020213,36.2299855081,38.4476360714,46.8066,104.1889,64.1058,4405
900,5.66670319739,31.6512021162,39.3595397379,42.4316,99.6216,61.7902,2821
3600,5.54162112,30.8316606597,39.8534510841,41.4151,98.7082,57.1084,4553
7200,5.55465637476,31.9537429278,40.1127837636,42.0098,99.4715,58.8196,8171
5400,5.6149078819,30.8938636209,40.0709771426,41.2997,98.6309,57.5876,7848
9900,6.06867543582,35.3133436409,38.5376226275,46.2724,103.4564,68.4116,4405
1800,5.53577906565,31.3649280517,39.3488649222,42.0517,99.6358,58.7911,2821
4500,5.53148482173,31.0594725415,39.5574484696,42.1103,99.1584,56.5244,4553
8100,5.89896905185,33.262676711,39.646041915,43.6375,100.7607,64.4969,8171
6300,5.86511536253,36.596443999,39.2267403243,46.3311,103.542,68.7964,7848
10800,5.83351807942,32.4781790484,39.8443435814,42.5301,100.0027,62.6018,4405
2700,5.38871164862,30.6789583675,39.9256712937,41.0349,98.3723,55.6133,2821
5400,5.32874670272,29.252373942,40.9302743255,39.3076,96.4085,54.5004,4553
9000,6.06104118326,33.7482179293,39.0043844373,44.1377,101.5249,66.2062,8171
7200,5.75055129593,31.7100475085,40.2338962514,41.7165,98.7371,62.0338,7848
11700,6.1258672209,34.4713552705,39.1503053914,44.6086,101.8203,68.808,4405
3600,5.95716989675,33.3490287889,38.4895181769,44.5612,102.0408,64.9947,2821
6300,6.18208311951,39.1647411116,37.8955410982,49.7789,106.987,73.4524,4553
9900,6.09269128828,34.216276299,39.0593665647,44.9506,102.3161,67.2293,8171
8100,6.56178556091,34.525504104,39.1772411489,44.791,102.1437,73.6462,7848
12600,5.93995482827,34.474606386,39.7954145161,44.1442,101.6716,62.9618,4405
4500,5.70280691895,30.099221811,39.8016911487,40.7761,98.0831,59.4231,2821
7200,5.89902927701,32.0793497613,39.8130019757,42.2263,99.3794,64.9511,4553
10800,5.76107571779,33.3349214239,39.5416761793,43.3346,100.3312,62.5173,8171
9000,6.02088799188,34.5571003038,38.9958870309,45.1534,102.5639,66.7307,7848
13500,6.29498306653,34.5055855265,39.3967010925,44.7774,102.1876,71.3724,4405
5400,5.48077741565,29.6334494438,40.6433692336,39.9021,97.0333,55.7493,2821
8100,6.14752925846,35.1001676045,38.6562020819,45.8138,103.2302,66.792,4553
11700,5.86748617902,33.2097299191,39.9185648207,43.0891,100.2941,64.2524,8171
9900,6.16527932563,35.0518771805,38.6448753463,45.455,102.8209,69.4844,7848
14400,6.19012382978,35.6782458952,39.7275489985,45.2843,102.6923,70.9751,4405
6300,6.59248187198,39.3729742457,38.2512311437,50.0318,107.2301,82.7262,2821
9000,5.83756988163,35.1757363033,38.8155773663,45.7464,102.8495,65.368,4553
12600,5.62445174632,32.4725802328,40.4283264301,41.8808,99.1785,59.4604,8171
10800,5.91863090899,34.1588565456,39.2575697886,44.3679,101.9659,64.2427,7848
7200,5.95929842377,35.6523596281,39.8188351494,45.597,102.9882,68.408,2821
9900,6.0056910201,33.7665120329,39.1683227879,44.4154,101.7644,65.1653,4553
13500,5.87335183719,33.6762317592,39.4850933951,43.7656,100.9702,63.3458,8171
11700,6.40395063188,34.2787986056,39.16381922,44.3755,101.8308,71.4871,7848
8100,5.92865413013,33.5657938509,39.1038107405,43.6889,101.247,65.1573,2821
10800,5.96825771497,33.6822691899,39.3749273196,43.9987,101.1437,65.0373,4553
14400,5.80792933486,30.9713672311,40.1240533516,40.9161,98.4536,59.4507,8171
12600,5.96483219385,35.2892067543,39.169621715,45.5828,102.6591,64.9796,7848
9000,6.02537668929,34.3614152949,39.2780941377,44.6093,102.0042,66.144,2821
11700,6.07081686298,33.5065224095,39.1545753305,43.6619,101.3813,66.0818,4553
13500,5.71094741159,31.9543450196,40.2946266721,41.6899,99.0853,60.7893,7848
9900,5.87293342395,33.1116014857,39.4721545937,43.5842,101.1461,62.2889,2821
12600,6.2665662414,35.3504056193,39.4099288916,45.4762,102.6102,69.5147,4553
14400,5.73266472709,32.7538478857,40.1835472307,42.2442,99.3202,62.1849,7848
10800,6.09770958614,32.8213749814,39.7540871622,42.8763,100.1315,68.7004,2821
13500,5.88011874673,32.2654146659,40.0594057464,42.1498,99.8904,60.5102,4553
11700,6.1865073635,34.7502356611,38.8641345926,44.9141,102.4246,68.0444,2821
14400,5.71265596173,34.1725395088,39.4888353618,44.0503,101.1865,62.9227,4553
12600,6.32541125176,33.312369708,39.3169472722,43.9879,101.3083,67.6338,2821
13500,5.95040467181,34.6362508061,39.2795762698,44.6525,101.9661,67.0062,2821
14400,5.91475715106,34.8311590107,40.4147049392,44.2371,101.7479,68.2,2821
900,5.61774658464,33.3789802975,38.4316547313,45.0966,102.6211,60.648,2319
1800,5.87522910702,31.3661025673,39.1302111504,42.4154,100.1128,61.76,2319
900,5.17484944518,29.8683410373,39.9964717028,40.775,98.2173,54.3156,3481
2700,5.51548242602,30.3071075571,39.7750792384,41.1166,98.3797,57.0418,2319
1800,5.5597233503,32.0823287275,39.4368447045,42.486,99.7629,59.656,3481
3600,5.55182866299,31.3509724013,39.7432659956,41.8409,99.1074,58.4062,2319
900,5.16733597023,31.6377866763,39.5234229608,41.963,99.5708,55.2249,7979
2700,5.66915003456,30.385827237,39.6234916777,41.0086,98.3705,59.1396,3481
4500,5.88081162216,29.8334428551,39.9341699855,40.5307,98.0773,58.6702,2319
1800,5.59150413754,30.8617110652,39.4294928223,41.7875,99.5616,58.3378,7979
3600,5.52958490213,29.6797492887,40.0366331594,39.9695,97.6944,57.5147,3481
5400,5.27822123881,28.2249648854,40.9297376943,38.3255,95.5266,52.7689,2319
4500,5.54988407336,30.2324469356,40.1809967289,40.7804,97.8011,56.2569,3481
2700,5.95471896631,31.939459844,38.9931410206,42.9765,100.4376,64.2898,7979
6300,6.02757984901,35.2960330188,39.5079321219,45.0443,102.3739,69.8027,2319
5400,5.43866435562,30.218359611,40.2190970746,40.4332,97.5589,55.4631,3481
3600,5.5673154407,31.3218117595,39.0440791471,42.3947,100.0439,58.2649,7979
7200,5.69481204649,31.6306644746,40.6720295643,41.1546,98.3919,61.1102,2319
6300,5.98420966956,37.3311300478,38.7735267781,48.0045,105.0782,69.6418,3481
4500,5.78261651764,32.0894219808,39.4793268924,42.9176,99.952,61.7502,7979
8100,6.26067117925,35.7691428827,38.3637258254,46.7265,104.3483,68.6711,2319
7200,5.55081292942,33.3954912159,39.3012417277,43.6772,101.0332,60.6987,3481
5400,5.42561211969,29.8438226776,40.6757937972,40.1126,96.9356,53.3973,7979
9000,6.39119277712,35.1487153033,38.4345577401,45.8702,103.2764,72.2809,2319
900,5.13698585481,29.5580898123,40.1742797777,40.3912,98.0408,52.5573,4257
8100,5.4121515869,33.279915331,39.6309802878,43.5863,101.1679,58.2631,3481
6300,5.68478991784,35.3380278107,39.4041379463,45.2784,102.4494,65.088,7979
9900,6.25734408484,33.3776884811,39.3522925272,43.878,101.1993,67.8853,2319
9000,5.85915878864,32.1931682854,39.9177128354,42.4465,99.6502,62.1031,3481
7200,5.25848049967,30.9897356828,40.6509489708,40.5135,97.8958,55.2907,7979
900,5.03678582017,29.4775476561,40.2470991613,40.0312,97.8102,52.3129,4836
10800,6.06946717825,32.7190132216,39.8200750486,42.8272,99.8209,65.2124,2319
