time,density,speed,stop_time,delay_time,travel_time,mean_queue,seed
9900.0,6.23924032865,34.646903114,38.8894109597,45.3870,102.6120,70.6844,1677.0000
13500.0,6.10376846661,33.9961613936,39.3134829125,44.2855,101.5609,66.6489,3251.0000
12600.0,6.08800756597,34.5466851233,40.1024276661,44.0067,101.3443,68.7600,4162.0000
12600.0,5.83495593433,32.3454305759,39.9771912741,42.2062,99.5236,61.9520,1288.0000
9000.0,5.85950225609,35.4011015011,38.6704916086,46.0255,103.5102,63.3316,1167.0000
11700.0,6.52568613785,36.5006244386,38.5768438133,47.1227,104.4880,73.8356,3126.0000
9900.0,6.35257055314,35.8296665445,38.4114350703,47.0727,104.4304,71.6773,6515.0000
10800.0,7.21111854776,45.4644781525,37.4696532377,56.3122,112.9881,116.0213,1677.0000
14400.0,5.85355431619,33.2691662031,40.1876662484,42.8849,100.0694,63.4427,3251.0000
13500.0,6.00995716481,33.9793484576,39.8971777156,43.7980,101.3199,64.6169,4162.0000
13500.0,6.40661385368,33.3111721152,39.1242288383,43.5541,101.1510,69.5609,1288.0000
12600.0,6.03442049417,34.2394592179,39.2458635987,44.2511,101.2965,66.8551,3126.0000
9900.0,6.04868366389,32.1852271057,39.7734406833,42.7603,100.2519,66.4764,1167.0000
10800.0,6.93406536636,48.756551488,36.6439206186,60.8965,117.7531,98.2320,6515.0000
11700.0,6.88467363208,58.2125573521,35.4596169316,72.4717,130.3314,80.5627,1677.0000
14400.0,6.12411295197,33.9282216341,39.573366253,44.0280,101.3954,66.9858,4162.0000
14400.0,5.72753787137,33.3284393899,39.9482613659,43.0004,100.3187,61.9360,1288.0000
13500.0,6.01262551623,33.4426166118,39.6668665033,42.9008,100.3168,66.1920,3126.0000
10800.0,6.07652298229,36.8837275024,37.9795864118,47.8065,105.0885,69.9013,1167.0000
11700.0,6.27297575793,40.0062459853,38.2435888771,52.1327,109.8159,70.5004,6515.0000
12600.0,5.59023158128,34.387627809,39.513162939,44.5645,101.5101,60.8124,1677.0000
11700.0,6.04191134203,33.6512143771,39.2197858209,43.7842,101.3455,68.0124,1167.0000
14400.0,6.10862566863,31.4021153572,40.1561861314,41.2154,98.5212,65.6551,3126.0000
13500.0,5.87470044573,33.1926031283,39.724080439,43.2924,100.6021,63.1982,1677.0000
12600.0,6.2500471144,33.8802109936,39.6833995501,43.6818,100.8986,68.3298,6515.0000
12600.0,6.03747494168,37.5761713251,38.8343277036,47.8127,104.8181,68.7609,1167.0000
14400.0,5.86703091432,31.6117951587,40.1863423433,41.4687,98.7429,64.0222,1677.0000
13500.0,6.24789380836,33.5227070488,39.828043736,43.5894,101.2931,68.0756,6515.0000
13500.0,5.91374854719,32.2919947863,40.3347688621,41.8430,99.0173,61.9298,1167.0000
14400.0,5.95392804339,32.2871123746,40.2527180644,41.8502,99.1842,63.1378,6515.0000
14400.0,5.77005205741,31.8679407244,40.8362472996,41.3529,98.5735,61.2773,1167.0000
900.0,5.17618488185,30.2528675304,40.0385863564,40.6761,98.2065,55.2116,3585.0000
1800.0,5.75305567759,30.8778639941,39.6941147707,41.5174,98.9206,59.4631,3585.0000
2700.0,5.65701702452,31.6754111391,39.2084055992,42.3191,99.8692,59.4240,3585.0000
900.0,5.54364760395,31.2480510905,39.3419153838,42.7526,100.1392,59.3804,9175.0000
3600.0,5.71134099966,31.8246806666,38.8510700197,43.1426,100.4196,60.8996,3585.0000
1800.0,5.66100959601,31.8963493194,39.1366986417,42.6495,99.9806,59.6409,9175.0000
4500.0,5.47910584142,30.9588160718,39.9915493462,41.4695,98.4442,58.0036,3585.0000
900.0,5.06508043106,30.1538838018,40.1622890522,40.2587,97.7502,52.9902,8602.0000
2700.0,5.76260222597,31.0884665607,39.4697614102,41.7474,99.1420,59.9733,9175.0000
5400.0,5.44171222005,28.0468033238,41.0917563258,38.1825,95.3448,53.2933,3585.0000
1800.0,5.85196775491,32.5242858042,38.6495452844,43.9177,101.5219,62.6987,8602.0000
3600.0,5.68328802377,29.5505802165,40.3090270773,40.2811,97.7931,58.9493,9175.0000
900.0,5.16520043848,32.2327086048,39.4870108307,42.6710,100.4150,55.2498,2797.0000
6300.0,5.39696583664,34.423997863,39.9061505664,44.1906,101.5762,60.9911,3585.0000
2700.0,5.67848377589,31.6336079664,39.3445604313,42.4253,99.6292,60.1004,8602.0000
4500.0,5.65653341397,28.9100322183,40.73487044,39.0792,96.5120,56.4658,9175.0000
1800.0,5.54705758232,30.3612817115,40.0745824096,40.4645,97.9351,57.6800,2797.0000
7200.0,5.56879766594,32.5036371756,39.6054457457,42.6919,99.9140,60.7698,3585.0000
900.0,5.04267133253,30.4653696441,39.980617807,41.0178,98.5089,52.3662,6785.0000
3600.0,6.31284506273,33.8813920212,38.1875101073,45.4823,102.9379,70.8462,8602.0000
900.0,5.46635337719,32.4580456737,39.3082890814,43.2443,100.5793,59.4373,5473.0000
5400.0,5.91617518004,32.3200936221,39.2735223794,42.7512,100.0172,62.4302,9175.0000
2700.0,5.91622008542,33.4087718117,39.2361444188,44.2154,101.4677,63.3947,2797.0000
8100.0,6.10598723443,35.2262469205,38.8047077447,46.3026,103.7053,68.6747,3585.0000
4500.0,5.54414599155,30.1331395822,40.1425579257,40.5123,98.2830,56.4267,8602.0000
1800.0,5.94062179715,32.7062789874,38.7372035071,44.0766,101.6092,64.3067,5473.0000
6300.0,5.74679025779,36.0190034325,39.2156457468,46.0163,103.4550,66.3493,9175.0000
3600.0,5.44534441951,28.9201505268,40.6772042411,39.2005,96.3969,56.3973,2797.0000
900.0,5.18278291025,30.7778047429,39.8466235095,41.0500,98.4407,54.0853,9951.0000
5400.0,5.47688060934,30.1280146977,40.5256913968,40.5433,97.5254,55.2142,8602.0000
9000.0,6.26878277631,35.7353080855,37.9981504753,47.1543,104.6019,71.4640,3585.0000
2700.0,5.548664034,30.404107756,39.6060308532,41.0801,98.8463,57.0827,5473.0000
7200.0,5.7617098786,33.5662596996,39.3786653642,43.8498,101.4108,62.4916,9175.0000
4500.0,5.45293150642,30.2343097981,40.2587379566,40.3434,97.9885,55.1920,2797.0000
1800.0,5.93028959499,32.8984313206,38.6193557446,44.3623,101.6432,64.5671,9951.0000
6300.0,5.75272786579,35.7902180902,39.5324428947,45.4762,102.5214,65.8471,8602.0000
1800.0,5.50608699507,31.3252413638,39.5199083244,41.7438,98.7491,59.3120,6785.0000
3600.0,5.58454572985,30.8355427152,39.623954009,41.5406,98.7997,58.5253,5473.0000
9900.0,6.46403804571,36.9494390419,37.6435630673,48.9576,106.4629,74.1422,3585.0000
5400.0,5.53016239576,29.6535588182,40.5517888807,39.8397,96.9754,57.2622,2797.0000
8100.0,6.45419668859,35.7474710068,38.2776811068,47.0389,104.3083,73.3307,9175.0000
2700.0,6.16596263022,33.084829325,38.6275177005,44.1558,101.7880,67.2658,9951.0000
7200.0,6.01451005771,34.5530916893,39.3374259416,44.5656,101.7626,67.4756,8602.0000
4500.0,5.70082004128,29.8496621657,40.0726177581,40.2660,97.5132,58.1653,5473.0000
2700.0,5.85548737828,32.7891170155,38.9602582239,43.6796,101.1927,63.1947,6785.0000
10800.0,5.95852832838,35.8219936368,38.4156218759,47.1537,103.9962,66.2578,3585.0000
6300.0,6.00188368577,34.6471332434,39.9354692869,44.4061,101.4784,68.5591,2797.0000
9000.0,6.00340498575,33.5702247749,38.8294594001,44.8422,102.3164,65.6889,9175.0000
3600.0,5.44763260826,30.0020496153,40.1448868885,40.0541,97.3219,57.5609,9951.0000
8100.0,6.17943975386,33.2318711936,39.4655637999,44.1896,101.6292,68.4240,8602.0000
3600.0,5.44311378761,30.6579264726,39.8956038878,41.2359,98.5893,56.4507,6785.0000
5400.0,5.52635709659,31.5709118283,39.8022177172,41.7841,98.9829,59.1902,5473.0000
7200.0,5.55294419719,31.1963181212,40.6458253603,40.5457,97.7568,59.4898,2797.0000
11700.0,6.23814465683,33.3942208644,39.4487009978,43.6480,101.0707,70.1049,3585.0000
4500.0,5.31821847954,31.2177949733,39.8689924714,41.7926,98.8437,54.8018,9951.0000
9900.0,6.83869772369,38.1982880181,37.6664332654,49.3735,107.1998,84.4258,9175.0000
6300.0,5.84258070909,35.9599274763,39.1473921899,46.2382,103.4537,67.7236,5473.0000
4500.0,5.63110879218,30.5484703868,39.9255249147,40.9638,98.4231,58.4107,6785.0000
9000.0,6.45668923734,38.8242257501,37.2025306622,50.7104,108.0055,79.6436,8602.0000
8100.0,5.77567769583,32.6338208483,39.8755726783,42.9690,100.0656,61.9244,2797.0000
5400.0,5.34639213656,29.7330769531,40.4063685326,39.8747,97.0149,54.8311,9951.0000
10800.0,6.60727015697,36.2058675894,38.1281848682,47.3927,105.0050,76.1440,9175.0000
12600.0,5.99067233482,33.7679278256,39.5290577431,43.6092,101.0306,65.3404,3585.0000
7200.0,5.6173807476,31.9552872686,39.6889731825,41.9828,99.2948,59.7840,5473.0000
5400.0,5.82061384191,31.9443680185,39.3364986094,42.7230,99.9213,60.8151,6785.0000
9900.0,5.90294710123,33.6363759315,39.4823015875,44.2308,101.6609,65.1431,8602.0000
9000.0,6.02411412123,33.8967453926,39.2949689462,44.6319,101.4952,66.7902,2797.0000
6300.0,5.8639402596,35.9299086797,39.3963440131,45.7849,103.0442,66.9573,9951.0000
11700.0,6.59637009938,35.9131987529,38.5882707819,46.3071,103.6691,76.8080,9175.0000
13500.0,6.21789985983,34.6291354988,39.6368426606,44.4929,101.4908,68.3236,3585.0000
8100.0,6.33700716961,36.2257173041,37.9001995214,47.9048,105.1567,70.0133,5473.0000
6300.0,5.9903661743,38.6265719332,38.2699959888,49.0129,105.9638,71.4053,6785.0000
10800.0,6.92822934913,37.5131660935,38.0700956127,49.0517,106.4063,86.3600,8602.0000
7200.0,5.37534932852,32.3054668879,40.0622178804,42.1601,99.3608,58.0124,9951.0000
9900.0,6.04895655959,33.947943604,39.0731288924,44.6092,101.9185,66.4302,2797.0000
12600.0,5.68334971978,32.2028996053,40.5166560381,41.8006,99.1988,58.2622,9175.0000
14400.0,6.1554599742,34.4035910528,39.2586439942,44.5127,101.8936,67.1289,3585.0000
7200.0,5.57206156999,33.5659700914,39.8806888902,43.2367,100.6641,60.9067,6785.0000
9000.0,6.21023226251,35.404348374,38.4222404854,46.3853,103.4987,68.4960,5473.0000
11700.0,6.08866245497,33.7464056594,39.5909448727,43.8818,101.0495,65.6818,8602.0000
8100.0,6.54691770334,35.8728825372,38.4297213878,46.8908,104.1048,85.7831,9951.0000
10800.0,6.21662457823,36.8124434131,38.1367063528,47.8138,104.9647,71.5609,2797.0000
13500.0,5.76902606575,31.7612692348,40.4217929012,41.3467,98.6110,61.9671,9175.0000
8100.0,5.84049193109,31.569164996,39.6231809336,42.4252,99.8652,62.1342,6785.0000
9900.0,6.07233271745,35.7328850039,38.3643314243,46.9347,104.0765,68.1556,5473.0000
12600.0,6.40633180544,34.1124417571,39.0611161358,44.4652,101.7384,69.2764,8602.0000
9000.0,6.79143891738,49.8356572681,36.9437421811,62.0745,119.1358,79.7920,9951.0000
11700.0,6.49333922117,37.9581565092,38.28249241,48.4349,105.9812,75.9787,2797.0000
14400.0,6.16478423126,35.4809629626,38.4785587468,45.9009,103.5557,67.6311,9175.0000
900.0,5.2137495868,30.9274629049,39.8102102913,41.4879,98.9982,55.5947,9493.0000
9000.0,6.36635594722,35.2844371987,38.9364184089,45.8677,102.8347,72.0907,6785.0000
10800.0,6.95149604227,43.7992068371,36.0761811745,57.3477,114.7033,91.3333,5473.0000
13500.0,5.91381396565,34.6797141094,39.471039763,44.6290,102.1478,65.5342,8602.0000
9900.0,6.34739669056,36.0105867777,38.395071536,47.0916,104.3461,71.5271,9951.0000
12600.0,6.16624240044,34.6901972271,39.3044807076,44.8580,102.0014,68.9902,2797.0000
1800.0,5.69842787124,31.1775911702,39.4715263923,42.1926,99.5739,59.1182,9493.0000
9900.0,6.02251849217,34.9596431072,38.1441876344,46.5795,103.8282,65.4676,6785.0000
11700.0,5.9533479102,32.5930475599,40.0637640485,42.4043,99.6478,64.6169,5473.0000
14400.0,5.68605022925,31.4059484307,40.6467467325,40.8073,97.8419,59.9991,8602.0000
10800.0,5.96263679841,34.9740318148,38.6727946812,45.9307,102.9144,65.8516,9951.0000
13500.0,6.46933046792,35.0101619528,39.3198430031,45.1101,102.5941,73.4400,2797.0000
900.0,4.98999659606,31.1072378048,39.7475596305,41.4602,99.0396,52.7173,1009.0000
2700.0,5.41612281743,31.8300444621,39.5376124572,42.1806,99.6792,57.7289,9493.0000
12600.0,6.06230323446,36.5516311514,38.8066496451,46.8656,104.2367,66.1698,5473.0000
10800.0,6.06775331783,37.2689901806,38.311360621,48.1397,105.1897,70.2471,6785.0000
11700.0,5.92252717823,30.7236397337,40.7856812789,40.2191,97.5351,62.5698,9951.0000
14400.0,6.24739833606,34.49395843,39.500103192,44.6655,101.9277,66.5822,2797.0000
1800.0,5.53599074103,29.8197357571,39.9373539613,40.2539,97.4420,58.0000,1009.0000
13500.0,6.09262327325,33.855583127,39.4036643652,43.7906,101.3584,65.1778,5473.0000
3600.0,5.64606486805,29.5282988159,40.216673522,39.7739,97.1579,59.1289,9493.0000
11700.0,6.43016200658,34.1749172172,39.2801543597,44.3307,102.0288,71.2427,6785.0000
12600.0,5.71129729053,30.1397982661,41.0032980405,39.3792,96.8364,60.3938,9951.0000
900.0,5.1645013904,29.8461905958,40.6567961727,39.7614,96.7727,54.1947,9026.0000
2700.0,5.76707524223,31.2260387991,39.4500237242,42.1681,99.5867,59.8711,1009.0000
14400.0,5.98095793393,31.050556367,40.6423426662,40.8815,98.0754,63.1991,5473.0000
12600.0,5.68052398229,33.1168664275,39.9919959889,42.8514,100.0145,60.6978,6785.0000
4500.0,5.51824206293,31.8872163998,39.2110487427,42.2451,99.9441,59.0729,9493.0000
13500.0,6.25418894093,35.1701090201,39.2655208399,45.2412,102.9773,71.1413,9951.0000
1800.0,5.71790120374,31.3037262944,39.35443819,42.0066,99.3229,59.9333,9026.0000
3600.0,5.85726945093,31.3040667227,39.2911758072,42.0594,99.5308,61.7556,1009.0000
13500.0,6.14251907753,34.7637854647,39.3336495641,44.9512,102.5815,67.3680,6785.0000
5400.0,5.62158907497,28.0987403439,41.2983966861,38.1344,95.1500,55.7084,9493.0000
14400.0,6.38997920269,34.9611247368,39.3971764817,44.9328,102.2107,70.6996,9951.0000
900.0,5.11891800898,29.6300070161,40.5369739301,39.6337,97.0406,52.6053,4085.0000
2700.0,5.73037918944,30.5275693133,39.569905269,41.1771,98.8635,60.6187,9026.0000
4500.0,5.45115135185,29.552943088,40.3350003258,39.9392,97.3725,55.1538,1009.0000
14400.0,6.22860420896,33.8233599936,40.2281942908,43.4781,100.8194,72.3298,6785.0000
1800.0,5.70659423961,31.9240903017,39.0801438204,42.6904,100.1038,61.2178,4085.0000
6300.0,6.31043263297,38.0052089778,38.4002237138,48.1122,105.5709,77.0080,9493.0000
900.0,5.25360676931,32.1702827459,39.2041408533,42.9264,100.6639,57.4151,8463.0000
3600.0,5.76287116637,32.0227351595,39.3101354908,42.5627,99.8257,62.1013,9026.0000
5400.0,5.51480559499,30.4489104436,40.1075039987,40.8356,97.9396,56.7724,1009.0000
2700.0,5.62347463683,29.0593910726,40.3170045868,39.4993,96.9646,57.0053,4085.0000
7200.0,5.70538113863,34.1666032499,39.1755316417,44.5424,101.6192,63.3804,9493.0000
1800.0,5.83563083708,30.7358617835,39.6848765539,41.5141,98.8389,60.7529,8463.0000
4500.0,5.8234075257,29.8755403989,40.3184310287,40.4803,97.7308,59.4764,9026.0000
6300.0,5.48377405038,32.1669246914,40.595268968,41.8095,99.3474,60.1556,1009.0000
900.0,5.01407906179,29.4273533109,40.3526315726,39.8239,97.3532,51.6444,6366.0000
3600.0,5.7364940264,30.6997602301,39.4360258489,41.4974,98.9401,60.4942,4085.0000
8100.0,6.056733211,34.2513207447,38.934777977,45.0035,102.2407,68.3564,9493.0000
2700.0,5.76907307578,30.6120920811,39.6144866883,41.6893,99.1926,60.0302,8463.0000
5400.0,5.62161339771,31.0713047372,39.7282706898,41.7519,99.0243,56.8729,9026.0000
7200.0,5.56884711329,33.2818239077,39.8934149133,43.0931,100.4232,60.6987,1009.0000
1800.0,5.4216469247,29.6249804806,39.6949101753,40.5369,98.1466,55.6267,6366.0000
4500.0,5.77515085933,30.5987407451,39.9999671988,40.7390,98.0720,59.0631,4085.0000
9000.0,6.52592249088,34.8593108964,38.5297660614,45.9827,103.2450,72.1680,9493.0000
3600.0,5.99427310717,32.350107335,38.6898997309,43.7319,101.2137,63.6498,8463.0000
6300.0,5.93309476123,34.6828008357,39.6797433896,44.5034,101.6506,65.7644,9026.0000
2700.0,5.66140707987,30.4222749569,40.2311205162,40.3660,98.1668,58.5342,6366.0000
8100.0,6.00464709101,34.7267943191,38.9102024954,45.4019,102.6294,66.6053,1009.0000
5400.0,5.25578167531,29.2659695085,40.8168049583,39.3411,96.3189,53.0258,4085.0000
4500.0,5.54814609914,30.1645179982,40.089116425,40.7971,97.8621,57.0213,8463.0000
7200.0,5.88275745403,31.9745819083,39.8557596187,42.1987,99.5747,64.0222,9026.0000
9900.0,6.47986904228,36.7070655625,38.0507871622,48.0939,105.5417,79.8258,9493.0000
3600.0,5.45032442274,29.967775382,40.3937654514,40.3484,97.6481,56.1947,6366.0000
9000.0,6.27643814247,33.6516534074,39.1021930645,44.0949,101.3780,68.6853,1009.0000
6300.0,5.76942742708,37.0535442309,38.9546078287,47.2205,104.2362,67.4729,4085.0000
5400.0,5.17620674506,28.4883478739,41.2198183333,38.0135,95.1553,51.5369,8463.0000
8100.0,6.34018407294,35.3579514354,38.2274098621,46.6808,103.7625,71.2213,9026.0000
4500.0,5.56179120245,29.0075089892,40.6049422893,39.3258,96.5225,56.3547,6366.0000
10800.0,7.1042629691,42.8289213449,36.5161365311,55.1139,112.2531,96.2116,9493.0000
9900.0,6.05614312581,33.7766335107,39.4131892162,44.2980,101.4823,66.5609,1009.0000
7200.0,5.53437128572,30.9177376643,40.5054371194,40.5798,97.8827,58.9396,4085.0000
6300.0,5.69294032766,36.5265189479,39.5292485334,46.3165,103.1874,67.0089,8463.0000
9000.0,5.69617325007,34.5806122967,38.8220737497,45.5077,102.9922,62.2640,9026.0000
5400.0,5.79070872152,32.7842653103,39.4111020793,43.3463,100.1776,61.4009,6366.0000
11700.0,6.03640879481,33.678329271,39.3848298036,43.9267,101.3997,65.2213,9493.0000
10800.0,5.98183356534,35.653243646,38.8341743121,46.3774,103.3007,67.7404,1009.0000
8100.0,6.41678737566,37.4006568956,38.3630116759,48.1539,105.1440,77.1378,4085.0000
7200.0,5.60265413425,33.4120294272,39.660332626,43.3338,100.5765,63.0249,8463.0000
9900.0,6.18378171508,34.9777049862,38.652531066,46.1437,103.4926,68.5636,9026.0000
