time,density,stop_time,speed,delay_time,travel_time,mean_queue,seed
8100,7.2960033521,41.308840367,36.6475859465,53.2281,111.4617,91.7653,2155
9900,10.505605444,51.9685202783,33.0101414185,67.0934,125.3139,150.3004,1260
21600,5.16199971726,30.3059076387,39.8906116039,40.6643,98.5322,53.7644,4118
10800,12.630290337,66.5454229722,29.6836910833,86.5935,144.7216,209.6524,1260
2700,1.9972350881,18.5187241159,46.6363466162,26.0439,83.6749,15.5013,1446
900,1.3559536112,15.6540426751,47.6045114813,22.5867,80.5397,9.4018,7844
1800,1.31552913606,17.9235051295,46.8051750958,24.8914,82.7683,9.7813,7844
11700,12.6806135762,82.6516326203,29.1767535678,102.4355,160.965,219.9236,1260
2700,1.74269954233,16.3800278203,47.8123948125,23.8106,81.2797,12.312,7844
3600,2.11371999404,30.0598787957,41.6809010333,38.5983,96.535,21.6738,7844
9000,8.74097433642,50.5186038955,32.9981882391,65.653,124.1109,120.8996,2155
4500,2.97135930288,25.8226009124,42.7044578007,34.4144,92.0767,28.648,7844
12600,11.245495711,72.924961235,29.83326426,92.0497,150.7022,180.9156,1260
5400,2.8306061458,25.0883479146,43.0516585778,33.2857,90.6304,27.3991,7844
3600,1.75542233596,22.2382840892,44.9205621331,29.8785,87.639,15.3387,1446
6300,4.24095419605,40.4132404937,39.2392439843,49.3365,106.2406,53.0729,7844
13500,11.0039872716,66.1163595943,30.9579009537,83.2291,141.5602,174.992,1260
7200,4.28316704218,38.2093571786,38.5751894329,48.0478,105.1675,50.9671,7844
14400,11.0185246168,66.6757146272,31.1412203306,85.8883,144.0548,175.9182,1260
8100,7.43995317925,44.0996092978,36.0671139748,56.022,114.3948,100.6142,7844
15300,8.88485698017,60.423289155,31.6863898198,77.8101,135.9592,125.7822,1260
9900,11.0335349572,56.6219752462,31.4171970878,74.158,132.6358,163.9378,2155
9000,8.50604141413,54.2407061718,32.8356928564,68.563,127.1085,119.4311,7844
4500,3.01140793731,25.5897350144,42.6995065059,34.0025,91.9124,29.1618,1446
16200,7.13324525114,42.2114312751,35.4679078841,56.3503,114.219,90.1751,1260
9900,11.5508845287,61.2547831294,30.6259889787,80.111,138.309,181.8,7844
17100,5.89761315244,33.1104910277,38.5705534391,44.6641,102.5342,62.9804,1260
