training_iteration,episode_reward_max,five_min,te,s,thirty_min,ten_min_1,www,rand_min,,,ten_min
503,-7.962527065,-8.16848468780518,-9.26962290391721,-8.31170558929443,-9.313741643,-8.5073818125281,-7.62823403868675,-7.89018759557525,,,-8.8576922131193
504,-7.962527065,-8.16848468780518,-9.65726970655614,-8.31170558929443,-8.500369553,-8.86315241858603,-7.62823403868675,-7.89018759557525,,,-12.29621833458
505,-7.798691663,-8.39625835418701,-9.65726970655614,-8.31170558929443,-8.500369553,-8.86315241858603,-7.62823403868675,-7.89018759557525,,,-8.35208859626964
506,-7.798071782,-8.16350269317627,-9.65726970655614,-8.31170558929443,-8.826263116,-8.86315241858603,-7.62823403868675,-7.89018759557525,,,-7.35386880390463
507,-7.798071782,-8.16350269317627,-9.66132130276136,-8.31170558929443,-8.826263116,-8.86687085203529,-7.62823403868675,-7.89018759557525,,,-7.41666314922193
508,-7.928611231,-8.16350269317627,-9.06861487244385,-8.31170558929443,-8.885223047,-8.32290267148279,-7.62823403868675,-7.89018759557525,,,-8.25638963116236
509,-8.168177144,-8.16350269317627,-9.06861487244385,-8.31170558929443,-9.258934623,-8.32290267148279,-7.62823403868675,-7.89018759557525,,,-8.57660516654591
510,-8.085712431,-8.16350269317627,-9.06861487244385,-8.31170558929443,-9.258934623,-8.32290267148279,-7.62823403868675,-7.89018759557525,,,-7.9566535759422
511,-8.085712431,-8.16350269317627,-9.49006130836064,-8.31170558929443,-9.38736521,-8.70969356697415,-7.62823403868675,-7.89018759557525,,,-7.37383716112093
512,-8.799452043,-8.16350269317627,-9.51541948980463,-8.53535556793213,-8.432812978,-8.732966545158,-7.83349327958107,-8.10249543880189,,,-8.06165511161831
513,-8.55673091,-8.16350269317627,-9.4289077630405,-8.53535556793213,-8.432812978,-8.65356867768568,-7.83349327958107,-8.10249543880189,,,-7.86260894765585
514,-7.84081973,-8.16350269317627,-9.4289077630405,-8.57057285308838,-8.432812978,-8.65356867768568,-7.86581464737892,-8.13592672236992,,,-12.2718399633794
515,-7.84081973,-8.16350269317627,-9.4289077630405,-8.57057285308838,-8.622794162,-8.65356867768568,-7.86581464737892,-8.13592672236992,,,-8.60185689997339
516,-7.969054459,-8.16350269317627,-9.54295831699839,-8.57057285308838,-8.772611654,-8.75824085459161,-7.86581464737892,-8.13592672236992,,,-7.79234582658248
517,-7.975650733,-8.16350269317627,-9.62814632188546,-8.57057285308838,-8.211991572,-8.83642384983682,-7.86581464737892,-8.13592672236992,,,-8.21005690096925
518,-7.975650733,-8.16350269317627,-9.62814632188546,-8.57057285308838,-8.211991572,-8.83642384983682,-7.86581464737892,-8.13592672236992,,,-7.66735001198014
519,-8.394218286,-8.16350269317627,-9.55981491159989,-8.57057285308838,-8.211991572,-8.77371133141903,-7.86581464737892,-8.13592672236992,,,-8.50061401223718
520,-8.219402443,-8.16350269317627,-9.32562287899932,-8.56772422790527,-8.354332428,-8.55877690965921,-7.86320026464462,-8.13322256173252,,,-8.18078397920643
521,-7.93975679,-8.16350269317627,-9.32562287899932,-8.53735542297363,-8.064995122,-8.55877690965921,-7.83532868654251,-8.10439387363838,,,-8.10916428864671
522,-7.93975679,-8.16350269317627,-9.32562287899932,-8.53735542297363,-8.064995122,-8.55877690965921,-7.83532868654251,-8.10439387363838,,,-8.33345221614821
523,-8.431569478,-8.75060653686523,-9.36201282777314,-8.53735542297363,-8.064995122,-8.59217451294536,-7.83532868654251,-8.10439387363838,,,-7.99239761995839
524,-8.431569478,-8.75060653686523,-9.31163472430862,-8.53735542297363,-8.648568255,-8.54593900092872,-7.83532868654251,-8.10439387363838,,,-8.54038256788485
525,-8.374675546,-8.75060653686523,-9.31163472430862,-8.53735542297363,-8.238380424,-8.54593900092872,-7.83532868654251,-8.10439387363838,,,-8.58488682053903
526,-8.374675546,-8.72745513916016,-9.31163472430862,-8.53735542297363,-8.238380424,-8.54593900092872,-7.83532868654251,-8.10439387363838,,,-8.76639462142633
527,-8.626954699,-8.72745513916016,-9.41900578218496,-8.35135555267334,-8.238380424,-8.64448093671589,-7.66462358557701,-7.92782675950573,,,-8.36022269591392
528,-8.124587102,-8.67704391479492,-9.50003244447609,-8.35135555267334,-8.521580364,-8.71884477656682,-7.66462358557701,-7.92782675950573,,,-8.29296715785169
529,-8.124587102,-8.67704391479492,-9.54604700137822,-8.34406661987305,-8.104530541,-8.76107555645489,-7.65793402172089,-7.92090747602679,,,-8.10462666009045
530,-8.080512765,-8.67704391479492,-9.54604700137822,-8.34406661987305,-8.104530541,-8.76107555645489,-7.65793402172089,-7.92090747602679,,,-12.5808759305315
531,-8.080512765,-8.67704391479492,-9.54604700137822,-8.34406661987305,-9.239777815,-8.76107555645489,-7.65793402172089,-7.92090747602679,,,-7.53055583140413
532,-8.080512765,-8.67704391479492,-9.61964623841818,-8.34406661987305,-7.707257165,-8.82862272823306,-7.65793402172089,-7.92090747602679,,,-7.68302932319182
533,-8.312153822,-8.67704391479492,-9.49818178958606,-8.34406661987305,-7.707257165,-8.7171463010284,-7.65793402172089,-7.92090747602679,,,-7.87082878834067
534,-8.312153822,-8.67704391479492,-9.49818178958606,-8.34406661987305,-8.189429885,-8.7171463010284,-7.65793402172089,-7.92090747602679,,,-7.58527323777084
535,-8.312153822,-8.67704391479492,-9.49818178958606,-8.34406661987305,-8.189429885,-8.7171463010284,-7.65793402172089,-7.92090747602679,,,-8.25346047794023
536,-8.38991426,-8.67704391479492,-9.18403274616005,-8.34406661987305,-8.952673265,-8.42882973344331,-7.65793402172089,-7.92090747602679,,,-8.36886525986837
537,-8.540085847,-8.67704391479492,-9.18403274616005,-8.34406661987305,-8.660697389,-8.42882973344331,-7.65793402172089,-7.92090747602679,,,-9.27006009196428
538,-8.550404546,-8.35536479949951,-9.17070682825168,-8.34406661987305,-8.660697389,-8.41659960576454,-7.65793402172089,-7.92090747602679,,,-8.92265467684154
539,-8.545735468,-8.35536479949951,-9.1094420331656,-8.34406661987305,-8.57301528,-8.36037261477839,-7.65793402172089,-7.92090747602679,,,-7.95303317712193
540,-8.545735468,-8.35536479949951,-9.1094420331656,-8.34406661987305,-8.57301528,-8.36037261477839,-7.65793402172089,-7.92090747602679,,,-8.11852534922769
541,-8.81841409,-8.35536479949951,-9.1094420331656,-8.34406661987305,-8.27122542,-8.36037261477839,-7.65793402172089,-7.92090747602679,,,-8.46503679768746
542,-8.418634313,-7.82318258285522,-9.63603904176575,-8.34406661987305,-8.27122542,-8.84366755136135,-7.65793402172089,-7.92090747602679,,,-7.5880495193703
543,-8.127289198,-7.82318258285522,-9.53037807319681,-8.34406661987305,-8.07970677,-8.74669508423784,-7.65793402172089,-7.92090747602679,,,-7.17301436303941
544,-8.127289198,-7.82318258285522,-9.39981970768737,-8.34406661987305,-7.546889819,-8.62687253312424,-7.65793402172089,-7.92090747602679,,,-9.56493017696907
545,-8.127289198,-8.33621215820313,-9.39981970768737,-8.34406661987305,-7.546889819,-8.62687253312424,-7.65793402172089,-7.92090747602679,,,-7.70931659569806
546,-8.338625315,-8.33621215820313,-9.39981970768737,-8.43033123016357,-7.935200222,-8.62687253312424,-7.73710509310722,-8.00279728200452,,,-13.1980452576027
547,-8.288952459,-8.33621215820313,-9.40357438728757,-8.43033123016357,-8.360224038,-8.63031846542091,-7.73710509310722,-8.00279728200452,,,-7.75360151080667
548,-7.879889847,-8.33621215820313,-9.33048404275798,-8.43033123016357,-8.360224038,-8.56323833992199,-7.73710509310722,-8.00279728200452,,,-8.0028028601881
549,-7.879889847,-8.33621215820313,-9.2426801649963,-8.43033123016357,-8.446783147,-8.48265457502865,-7.73710509310722,-8.00279728200452,,,-7.74285596505171
550,-8.157055896,-8.33621215820313,-9.2426801649963,-8.43033123016357,-7.893757992,-8.48265457502865,-7.73710509310722,-8.00279728200452,,,-8.14937019006706
551,-7.944798797,-8.34746551513672,-9.2426801649963,-8.43033123016357,-7.893757992,-8.48265457502865,-7.73710509310722,-8.00279728200452,,,-8.08916336312818
552,-7.944798797,-8.24782752990723,-9.201308030759,-8.43033123016357,-7.893757992,-8.44468447138969,-7.73710509310722,-8.00279728200452,,,-8.66458079141242
553,-8.26040604,-8.24782752990723,-9.201308030759,-8.43033123016357,-8.316229831,-8.44468447138969,-7.73710509310722,-8.00279728200452,,,-8.04091641435561
554,-8.26040604,-8.24782752990723,-9.201308030759,-8.43033123016357,-8.812992834,-8.44468447138969,-7.73710509310722,-8.00279728200452,,,-9.95755169478023
555,-8.098909608,-8.24782752990723,-9.28035249282877,-8.43033123016357,-8.159375441,-8.51722910734346,-7.73710509310722,-8.00279728200452,,,-8.67058399356859
556,-8.098909608,-8.24782752990723,-9.28035249282877,-8.3764181137085,-8.159375441,-8.51722910734346,-7.68762525221825,-7.95161830337943,,,-7.05801236460403
557,-8.075321811,-8.24782752990723,-9.28035249282877,-8.10792255401611,-8.159375441,-8.51722910734346,-7.44120808239937,-7.69673916794896,,,-9.79678657911099
558,-7.661258855,-8.24782752990723,-9.64943336324642,-8.10792255401611,-8.7306232,-8.85596045778667,-7.44120808239937,-7.69673916794896,,,-8.11629275887754
559,-7.661258855,-8.24782752990723,-9.06274795066616,-8.10792255401611,-8.884789259,-8.31751818668288,-7.44120808239937,-7.69673916794896,,,-7.81814258057773
560,-7.661258855,-8.24782752990723,-9.06274795066616,-7.94461536407471,-8.688749067,-8.31751818668288,-7.29132964268685,-7.54171390261671,,,-8.8576922131193
561,-8.022083492,-8.24782752990723,-9.06274795066616,-7.94461536407471,-8.688749067,-8.31751818668288,-7.29132964268685,-7.54171390261671,,,-12.29621833458
562,-8.022083492,-8.24782752990723,-9.33873682100234,-8.48047542572022,-9.000182458,-8.57081249221132,-7.78312593146325,-8.0503984759497,,,-8.35208859626964
563,-8.048046033,-8.29184532165527,-9.33873682100234,-8.48047542572022,-8.475999317,-8.57081249221132,-7.78312593146325,-8.0503984759497,,,-7.35386880390463
564,-8.048046033,-8.29184532165527,-9.08714096522192,-8.48047542572022,-8.475999317,-8.33990536365172,-7.78312593146325,-8.0503984759497,,,-7.41666314922193
565,-8.048046033,-8.29184532165527,-9.08714096522192,-8.43943214416504,-8.305444238,-8.33990536365172,-7.74545763895035,-8.01143665427191,,,-8.25638963116236
566,-8.083964009,-8.29184532165527,-9.08714096522192,-8.43943214416504,-8.305444238,-8.33990536365172,-7.74545763895035,-8.01143665427191,,,-8.57660516654591
567,-8.083964009,-8.29184532165527,-9.36023658995627,-8.43943214416504,-8.305444238,-8.59054433516417,-7.74545763895035,-8.01143665427191,,,-7.9566535759422
568,-7.963558727,-8.29184532165527,-9.18800391179125,-8.37684631347656,-8.420888839,-8.43247435012466,-7.68801824111938,-7.95202478751942,,,-7.37383716112093
569,-7.963558727,-8.32329559326172,-9.18800391179125,-8.37684631347656,-8.235257448,-8.43247435012466,-7.68801824111938,-7.95202478751942,,,-8.06165511161831
570,-8.114733527,-8.32329559326172,-9.24907627484978,-8.37684631347656,-8.235257448,-8.48852473276888,-7.68801824111938,-7.95202478751942,,,-7.86260894765585
571,-8.114733527,-8.32329559326172,-9.24907627484978,-8.37684631347656,-8.286344509,-8.48852473276888,-7.68801824111938,-7.95202478751942,,,-12.2718399633794
572,-8.067972931,-8.28688621520996,-9.21126112637186,-8.37684631347656,-7.973621805,-8.4538191239503,-7.68801824111938,-7.95202478751942,,,-8.60185689997339
573,-7.598617343,-8.28688621520996,-9.21126112637186,-8.37684631347656,-7.973621805,-8.4538191239503,-7.68801824111938,-7.95202478751942,,,-7.79234582658248
574,-7.598617343,-8.28688621520996,-9.21126112637186,-8.37684631347656,-7.973621805,-8.4538191239503,-7.68801824111938,-7.95202478751942,,,-8.21005690096925
575,-7.688426875,-8.28688621520996,-9.42347982682568,-7.82318258285522,-8.331896064,-8.64858708066581,-7.17988227906704,-7.4264394365302,,,-7.66735001198014
576,-7.688426875,-8.28688621520996,-9.52183138509786,-7.82318258285522,-7.703242091,-8.73885119030126,-7.17988227906704,-7.4264394365302,,,-8.50061401223718
577,-7.688426875,-8.28688621520996,-9.3754950967039,-7.82318258285522,-7.703242091,-8.60454813490194,-7.17988227906704,-7.4264394365302,,,-8.18078397920643
578,-8.121243829,-8.28688621520996,-9.28685083219688,-7.82318258285522,-8.112765,-8.52319308826533,-7.17988227906704,-7.4264394365302,,,-8.10916428864671
579,-8.164564106,-8.28688621520996,-9.28685083219688,-7.82318258285522,-8.415604325,-8.52319308826533,-7.17988227906704,-7.4264394365302,,,-8.33345221614821
580,-7.816221246,-8.28688621520996,-9.28685083219688,-7.82318258285522,-8.415604325,-8.52319308826533,-7.17988227906704,-7.4264394365302,,,-7.99239761995839
581,-7.816221246,-8.28688621520996,-9.13418383077131,-7.82318258285522,-8.409870699,-8.38307989436699,-7.17988227906704,-7.4264394365302,,,-8.54038256788485
582,-7.816221246,-8.28688621520996,-9.13418383077131,-7.82318258285522,-8.400555623,-8.38307989436699,-7.17988227906704,-7.4264394365302,,,-8.58488682053903
583,-7.704080231,-8.28688621520996,-9.13418383077131,-7.82318258285522,-7.893044822,-8.38307989436699,-7.17988227906704,-7.4264394365302,,,-8.76639462142633
584,-7.704080231,-8.29760456085205,-9.41485496321553,-7.82318258285522,-7.710994784,-8.64067143959032,-7.17988227906704,-7.4264394365302,,,-8.36022269591392
585,-8.011831233,-8.29760456085205,-9.43190699659501,-7.82318258285522,-7.710994784,-8.656321284265,-7.17988227906704,-7.4264394365302,,,-8.29296715785169
586,-8.011831233,-8.29760456085205,-9.19896426879836,-8.33621215820313,-8.392447525,-8.44253343697507,-7.65072543243409,-7.91345134378387,,,-8.10462666009045
587,-8.011831233,-8.29760456085205,-9.19896426879836,-8.33621215820313,-7.607482025,-8.44253343697507,-7.65072543243409,-7.91345134378387,,,-12.5808759305315
588,-7.643968465,-8.44376087188721,-9.19896426879836,-8.33621215820313,-7.607482025,-8.44253343697507,-7.65072543243409,-7.91345134378387,,,-7.53055583140413
589,-7.643968465,-8.51694583892822,-9.32187646796281,-8.33621215820313,-7.607482025,-8.55533856600223,-7.65072543243409,-7.91345134378387,,,-7.68302932319182
590,-7.643968465,-8.51694583892822,-9.34941980528222,-8.33621215820313,-7.634076977,-8.58061701469386,-7.65072543243409,-7.91345134378387,,,-7.87082878834067
591,-7.987917479,-8.51694583892822,-9.30869938420075,-8.33621215820313,-7.634076977,-8.54324503383792,-7.65072543243409,-7.91345134378387,,,-7.58527323777084
592,-7.987917479,-8.51694583892822,-9.29745413759035,-8.34746551513672,-8.102853995,-8.5329244838563,-7.66105342582703,-7.92413400046993,,,-8.25346047794023
593,-7.99322505,-8.29620933532715,-9.29745413759035,-8.24782752990723,-7.652686961,-8.5329244838563,-7.56960867212296,-7.82954903392366,,,-8.36886525986837
594,-8.433371404,-8.29620933532715,-9.29745413759035,-8.24782752990723,-7.652686961,-8.5329244838563,-7.56960867212296,-7.82954903392366,,,-9.27006009196428
595,-7.843303945,-8.29620933532715,-9.34165787904566,-8.24782752990723,-7.652686961,-8.57349335165174,-7.56960867212296,-7.82954903392366,,,-8.92265467684154
596,-7.843303945,-8.29620933532715,-9.34165787904566,-8.24782752990723,-8.060077819,-8.57349335165174,-7.56960867212296,-7.82954903392366,,,-7.95303317712193
597,-7.843303945,-8.29620933532715,-9.29901013093818,-8.24782752990723,-8.31766045,-8.53435252787114,-7.56960867212296,-7.82954903392366,,,-8.11852534922769
598,-8.306815624,-8.29620933532715,-9.29901013093818,-8.24782752990723,-8.31766045,-8.53435252787114,-7.56960867212296,-7.82954903392366,,,-8.46503679768746
599,-7.86194792,-8.29620933532715,-9.29901013093818,-8.24782752990723,-8.356030781,-8.53435252787114,-7.56960867212296,-7.82954903392366,,,-7.5880495193703
600,-7.86194792,-8.29620933532715,-9.25022635688948,-8.24782752990723,-8.356030781,-8.48958024356246,-7.56960867212296,-7.82954903392366,,,-7.17301436303941
601,-8.180718271,-8.29620933532715,-9.25022635688948,-8.24782752990723,-8.247223822,-8.48958024356246,-7.56960867212296,-7.82954903392366,,,-9.56493017696907
602,-8.081000257,-8.29620933532715,-9.25022635688948,-8.24782752990723,-8.014075371,-8.48958024356246,-7.56960867212296,-7.82954903392366,,,-7.70931659569806
603,-8.081000257,-8.29620933532715,-9.25399231180379,-8.24782752990723,-8.014075371,-8.49303652400416,-7.56960867212296,-7.82954903392366,,,-13.1980452576027
604,-8.081000257,-8.37516975402832,-9.2871770646186,-8.29184532165527,-8.071056296,-8.52349249459501,-7.61000688085556,-7.87133451714414,,,-7.75360151080667
605,-8.078122423,-8.37516975402832,-9.2871770646186,-8.29184532165527,-8.071056296,-8.52349249459501,-7.61000688085556,-7.87133451714414,,,-8.0028028601881
606,-8.078122423,-8.37516975402832,-9.20268587414382,-8.29184532165527,-7.828218407,-8.44594901471297,-7.61000688085556,-7.87133451714414,,,-7.74285596505171
607,-8.078122423,-8.37516975402832,-9.20268587414382,-8.29184532165527,-7.828218407,-8.44594901471297,-7.61000688085556,-7.87133451714414,,,-8.14937019006706
608,-8.222894636,-8.37516975402832,-9.20268587414382,-8.29184532165527,-7.935043498,-8.44594901471297,-7.61000688085556,-7.87133451714414,,,-8.08916336312818
609,-7.338733691,-8.37516975402832,-9.23366968564344,-8.29184532165527,-8.44199609,-8.47438502739298,-7.61000688085556,-7.87133451714414,,,-8.66458079141242
610,-7.338733691,-8.37516975402832,-9.23366968564344,-8.32329559326172,-8.204062951,-8.47438502739298,-7.63887099662781,-7.90118982665201,,,-8.04091641435561
611,-7.889294714,-8.37516975402832,-9.29921985178071,-8.32329559326172,-8.204062951,-8.53454500336878,-7.63887099662781,-7.90118982665201,,,-9.95755169478023
612,-7.889294714,-8.37516975402832,-9.33391248993646,-8.32329559326172,-8.074012045,-8.56638486588899,-7.63887099662781,-7.90118982665201,,,-8.67058399356859
613,-8.043499847,-8.37516975402832,-9.31905237762088,-8.28688621520996,-7.647852388,-8.55274670060912,-7.60545556173325,-7.86662690572317,,,-7.05801236460403
614,-8.043499847,-8.3938455581665,-9.31905237762088,-8.28688621520996,-7.647852388,-8.55274670060912,-7.60545556173325,-7.86662690572317,,,-9.79678657911099
615,-8.043499847,-8.3938455581665,-9.12272660825555,-8.28688621520996,-7.647852388,-8.3725647992587,-7.60545556173325,-7.86662690572317,,,-8.11629275887754
616,-7.528050746,-8.3938455581665,-9.12272660825555,-8.28688621520996,-7.965425123,-8.3725647992587,-7.60545556173325,-7.86662690572317,,,-7.81814258057773
617,-7.528050746,-8.3938455581665,-9.13857443808758,-8.28688621520996,-7.965425123,-8.38710946204364,-7.60545556173325,-7.86662690572317,,,-8.8576922131193
618,-7.832760927,-8.3938455581665,-9.13857443808758,-8.28688621520996,-8.238824306,-8.38710946204364,-7.60545556173325,-7.86662690572317,,,-12.29621833458
619,-7.757750578,-8.27649688720703,-9.58014430294871,-8.28688621520996,-8.238824306,-8.79236903691724,-7.60545556173325,-7.86662690572317,,,-8.35208859626964
620,-7.736667138,-8.27649688720703,-9.58014430294871,-8.28688621520996,-8.103666491,-8.79236903691724,-7.60545556173325,-7.86662690572317,,,-7.35386880390463
621,-7.736667138,-8.27649688720703,-9.54807129610561,-8.28688621520996,-8.103666491,-8.76293339342685,-7.60545556173325,-7.86662690572317,,,-7.41666314922193
622,-8.22991318,-8.27649688720703,-9.27233048267995,-8.28688621520996,-7.831970251,-8.50986674708918,-7.60545556173325,-7.86662690572317,,,-8.25638963116236
623,-8.321481152,-8.27649688720703,-9.27233048267995,-8.28688621520996,-7.831970251,-8.50986674708918,-7.60545556173325,-7.86662690572317,,,-8.57660516654591
624,-8.321481152,-8.27649688720703,-9.27233048267995,-8.28688621520996,-7.831970251,-8.50986674708918,-7.60545556173325,-7.86662690572317,,,-7.9566535759422
625,-8.184132283,-9.6418924331665,-9.58173487392649,-8.29760456085205,-7.936967286,-8.79382881524352,-7.61529253781319,-7.87680168356169,,,-7.37383716112093
626,-8.184132283,-8.69602298736572,-9.60884448749629,-8.29760456085205,-7.679250584,-8.81870920528947,-7.61529253781319,-7.87680168356169,,,-8.06165511161831
627,-7.520005262,-8.49293804168701,-9.36395819530173,-9.62814632188546,-7.679250584,-8.59395991290207,-8.83642384983682,-9.13986664484022,,,-7.86260894765585
628,-7.520005262,-8.49293804168701,-9.36395819530173,-9.55981491159989,-7.679250584,-8.59395991290207,-8.77371133141903,-9.07500057853996,,,-12.2718399633794
629,-7.520005262,-8.49293804168701,-9.99669123903886,-9.32562287899932,-7.726145955,-9.1746633184527,-8.55877690965921,-8.8526853087369,,,-8.60185689997339
630,-7.924595036,-8.49293804168701,-9.56041776506122,-9.32562287899932,-7.880832566,-8.77426461224024,-8.55877690965921,-8.8526853087369,,,-7.79234582658248
631,-7.924595036,-8.49293804168701,-9.56041776506122,-9.32562287899932,-8.344596305,-8.77426461224024,-8.55877690965921,-8.8526853087369,,,-8.21005690096925
632,-7.924595036,-8.49293804168701,-9.5066886382418,-9.36201282777314,-7.885019904,-8.72495363151918,-8.59217451294536,-8.8872297857199,,,-7.66735001198014
633,-8.011191391,-8.49293804168701,-9.26962290391721,-9.31163472430862,-7.885019904,-8.5073818125281,-8.54593900092872,-8.83940654622062,,,-8.50061401223718
634,-8.197757692,-8.49293804168701,-9.26962290391721,-9.31163472430862,-7.885019904,-8.5073818125281,-8.54593900092872,-8.83940654622062,,,-8.18078397920643
635,-8.239095179,-8.49293804168701,-9.26962290391721,-9.31163472430862,-8.073210738,-8.5073818125281,-8.54593900092872,-8.83940654622062,,,-8.10916428864671
636,-8.193505211,-8.49293804168701,-9.65726970655614,-9.41900578218496,-8.073210738,-8.86315241858603,-8.64448093671589,-8.94133241208272,,,-8.33345221614821
637,-7.689698401,-8.49293804168701,-9.65726970655614,-9.50003244447609,-8.077580361,-8.86315241858603,-8.71884477656682,-9.01824990619413,,,-7.99239761995839
638,-7.689698401,-8.49293804168701,-9.65726970655614,-9.54604700137822,-8.077580361,-8.86315241858603,-8.76107555645489,-9.06193089106355,,,-8.54038256788485
639,-7.689698401,-8.49293804168701,-9.66132130276136,-9.54604700137822,-7.659751499,-8.86687085203529,-8.76107555645489,-9.06193089106355,,,-8.58488682053903
640,-7.887522678,-8.49293804168701,-9.06861487244385,-9.54604700137822,-7.659751499,-8.32290267148279,-8.76107555645489,-9.06193089106355,,,-8.76639462142633
641,-7.889196506,-8.49293804168701,-9.06861487244385,-9.61964623841818,-7.659751499,-8.32290267148279,-8.82862272823306,-9.13179763272058,,,-8.36022269591392
642,-8.061196879,-8.49293804168701,-9.06861487244385,-9.49818178958606,-8.224069862,-8.32290267148279,-8.7171463010284,-9.01649310500571,,,-8.29296715785169
643,-7.657669893,-8.49293804168701,-9.49006130836064,-9.49818178958606,-8.296329841,-8.70969356697415,-8.7171463010284,-9.01649310500571,,,-8.10462666009045
644,-7.657669893,-8.49293804168701,-9.51541948980463,-9.49818178958606,-8.296329841,-8.732966545158,-8.7171463010284,-9.01649310500571,,,-12.5808759305315
645,-7.572317754,-8.49293804168701,-9.4289077630405,-9.18403274616005,-7.821540397,-8.65356867768568,-8.42882973344331,-8.71827574648975,,,-7.53055583140413
646,-7.530517802,-8.49293804168701,-9.4289077630405,-9.18403274616005,-7.821540397,-8.65356867768568,-8.42882973344331,-8.71827574648975,,,-7.68302932319182
647,-7.530033434,-8.49293804168701,-9.4289077630405,-9.17070682825168,-7.821540397,-8.65356867768568,-8.41659960576454,-8.7056256362265,,,-7.87082878834067
648,-7.530033434,-8.49293804168701,-9.54295831699839,-9.1094420331656,-8.017886611,-8.75824085459161,-8.36037261477839,-8.64746781036988,,,-7.58527323777084
649,-7.638248495,-8.49293804168701,-9.62814632188546,-9.1094420331656,-7.51919168,-8.83642384983682,-8.36037261477839,-8.64746781036988,,,-8.25346047794023
650,-8.32002373,-8.49293804168701,-9.62814632188546,-9.1094420331656,-7.51919168,-8.83642384983682,-8.36037261477839,-8.64746781036988,,,-8.36886525986837
651,-8.32002373,-8.49293804168701,-9.55981491159989,-9.63603904176575,-7.51919168,-8.77371133141903,-8.84366755136135,-9.1473590950751,,,-9.27006009196428
652,-7.476397474,-8.49293804168701,-9.32562287899932,-9.53037807319681,-8.106556475,-8.55877690965921,-8.74669508423784,-9.04705659343057,,,-8.92265467684154
653,-7.438717981,-8.49293804168701,-9.32562287899932,-9.39981970768737,-7.749016324,-8.55877690965921,-8.62687253312424,-8.92311933591173,,,-7.95303317712193
654,-7.438717981,-8.49293804168701,-9.32562287899932,-9.39981970768737,-8.263448764,-8.55877690965921,-8.62687253312424,-8.92311933591173,,,-8.11852534922769
655,-7.438717981,-8.49293804168701,-9.36201282777314,-9.39981970768737,-8.263448764,-8.59217451294536,-8.62687253312424,-8.92311933591173,,,-8.46503679768746
656,-7.558824204,-8.70528888702393,-9.31163472430862,-9.40357438728757,-8.337931877,-8.54593900092872,-8.63031846542091,-8.92668360152347,,,-7.5880495193703
657,-7.747730352,-8.62794017791748,-9.31163472430862,-9.33048404275798,-8.272825216,-8.54593900092872,-8.56323833992199,-8.85729994451491,,,-7.17301436303941
658,-8.013490519,-8.62794017791748,-9.31163472430862,-9.2426801649963,-8.272825216,-8.54593900092872,-8.48265457502865,-8.77394893313514,,,-9.56493017696907
659,-7.632249784,-8.62794017791748,-9.41900578218496,-9.2426801649963,-8.31331363,-8.64448093671589,-8.48265457502865,-8.77394893313514,,,-7.70931659569806
660,-7.470516674,-8.62794017791748,-9.50003244447609,-9.2426801649963,-8.31331363,-8.71884477656682,-8.48265457502865,-8.77394893313514,,,-13.1980452576027
661,-7.470516674,-8.62794017791748,-9.54604700137822,-9.201308030759,-7.940035275,-8.76107555645489,-8.44468447138969,-8.73467493613721,,,-7.75360151080667
662,-7.519321536,-8.62794017791748,-9.54604700137822,-9.201308030759,-7.940035275,-8.76107555645489,-8.44468447138969,-8.73467493613721,,,-8.0028028601881
663,-7.771230894,-8.62794017791748,-9.54604700137822,-9.201308030759,-7.940035275,-8.76107555645489,-8.44468447138969,-8.73467493613721,,,-7.74285596505171
664,-7.771230894,-8.62794017791748,-9.61964623841818,-9.28035249282877,-8.259876287,-8.82862272823306,-8.51722910734346,-8.80971075488964,,,-8.14937019006706
665,-7.771230894,-8.62794017791748,-9.49818178958606,-9.28035249282877,-8.259876287,-8.7171463010284,-8.51722910734346,-8.80971075488964,,,-8.08916336312818
666,-8.015727973,-8.62794017791748,-9.49818178958606,-9.28035249282877,-7.698536978,-8.7171463010284,-8.51722910734346,-8.80971075488964,,,-8.66458079141242
667,-7.989191054,-8.62794017791748,-9.49818178958606,-9.64943336324642,-7.698536978,-8.7171463010284,-8.85596045778667,-9.16007413990706,,,-8.04091641435561
668,-7.989191054,-8.62794017791748,-9.18403274616005,-9.06274795066616,-8.131648578,-8.42882973344331,-8.31751818668288,-8.60314176121358,,,-9.95755169478023
669,-7.781419606,-8.62794017791748,-9.18403274616005,-9.06274795066616,-7.907459147,-8.42882973344331,-8.31751818668288,-8.60314176121358,,,-8.67058399356859
670,-7.781419606,-8.47299957275391,-9.17070682825168,-9.06274795066616,-7.83530242,-8.41659960576454,-8.31751818668288,-8.60314176121358,,,-7.05801236460403
671,-7.887230097,-8.47299957275391,-9.1094420331656,-9.33873682100234,-7.83530242,-8.36037261477839,-8.57081249221132,-8.86513419319386,,,-9.79678657911099
672,-7.910104096,-8.47299957275391,-9.1094420331656,-9.33873682100234,-8.242042003,-8.36037261477839,-8.57081249221132,-8.86513419319386,,,-8.11629275887754
673,-7.635747892,-8.47299957275391,-9.1094420331656,-9.08714096522192,-8.022091573,-8.36037261477839,-8.33990536365172,-8.62629771383952,,,-7.81814258057773
674,-7.635747892,-8.47299957275391,-9.63603904176575,-9.08714096522192,-8.022091573,-8.84366755136135,-8.33990536365172,-8.62629771383952,,,-8.8576922131193
