index,time ,reward,1,2,3,4,5,6,7,8,delay,replication
17205,6300,-194.8774,30,23,15,15,30,30,39,46,23.0161209106445,8050315
17206,4500,-43.4657,30,30,19,63,30,16,40,15,25.8053112030029,8050315
17207,7200,-684.3503,30,9,57,16,30,19,23,53,44.7715644836426,8050297
17208,5400,-125.4139,30,24,15,69,11,30,43,35,47.272346496582,8050322
17209,5400,-822.7537,30,30,15,41,25,30,30,67,21.8605098724365,8050315
17210,7200,-72.0847,30,30,28,15,14,28,29,49,23.8996238708496,8050322
17211,9000,-1590.6178,9,30,15,62,30,19,41,22,59.1184997558594,8050297
17212,9000,-194.4315,21,6,46,22,30,30,31,61,28.5107021331787,8050315
17213,7200,-2192.9911,18,30,15,44,30,30,15,54,26.5685062408447,8050315
17214,6300,-96.0915,30,30,50,67,30,26,15,33,21.8605098724365,8050315
17215,5400,-597.8542,13,28,59,22,30,9,22,33,23.0161209106445,8050315
17216,8100,-655.2939,30,30,55,18,30,30,24,52,47.3009414672852,8050297
17217,6300,-954.8733,30,5,15,15,30,30,32,55,53.7348480224609,8050322
17218,9900,-105.3033,15,30,51,28,30,28,63,67,26.8067989349365,8050315
17219,7200,-19.7743,30,30,68,39,14,30,31,69,27.9513473510742,8050315
17220,9900,-111.9456,30,23,45,39,30,30,66,28,52.7819595336914,8050297
17221,8100,-3852.2239,30,30,15,15,30,22,22,62,31.9877109527588,8050322
17222,8100,-774.1965,14,10,33,28,30,23,55,44,24.5475311279297,8050315
17223,6300,-100.0167,30,30,15,65,30,30,50,65,26.5685062408447,8050315
17224,7200,-36.9521,30,30,59,62,14,30,52,51,24.5475311279297,8050315
17225,10800,-246.9263,30,28,65,62,30,18,32,28,29.1964740753174,8050315
17226,9000,-1227.3501,30,30,37,68,30,30,37,22,59.1184997558594,8050297
17227,9000,-2361.5166,29,28,15,34,25,5,65,24,28.5107021331787,8050315
17228,8100,-372.2339,7,30,68,34,30,30,42,38,32.5120048522949,8050315
17229,11700,-58.9233,30,30,68,15,30,30,52,35,28.163293838501,8050315
17230,9000,-1387.2264,30,11,50,15,30,18,37,35,26.4149417877197,8050322
17231,10800,-5666.8925,25,30,60,21,30,30,27,35,40.6380348205566,8050297
17232,8100,-146.2283,30,23,59,69,30,30,33,28,28.5107021331787,8050315
17233,7200,-40234.5073,30,5,46,15,5,25,37,54,68.950553894043,8050322
17234,9900,-120.9349,21,30,44,15,30,26,32,57,26.4149417877197,8050322
17235,9900,-797.1291,26,30,58,48,30,30,54,50,26.8067989349365,8050315
17236,9000,-505.5387,14,28,30,15,30,30,52,30,23.2641220092773,8050315
17237,10800,-486.9956,30,30,40,64,30,26,30,23,29.1964740753174,8050315
17238,12600,-226.6748,30,15,69,35,14,30,66,23,24.3637142181396,8050315
17239,9900,-2686.9461,21,30,61,22,30,30,32,57,52.7819595336914,8050297
17240,9000,-305.9885,30,23,26,15,30,30,36,46,26.8067989349365,8050315
17241,9900,-3649.1723,10,19,15,33,11,30,15,46,23.9387474060059,8050315
17242,8100,-36339.1063,5,30,15,15,29,30,40,68,309.372344970703,8050322
17243,11700,-4235.8337,30,30,15,15,30,30,55,20,52.5205535888672,8050297
17244,10800,-2322.6344,13,18,15,47,26,30,67,24,31.3536052703857,8050322
17245,10800,-725.9392,30,30,15,15,27,19,31,35,40.6380348205566,8050297
17246,10800,-2430.619,18,30,49,64,30,30,32,33,24.2739849090576,8050315
17247,9900,-179.9649,15,15,46,39,27,25,43,36,29.1964740753174,8050315
17248,13500,-675.5883,29,30,62,18,30,30,54,24,24.3132076263428,8050315
17249,11700,-2627.8341,30,15,54,64,30,30,33,41,40.398868560791,8050322
17250,11700,-1840.2476,30,30,15,17,30,5,31,23,28.163293838501,8050315
17251,14400,-306.7695,30,30,28,34,30,30,60,23,22.3405017852783,8050315
17252,10800,-166.9369,18,19,15,69,30,30,45,38,28.163293838501,8050315
17253,12600,-1905.4333,25,30,15,15,5,29,45,56,37.0712890625,8050322
17254,11700,-168.8585,30,30,58,67,30,24,43,46,23.8635368347168,8050315
17255,12600,-1645.6486,30,18,18,35,30,15,66,35,24.3637142181396,8050315
17256,12600,-9637.7928,30,28,46,16,25,24,29,66,60.4634284973145,8050297
17257,11700,-190.2308,30,15,21,41,26,30,42,66,24.3637142181396,8050315
17258,9000,-43352.9809,27,30,15,15,30,20,31,46,233.027191162109,8050322
17259,12600,-229.6266,30,30,62,21,30,30,45,40,24.0345458984375,8050315
17260,11700,-1145.7987,30,23,22,15,29,30,44,35,52.5205535888672,8050297
17261,13500,-2264.579,30,30,47,15,30,13,51,47,57.6941299438477,8050297
17262,13500,-883.366,30,15,50,69,30,30,66,29,24.3132076263428,8050315
17263,13500,-330.3911,27,30,31,15,30,30,59,69,36.1084060668945,8050322
17264,12600,-136.6033,30,30,46,62,14,30,42,41,24.3132076263428,8050315
17265,9900,-3143.1844,13,30,68,15,10,30,63,69,120.570526123047,8050322
17266,900,-468.419,30,30,28,34,30,30,60,23,28.5711326599121,8050315
17267,12600,-678.041,30,5,49,15,30,30,41,31,60.4634284973145,8050297
17268,14400,-73.3763,30,30,15,69,30,30,50,59,22.3405017852783,8050315
17269,13500,-261.6173,30,29,20,15,23,30,43,52,28.1584053039551,8050315
17270,14400,-442.2102,30,30,15,39,30,30,32,33,0,8050315
17271,13500,-1558.0632,14,28,62,44,30,30,65,29,22.3405017852783,8050315
17272,14400,-8083.1688,25,5,15,34,30,30,33,47,46.7270851135254,8050297
17273,14400,-139.664,30,9,15,69,29,30,43,41,17.2570190429688,8050315
17274,14400,-8493.7482,30,23,63,66,30,25,32,30,40.4662055969238,8050322
17275,900,-89.2014,30,30,15,39,30,30,32,33,24.0506935119629,8050322
17276,13500,-11769.3159,30,23,27,66,30,30,15,21,57.6941299438477,8050297
17277,14400,-10384.4352,22,30,56,19,27,20,37,68,46.7270851135254,8050297
17278,900,-9.2672,30,23,63,66,30,25,32,30,15.5588264465332,8050297
17279,900,-490.64,30,30,15,69,30,30,50,59,24.0039443969727,8050322
17280,10800,-38216.122,24,8,55,64,30,30,36,21,132.387176513672,8050322
17281,900,-681.6319,25,5,15,34,30,30,33,47,29.8472099304199,8050322
17282,900,-751.0576,30,9,15,69,29,30,43,41,27.5286865234375,8050315
17283,900,-457.1424,22,30,56,19,27,20,37,68,27.0592956542969,8050315
17284,11700,-4273.3301,30,30,62,29,30,30,37,59,153.982849121094,8050322
17285,12600,-1108.0887,30,30,68,68,17,30,51,30,186.825729370117,8050322
17286,13500,-85596.0938,30,10,65,15,30,30,64,61,181.190811157227,8050322
17287,14400,-132729.3815,30,30,44,22,30,14,37,47,171.461044311523,8050322
17288,900,-424.5274,30,30,44,22,30,14,37,47,27.0592956542969,8050315
17289,1800,-71.7514,30,30,18,15,30,30,24,57,32.1327705383301,8050315
17290,1800,-131.0094,15,30,45,43,30,30,58,27,27.5286865234375,8050315
17291,1800,-8.1065,30,15,55,44,5,30,52,15,17.0507488250732,8050297
17292,1800,-221.7176,30,30,15,65,30,30,22,41,24.0039443969727,8050322
17293,1800,-178.8738,30,8,15,17,14,9,41,37,27.4050178527832,8050322
17294,2700,-1.0654,30,18,28,26,30,30,42,69,17.0507488250732,8050297
17295,1800,-44.1935,21,13,68,28,30,24,44,34,27.4050178527832,8050322
17296,1800,-74.195,30,24,16,15,30,28,27,21,27.5286865234375,8050315
17297,2700,-45.3344,30,24,56,21,5,15,31,15,27.4050178527832,8050322
17298,2700,-6.6521,30,8,42,43,5,18,66,37,27.4050178527832,8050322
17299,1800,-191.1066,30,29,15,66,5,30,45,33,27.5286865234375,8050315
17300,2700,-95.707,30,30,25,45,30,19,68,57,24.6566143035889,8050315
17301,3600,-59.2017,27,29,59,48,25,28,15,26,20.7456283569336,8050297
17302,2700,-74.7742,30,30,15,66,17,30,42,16,25.9638748168945,8050315
17303,2700,-235.597,30,30,66,15,24,30,42,64,26.3676567077637,8050315
17304,2700,-344.1751,30,25,66,15,20,30,29,69,26.3676567077637,8050315
17305,2700,-1119.5349,30,30,61,65,5,30,15,41,27.4050178527832,8050322
17306,4500,-46.34,30,14,40,15,25,14,20,48,20.7456283569336,8050297
17307,3600,-230.2552,30,30,26,44,30,30,48,69,24.8130264282227,8050322
17308,3600,-29.1847,30,30,15,65,5,30,45,66,26.3676567077637,8050315
17309,5400,-11.6899,11,30,26,25,15,30,20,57,24.7807636260986,8050297
17310,3600,-39.7041,30,18,42,46,16,30,44,22,25.8053112030029,8050315
17311,3600,-451.6149,30,30,61,15,30,30,58,60,25.4436740875244,8050315
17312,3600,-455.3616,30,30,15,47,30,25,37,67,23.9636917114258,8050322
17313,3600,-151.5956,15,30,44,39,30,30,43,66,24.8130264282227,8050322
17314,4500,-104.1925,30,30,21,38,30,30,25,42,24.6098232269287,8050315
17315,3600,-207.001,30,6,27,66,30,30,50,38,26.3676567077637,8050315
17316,4500,-71.0046,30,30,15,69,30,10,56,41,25.8053112030029,8050315
17317,4500,-446.208,30,30,58,63,30,30,43,46,24.8130264282227,8050322
17318,4500,-263.4062,21,23,44,15,28,30,32,41,23.2998561859131,8050322
17319,4500,-15.6105,22,9,43,23,5,30,32,28,23.0161209106445,8050315
17320,4500,-108.1499,30,30,51,15,30,30,21,23,23.2998561859131,8050322
17321,5400,-915.8644,30,30,20,32,30,24,34,15,23.0161209106445,8050315
17322,5400,-26.7611,8,28,46,17,30,30,52,47,23.0161209106445,8050315
17323,6300,-1323.4326,27,27,25,50,29,30,15,60,25.0247287750244,8050297
17324,4500,-48.9546,30,30,48,22,30,28,29,53,23.0161209106445,8050315
17325,5400,-582.4587,30,15,15,33,30,30,26,35,23.2998561859131,8050322
17326,5400,-277.1577,30,30,51,21,30,15,40,54,25.2183475494385,8050315
17327,7200,-207.1283,21,5,56,38,30,30,15,67,25.0247287750244,8050297
17328,5400,-21.0298,15,18,15,16,30,8,42,29,23.2998561859131,8050322
17329,5400,-154.8705,30,30,61,61,14,30,32,30,23.9636917114258,8050322
17330,6300,-16.4672,30,29,62,67,29,30,54,52,23.8996238708496,8050322
17331,6300,-455.0376,30,30,44,29,30,23,66,69,23.8996238708496,8050322
17332,6300,-44.2991,30,30,15,50,30,5,22,35,23.2998561859131,8050322
17333,5400,-46.1761,30,23,15,39,5,30,50,23,23.0161209106445,8050315
17334,6300,-1360.9828,30,5,15,34,30,30,36,18,26.5685062408447,8050315
17335,6300,-400.9652,30,24,15,66,30,20,25,65,26.5685062408447,8050315
17336,6300,-652.6884,30,30,15,35,26,30,32,27,25.9805374145508,8050315
17337,7200,-89.7239,30,15,15,28,30,30,61,33,24.5475311279297,8050315
17338,6300,-867.7413,13,30,15,43,30,15,21,24,26.5685062408447,8050315
17339,7200,-38.9015,21,30,21,22,30,30,45,37,25.9805374145508,8050315
17340,8100,-1806.5149,5,30,39,48,18,19,64,15,47.3009414672852,8050297
17341,7200,-807.6628,30,30,15,15,20,30,66,66,33.8600654602051,8050322
17342,7200,-3264.4956,13,26,62,15,30,18,50,33,33.8600654602051,8050322
17343,7200,-335.9644,30,30,58,64,5,30,50,24,28.5107021331787,8050315
17344,8100,-1666.571,30,30,25,48,30,24,15,27,28.5107021331787,8050315
17345,8100,-559.7357,15,5,15,67,30,30,52,43,33.8600654602051,8050322
17346,7200,-166.458,30,7,51,32,27,30,37,66,31.9877109527588,8050322
17347,7200,-189.9064,18,26,30,69,30,30,54,33,24.5475311279297,8050315
17348,8100,-52.2216,5,8,43,66,30,30,32,57,33.8600654602051,8050322
17349,8100,-21.6484,15,6,15,35,30,30,31,30,28.5107021331787,8050315
17350,8100,-228.7408,30,5,62,15,30,30,34,56,28.5107021331787,8050315
17351,8100,-880.4035,26,30,58,28,25,30,25,69,25.0159587860107,8050315
17352,8100,-1049.7443,30,30,61,25,30,30,60,35,33.8600654602051,8050322
17353,9000,-619.2311,30,30,55,22,16,30,44,68,47.3009414672852,8050297
17354,9000,-1787.4606,17,15,15,19,30,30,41,30,26.4149417877197,8050322
17355,9000,-757.13,30,30,68,34,30,30,54,54,26.8067989349365,8050315
17356,9000,-88.913,30,30,26,63,30,30,36,30,33.8600654602051,8050322
17357,9900,-3.5051,21,30,15,15,11,30,34,57,29.1964740753174,8050315
17358,9000,-104.2537,30,11,15,39,30,30,41,57,26.0545692443848,8050315
17359,9900,-744.1646,30,30,26,32,9,12,42,27,59.1184997558594,8050297
17360,9000,-240.6383,18,30,22,20,30,18,39,33,29.1964740753174,8050315
17361,9000,-6737.9042,7,30,51,39,5,30,32,30,31.3536052703857,8050322
17362,9900,-5.3618,30,28,59,39,30,30,25,66,29.1964740753174,8050315
17363,9900,-487.0817,30,20,60,49,7,30,32,57,26.0545692443848,8050315
17364,9000,-440.346,30,29,15,39,30,30,36,28,29.1964740753174,8050315
17365,9900,-662.592,15,30,62,44,27,18,32,30,26.4149417877197,8050322
17366,9900,-106.6689,29,27,26,29,30,8,37,64,29.1964740753174,8050315
17367,10800,-603.4578,21,30,45,34,30,30,66,23,28.163293838501,8050315
17368,10800,-4238.5178,18,6,15,22,30,15,30,23,52.7819595336914,8050297
17369,9900,-1157.3278,30,29,15,34,14,30,44,53,31.3536052703857,8050322
17370,9900,-598.3656,30,30,50,15,14,30,51,37,31.3536052703857,8050322
17371,10800,-1259.1164,21,30,40,15,30,30,33,63,31.3536052703857,8050322
17372,10800,-6879.627,20,30,61,41,20,30,36,30,40.398868560791,8050322
17373,10800,-482.9321,30,30,58,15,30,30,21,35,28.163293838501,8050315
17374,10800,-4458.3996,30,27,18,15,14,5,63,15,28.163293838501,8050315
17375,10800,-328.6117,30,28,58,56,30,8,63,30,27.4947319030762,8050315
17376,11700,-715.7731,30,8,51,25,14,18,29,18,24.3637142181396,8050315
17377,10800,-2047.0575,30,30,69,62,30,28,32,38,40.398868560791,8050322
17378,11700,-1310.5205,30,30,15,44,30,30,40,16,25.7536182403564,8050315
17379,11700,-400.6817,30,30,62,37,17,30,56,41,24.3637142181396,8050315
17380,12600,-2118.7561,30,13,61,15,30,30,21,35,24.3132076263428,8050315
17381,11700,-266.1458,25,30,59,47,30,30,38,57,37.0712890625,8050322
17382,11700,-4086.8321,30,30,52,16,30,30,55,27,37.0712890625,8050322
17383,11700,-439.5982,30,15,62,34,30,25,51,69,40.398868560791,8050322
17384,11700,-188.6245,30,15,58,66,30,30,43,46,24.3637142181396,8050315
17385,12600,-353.6569,30,10,15,15,30,30,50,62,24.3132076263428,8050315
17386,12600,-415.1566,30,8,15,66,14,30,55,23,24.3132076263428,8050315
17387,11700,-968.6033,30,20,15,44,30,30,31,33,52.5205535888672,8050297
17388,12600,-112.7186,5,27,54,39,30,30,24,57,52.5205535888672,8050297
17389,12600,-2282.6568,30,10,15,34,11,30,42,41,20.6333427429199,8050315
17390,12600,-5309.4499,15,30,61,15,30,30,44,27,36.1084060668945,8050322
17391,12600,-804.7239,18,30,15,64,30,30,54,37,37.0712890625,8050322
17392,13500,-674.9631,7,30,15,15,5,30,32,48,22.3405017852783,8050315
17393,13500,-823.8787,30,14,61,69,14,30,31,49,17.2570190429688,8050315
17394,13500,-52.7351,14,30,21,50,14,30,27,35,20.6333427429199,8050315
17395,14400,-346.0863,30,20,15,15,23,18,42,23,17.2570190429688,8050315
17396,12600,-1522.4148,30,5,46,35,30,30,44,30,36.1084060668945,8050322
17397,14400,-319.1144,5,30,31,34,30,30,52,24,0,8050315
17398,14400,-1523.4139,30,30,53,69,30,21,31,54,19.7371196746826,8050315
17399,13500,-94.36,30,30,15,35,30,30,45,42,22.3405017852783,8050315
17400,13500,-2186.6087,15,11,52,19,30,21,44,61,37.0891304016113,8050322
17401,13500,-11.3686,30,30,15,15,27,30,32,41,37.0891304016113,8050322
17402,14400,-936.0327,30,29,45,15,30,30,37,41,0,8050315
17403,13500,-1276.6449,30,13,21,51,30,30,41,45,36.1084060668945,8050322
17404,900,-9.2672,5,30,31,34,30,30,52,24,15.5588264465332,8050297
17405,13500,-6595.8921,30,30,44,15,30,30,44,22,60.4634284973145,8050297
17406,1800,-2.3239,30,5,15,15,12,30,15,65,15.5588264465332,8050297
17407,2700,-9.5706,25,30,15,15,30,5,15,51,16.5875205993652,8050297
17408,14400,-543.7492,30,30,52,34,30,5,66,28,40.4662055969238,8050322
17409,900,-333.5461,30,30,53,69,30,21,31,54,24.0039443969727,8050322
17410,14400,-1071.3701,30,30,61,15,13,18,36,33,33.9027709960938,8050322
17411,14400,-1115.914,30,9,46,39,30,30,32,61,40.4662055969238,8050322
17412,900,-360.1136,30,29,45,15,30,30,37,41,28.5711326599121,8050315
17413,3600,-10.4443,30,30,65,52,12,29,57,18,20.7456283569336,8050297
17414,14400,-13216.793,16,12,27,15,20,30,22,34,57.6941299438477,8050297
17415,900,-751.0576,30,20,15,15,23,18,42,23,27.5286865234375,8050315
17416,4500,-81.7202,30,30,15,42,23,12,67,15,24.7807636260986,8050297
17417,1800,-107.3539,30,30,15,69,5,30,52,23,32.1327705383301,8050315
17418,900,-9.2672,30,30,61,15,13,18,36,33,15.5588264465332,8050297
17419,900,-9.2672,30,9,46,39,30,30,32,61,15.5588264465332,8050297
17420,2700,-65.3159,30,30,34,15,30,15,28,29,32.1327705383301,8050315
17421,1800,-851.735,30,5,27,15,5,30,59,57,27.4050178527832,8050322
17422,1800,-4.5033,5,30,59,26,30,27,50,15,15.5588264465332,8050297
17423,1800,-66.8026,30,21,25,69,30,18,29,16,27.5286865234375,8050315
17424,5400,-2.0522,30,30,15,15,30,19,55,57,25.0091590881348,8050297
17425,2700,-3.826,30,30,15,15,30,30,37,53,27.4050178527832,8050322
17426,1800,-8.0965,6,5,58,51,5,30,39,54,17.0507488250732,8050297
17427,2700,-6.2621,30,5,15,20,30,13,26,15,16.5875205993652,8050297
17428,2700,-206.4511,30,27,48,24,5,30,66,22,25.9638748168945,8050315
17429,6300,-69.1097,30,30,15,39,19,28,17,30,25.0091590881348,8050297
17430,2700,-3.1511,30,30,32,46,30,30,15,15,16.5875205993652,8050297
17431,900,-681.6319,30,30,52,34,30,5,66,28,29.8472099304199,8050322
17432,7200,-1056.8059,30,30,15,38,30,18,29,18,25.0247287750244,8050297
17433,1800,-9.2355,30,30,69,29,30,18,40,43,29.8472099304199,8050322
17434,3600,-49.7086,30,5,46,59,16,23,43,31,24.6566143035889,8050315
17435,3600,-13.811,8,30,25,15,30,30,55,15,20.7456283569336,8050297
17436,3600,-110.1446,29,30,36,15,30,11,19,15,16.5875205993652,8050297
17437,3600,-589.8132,30,30,26,41,30,30,21,30,23.9636917114258,8050322
17438,3600,-36.6689,30,29,15,62,27,30,37,23,26.3676567077637,8050315
17439,4500,-94.4018,30,30,29,42,30,30,52,60,24.7807636260986,8050297
17440,4500,-19.046,11,30,15,42,27,30,66,62,24.7807636260986,8050297
17441,5400,-8.7871,16,7,57,30,29,30,26,47,24.7807636260986,8050297
17442,4500,-69.0885,30,17,25,60,8,13,55,37,24.6098232269287,8050315
17443,900,-751.0576,16,12,27,15,20,30,22,34,27.5286865234375,8050315
17444,2700,-156.535,13,30,15,52,14,17,32,37,27.4050178527832,8050322
17445,4500,-117.3747,30,30,18,50,30,14,41,49,23.2998561859131,8050322
17446,8100,-365.8109,30,30,19,61,30,24,43,29,44.7715644836426,8050297
17447,4500,-98.6,15,30,15,15,21,30,29,63,23.0161209106445,8050315
17448,5400,-584.7061,30,30,62,44,30,30,65,55,23.2998561859131,8050322
17449,5400,-22.7881,30,30,40,68,16,30,57,15,25.0091590881348,8050297
17450,3600,-175.4519,15,30,30,43,30,30,40,30,24.8130264282227,8050322
17451,6300,-1026.7058,6,30,53,57,7,5,20,57,25.0091590881348,8050297
17452,1800,-38.7791,30,8,15,67,8,30,48,23,27.5286865234375,8050315
17453,6300,-30.1765,30,17,16,62,30,13,45,15,25.0091590881348,8050297
17454,5400,-45.5155,29,10,15,59,30,8,33,37,25.2183475494385,8050315
17455,6300,-163.826,30,30,15,65,30,30,15,33,25.2183475494385,8050315
17456,5400,-31.4408,7,30,53,63,19,30,18,49,23.0161209106445,8050315
17457,7200,-134.7806,30,30,16,15,30,30,32,37,25.0247287750244,8050297
17458,2700,-1600.6454,30,30,62,22,30,30,15,15,26.3676567077637,8050315
17459,3600,-14.5684,30,30,61,20,30,30,35,45,26.3676567077637,8050315
17460,6300,-267.4479,30,18,58,34,14,30,21,30,23.8996238708496,8050322
17461,7200,-138.4895,30,30,18,40,17,18,37,42,25.0247287750244,8050297
17462,4500,-572.4506,26,30,22,49,30,30,25,53,23.2998561859131,8050322
17463,6300,-687.3875,30,30,62,26,30,30,61,33,26.5685062408447,8050315
17464,7200,-231.8017,15,30,39,47,30,30,36,33,22.493709564209,8050315
17465,9000,-2395.1881,26,30,32,29,30,30,30,27,59.1184997558594,8050297
17466,5400,-12.3573,14,6,21,69,30,30,52,41,23.2998561859131,8050322
17467,9900,-195.7075,12,30,65,15,16,30,38,36,59.1184997558594,8050297
17468,8100,-269.8597,13,30,15,66,30,30,69,34,25.9805374145508,8050315
17469,7200,-2363.2129,30,28,58,69,30,30,38,35,33.8600654602051,8050322
17470,6300,-134.9069,15,30,15,65,30,30,61,20,23.8996238708496,8050322
17471,7200,-153.1379,14,30,15,21,30,22,60,29,24.5475311279297,8050315
17472,8100,-4327.7786,6,30,15,43,30,30,15,46,47.3009414672852,8050297
17473,8100,-9350.9929,30,20,58,15,8,11,15,15,47.3009414672852,8050297
17474,4500,-377.1229,30,30,15,67,13,26,41,53,23.0161209106445,8050315
17475,8100,-58.1533,30,30,41,35,30,30,60,33,28.5107021331787,8050315
17476,5400,-32.1936,21,30,57,62,30,30,25,30,23.0161209106445,8050315
17477,8100,-21.7781,25,30,15,15,30,30,31,69,26.4149417877197,8050322
17478,9000,-130.2879,30,30,46,15,27,29,43,21,47.3009414672852,8050297
17479,9000,-80.3387,30,5,15,28,30,30,55,42,25.0159587860107,8050315
17480,9000,-527.6347,16,26,26,31,19,30,37,57,47.3009414672852,8050297
17481,9000,-947.3034,30,30,44,18,30,30,32,55,26.4149417877197,8050322
17482,7200,-1873.1677,30,30,45,69,11,30,42,33,33.8600654602051,8050322
17483,9000,-668.7391,15,30,58,28,30,30,65,30,29.1964740753174,8050315
17484,8100,-63.9026,30,30,15,48,30,14,33,34,33.8600654602051,8050322
17485,10800,-283.3721,30,30,32,41,30,30,43,47,52.7819595336914,8050297
17486,9900,-3022.3993,22,30,34,19,27,30,56,27,59.1184997558594,8050297
17487,9900,-115.309,30,30,15,21,30,30,63,24,26.0545692443848,8050315
17488,6300,-390.9683,15,18,62,47,30,15,45,55,24.5475311279297,8050315
17489,9900,-88.118,30,30,68,39,21,30,32,24,29.1964740753174,8050315
17490,9900,-1928.3122,26,30,26,15,16,30,26,60,59.1184997558594,8050297
17491,9900,-5232.0358,30,30,15,45,5,30,32,35,40.398868560791,8050322
17492,7200,-39.1552,30,30,43,28,13,25,43,35,24.5475311279297,8050315
17493,9000,-729.0705,30,5,44,34,30,30,36,53,26.4149417877197,8050322
17494,10800,-656.2401,18,30,15,39,5,28,63,53,27.4947319030762,8050315
17495,11700,-197.4408,30,30,49,43,30,30,54,52,40.6380348205566,8050297
17496,10800,-29.3084,14,10,54,57,30,30,44,29,40.398868560791,8050322
17497,11700,-271.2977,30,20,23,64,30,30,52,30,27.4947319030762,8050315
17498,10800,-1529.7054,14,23,46,22,30,30,21,56,24.3637142181396,8050315
17499,9900,-4396.4158,30,15,15,42,30,30,20,66,31.3536052703857,8050322
17500,10800,-883.3146,30,5,15,28,30,30,65,34,52.7819595336914,8050297
17501,12600,-222.9199,27,30,26,44,5,22,37,25,52.5205535888672,8050297
17502,8100,-5384.548,30,29,15,15,30,5,31,24,26.8067989349365,8050315
17503,12600,-2881.1194,30,30,15,28,30,5,66,23,25.7536182403564,8050315
17504,10800,-3919.4456,30,30,15,18,9,30,32,52,52.7819595336914,8050297
17505,11700,-2895.1976,25,30,59,15,30,30,30,66,37.0712890625,8050322
17506,9000,-176.2216,5,30,58,47,14,30,36,30,26.8067989349365,8050315
17507,11700,-86.2237,30,30,61,69,14,30,55,53,24.3637142181396,8050315
17508,10800,-6016.9785,11,30,23,50,30,18,44,30,40.398868560791,8050322
17509,11700,-2428.34,30,30,34,61,19,30,54,21,40.6380348205566,8050297
17510,11700,-1586.6773,13,5,58,34,30,30,66,35,40.6380348205566,8050297
17511,12600,-2354.936,30,30,61,15,30,15,59,36,24.3132076263428,8050315
17512,13500,-3956.5038,30,10,19,16,11,30,42,53,23.8034152984619,8050315
17513,9900,-436.971,15,30,62,39,30,30,32,69,29.1964740753174,8050315
17514,12600,-989.4059,30,30,68,15,30,14,43,69,36.1084060668945,8050322
17515,13500,-1198.1766,21,15,62,44,14,30,32,42,22.3405017852783,8050315
17516,13500,-5745.7762,30,30,57,45,23,30,32,34,60.4634284973145,8050297
17517,11700,-2448.5623,27,30,33,65,13,30,34,43,37.0712890625,8050322
17518,14400,-1370.6042,30,30,15,39,30,30,54,69,17.2570190429688,8050315
17519,14400,-6288.0519,7,5,26,43,30,30,15,46,19.7371196746826,8050315
17520,12600,-3624.0738,11,30,29,39,15,30,30,27,52.5205535888672,8050297
17521,10800,-509.615,30,30,15,15,30,30,33,55,28.163293838501,8050315
17522,13500,-4329.8588,5,30,58,15,30,30,69,34,37.0891304016113,8050322
17523,12600,-7046.9627,30,30,61,15,30,30,32,25,52.5205535888672,8050297
17524,14400,-9517.8044,16,30,56,39,16,30,29,57,57.6941299438477,8050297
17525,12600,-12357.4952,25,30,61,15,30,30,30,22,36.1084060668945,8050322
17526,900,-9.2672,7,5,26,43,30,30,15,46,15.5588264465332,8050297
17527,14400,-3472.1003,30,30,15,18,30,17,66,52,40.4662055969238,8050322
17528,1800,-1.8875,30,5,40,32,5,29,15,15,15.5588264465332,8050297
17529,11700,-229.9353,22,15,15,34,14,30,54,53,24.3132076263428,8050315
17530,13500,-1513.0539,30,30,45,28,30,30,44,41,37.0891304016113,8050322
17531,13500,-2638.999,30,30,33,45,16,30,32,55,60.4634284973145,8050297
17532,12600,-72.5391,30,30,18,15,30,30,30,42,24.3132076263428,8050315
17533,2700,-10.5179,22,30,52,29,15,24,52,15,16.5875205993652,8050297
17534,13500,-421.4607,30,5,46,45,9,30,37,57,60.4634284973145,8050297
17535,900,-304.4242,30,30,15,39,30,30,54,69,24.0039443969727,8050322
17536,14400,-3582.7092,30,30,26,20,30,30,32,47,40.4662055969238,8050322
17537,13500,-386.0636,30,30,43,38,30,30,37,35,22.3405017852783,8050315
17538,3600,-13.811,30,30,63,48,30,10,15,15,20.7456283569336,8050297
17539,900,-382.456,16,30,56,39,16,30,29,57,27.0592956542969,8050315
17540,900,-34.6953,30,30,15,18,30,17,66,52,17.0507488250732,8050297
17541,14400,-158.4593,30,30,26,34,5,28,52,35,17.2570190429688,8050315
17542,4500,-135.3828,30,30,15,35,30,30,15,65,20.7456283569336,8050297
17543,1800,-1.3564,30,27,15,15,7,7,15,15,17.0507488250732,8050297
17544,14400,-10247.8727,30,29,55,42,5,30,30,49,57.6941299438477,8050297
17545,1800,-740.8171,15,26,15,58,30,30,63,24,27.4050178527832,8050322
17546,2700,-13.4556,30,15,59,34,14,30,21,51,27.4050178527832,8050322
17547,14400,-14802.8693,20,30,55,32,30,30,24,27,57.6941299438477,8050297
17548,2700,-96.4617,14,28,15,15,30,22,15,24,20.1398754119873,8050297
17549,5400,-9.7268,30,30,45,15,30,30,15,60,25.0091590881348,8050297
17550,1800,-255.0815,7,30,43,15,30,20,44,50,25.9638748168945,8050315
17551,3600,-37.3014,6,30,15,53,30,15,15,25,19.6714496612549,8050297
17552,900,-478.8795,30,30,26,20,30,30,32,47,27.0592956542969,8050315
17553,3600,-46.0524,30,30,15,28,30,30,50,66,24.8130264282227,8050322
