training_iteration,episode_reward_max,five_min
84,-8.826263116,-8.59169864654541
85,-8.885223047,-8.59169864654541
86,-9.258934623,-8.59169864654541
87,-9.258934623,-8.59169864654541
88,-9.38736521,-8.59169864654541
89,-8.432812978,-8.59169864654541
90,-8.432812978,-8.59169864654541
91,-8.432812978,-8.59169864654541
92,-8.622794162,-8.59169864654541
93,-8.772611654,-8.59169864654541
94,-8.211991572,-8.59169864654541
95,-8.211991572,-8.6377477645874
96,-8.211991572,-8.33231067657471
97,-8.354332428,-8.33231067657471
98,-8.064995122,-8.33231067657471
99,-8.064995122,-8.33231067657471
100,-8.064995122,-8.33231067657471
101,-8.648568255,-8.33231067657471
102,-8.238380424,-8.33231067657471
103,-8.238380424,-8.33231067657471
104,-8.238380424,-8.33231067657471
105,-8.521580364,-8.33231067657471
106,-8.104530541,-8.33231067657471
107,-8.104530541,-8.33231067657471
108,-9.239777815,-8.33231067657471
109,-7.707257165,-8.33231067657471
110,-7.707257165,-8.33231067657471
111,-8.189429885,-8.33231067657471
112,-8.189429885,-8.33231067657471
113,-8.952673265,-8.49750328063965
114,-8.660697389,-8.49750328063965
115,-8.660697389,-8.49750328063965
116,-8.57301528,-8.49750328063965
117,-8.57301528,-8.49750328063965
118,-8.27122542,-8.49750328063965
119,-8.27122542,-8.49750328063965
120,-8.07970677,-8.37270164489746
121,-7.546889819,-8.37270164489746
122,-7.546889819,-8.37270164489746
123,-7.935200222,-8.37270164489746
124,-8.360224038,-8.37270164489746
125,-8.360224038,-8.37270164489746
126,-8.446783147,-8.16848468780518
127,-7.893757992,-8.16848468780518
128,-7.893757992,-8.16848468780518
129,-7.893757992,-8.16848468780518
130,-8.316229831,-8.16848468780518
131,-8.812992834,-8.16848468780518
132,-8.159375441,-8.16848468780518
133,-8.159375441,-8.16848468780518
134,-8.159375441,-8.16848468780518
135,-8.7306232,-8.16848468780518
136,-8.884789259,-8.16848468780518
137,-8.688749067,-8.16848468780518
138,-8.688749067,-8.16848468780518
139,-9.000182458,-8.16848468780518
140,-8.475999317,-8.16848468780518
141,-8.475999317,-8.16848468780518
142,-8.305444238,-8.16848468780518
143,-8.305444238,-8.39625835418701
144,-8.305444238,-8.16350269317627
145,-8.420888839,-8.16350269317627
146,-8.235257448,-8.16350269317627
147,-8.235257448,-8.16350269317627
148,-8.286344509,-8.16350269317627
149,-7.973621805,-8.16350269317627
150,-7.973621805,-8.16350269317627
151,-7.973621805,-8.16350269317627
152,-8.331896064,-8.16350269317627
153,-7.703242091,-8.16350269317627
154,-7.703242091,-8.16350269317627
155,-8.112765,-8.16350269317627
156,-8.415604325,-8.16350269317627
157,-8.415604325,-8.16350269317627
158,-8.409870699,-8.16350269317627
159,-8.400555623,-8.16350269317627
160,-7.893044822,-8.16350269317627
161,-7.710994784,-8.75060653686523
162,-7.710994784,-8.75060653686523
163,-8.392447525,-8.75060653686523
164,-7.607482025,-8.72745513916016
165,-7.607482025,-8.72745513916016
166,-7.607482025,-8.67704391479492
167,-7.634076977,-8.67704391479492
168,-7.634076977,-8.67704391479492
169,-8.102853995,-8.67704391479492
170,-7.652686961,-8.67704391479492
171,-7.652686961,-8.67704391479492
172,-7.652686961,-8.67704391479492
173,-8.060077819,-8.67704391479492
174,-8.31766045,-8.67704391479492
175,-8.31766045,-8.67704391479492
176,-8.356030781,-8.35536479949951
177,-8.356030781,-8.35536479949951
178,-8.247223822,-8.35536479949951
179,-8.014075371,-8.35536479949951
180,-8.014075371,-8.31170558929443
181,-8.071056296,-8.31170558929443
182,-8.071056296,-8.31170558929443
183,-7.828218407,-8.31170558929443
184,-7.828218407,-8.31170558929443
185,-7.935043498,-8.31170558929443
186,-8.44199609,-8.31170558929443
187,-8.204062951,-8.31170558929443
188,-8.204062951,-8.31170558929443
189,-8.074012045,-8.31170558929443
190,-7.647852388,-8.31170558929443
191,-7.647852388,-8.31170558929443
192,-7.647852388,-8.31170558929443
193,-7.965425123,-8.31170558929443
194,-7.965425123,-8.31170558929443
195,-8.238824306,-8.31170558929443
196,-8.238824306,-8.31170558929443
197,-8.103666491,-8.53535556793213
198,-8.103666491,-8.53535556793213
199,-7.831970251,-8.57057285308838
200,-7.831970251,-8.57057285308838
201,-7.831970251,-8.57057285308838
202,-7.936967286,-8.57057285308838
203,-7.679250584,-8.57057285308838
204,-7.679250584,-8.57057285308838
205,-7.679250584,-8.56772422790527
206,-7.726145955,-8.53735542297363
207,-7.880832566,-8.53735542297363
208,-8.344596305,-8.53735542297363
209,-7.885019904,-8.53735542297363
210,-7.885019904,-8.53735542297363
211,-7.885019904,-8.53735542297363
212,-8.073210738,-8.35135555267334
213,-8.073210738,-8.35135555267334
214,-8.077580361,-8.34406661987305
215,-8.077580361,-8.34406661987305
216,-7.659751499,-8.34406661987305
217,-7.659751499,-8.34406661987305
218,-7.659751499,-8.34406661987305
219,-8.224069862,-8.34406661987305
220,-8.296329841,-8.34406661987305
221,-8.296329841,-8.34406661987305
222,-7.821540397,-8.34406661987305
223,-7.821540397,-8.34406661987305
224,-7.821540397,-8.34406661987305
225,-8.017886611,-8.34406661987305
226,-7.51919168,-8.34406661987305
227,-7.51919168,-8.34406661987305
228,-7.51919168,-8.34406661987305
229,-8.106556475,-8.34406661987305
230,-7.749016324,-8.34406661987305
231,-8.263448764,-8.43033123016357
232,-8.263448764,-8.43033123016357
233,-8.337931877,-8.43033123016357
234,-8.272825216,-8.43033123016357
235,-8.272825216,-8.43033123016357
236,-8.31331363,-8.43033123016357
237,-8.31331363,-8.43033123016357
238,-7.940035275,-8.43033123016357
239,-7.940035275,-8.43033123016357
240,-7.940035275,-8.43033123016357
241,-8.259876287,-8.3764181137085
242,-8.259876287,-8.10792255401611
243,-7.698536978,-8.10792255401611
244,-7.698536978,-8.10792255401611
245,-8.131648578,-7.94461536407471
246,-7.907459147,-7.94461536407471
247,-7.83530242,-8.48047542572022
248,-7.83530242,-8.48047542572022
249,-8.242042003,-8.48047542572022
250,-8.022091573,-8.43943214416504
251,-8.022091573,-8.43943214416504
252,-8.022091573,-8.43943214416504
253,-7.768085128,-8.37684631347656
254,-7.768085128,-8.37684631347656
255,-7.970276645,-8.37684631347656
256,-7.970276645,-8.37684631347656
257,-7.970276645,-8.37684631347656
258,-8.461555117,-8.37684631347656
259,-8.183880589,-8.37684631347656
260,-8.183880589,-7.82318258285522
261,-8.183880589,-7.82318258285522
262,-8.07082577,-7.82318258285522
263,-8.07082577,-7.82318258285522
264,-8.216940379,-7.82318258285522
265,-8.14169947,-7.82318258285522
266,-8.14169947,-7.82318258285522
267,-7.853551172,-7.82318258285522
268,-7.853551172,-7.82318258285522
269,-8.253373321,-7.82318258285522
270,-8.253373321,-7.82318258285522
271,-8.253373321,-8.33621215820313
272,-8.383877727,-8.33621215820313
273,-7.779145622,-8.33621215820313
274,-7.779145622,-8.33621215820313
275,-8.140552781,-8.33621215820313
276,-8.140552781,-8.33621215820313
277,-8.140552781,-8.34746551513672
278,-8.436785737,-8.24782752990723
279,-8.201824986,-8.24782752990723
280,-8.201824986,-8.24782752990723
281,-8.409584028,-8.24782752990723
282,-7.665707784,-8.24782752990723
283,-7.665707784,-8.24782752990723
284,-7.665707784,-8.24782752990723
285,-8.172281135,-8.24782752990723
286,-8.172281135,-8.24782752990723
287,-8.312499549,-8.24782752990723
288,-8.380767844,-8.24782752990723
289,-8.380767844,-8.29184532165527
290,-8.549291445,-8.29184532165527
291,-8.249109663,-8.29184532165527
292,-8.249109663,-8.29184532165527
293,-8.249109663,-8.29184532165527
294,-8.294283374,-8.29184532165527
295,-8.238668597,-8.32329559326172
296,-8.238668597,-8.32329559326172
297,-7.647979408,-8.32329559326172
298,-7.647979408,-8.28688621520996
299,-7.647979408,-8.28688621520996
300,-7.95500769,-8.28688621520996
301,-7.95500769,-8.28688621520996
302,-8.26311855,-8.28688621520996
303,-8.567549146,-8.28688621520996
304,-7.922623684,-8.28688621520996
305,-7.922623684,-8.28688621520996
306,-7.922623684,-8.28688621520996
307,-7.995469928,-8.28688621520996
308,-7.995469928,-8.28688621520996
309,-7.646172479,-8.28688621520996
310,-7.646172479,-8.29760456085205
311,-7.646172479,-8.29760456085205
312,-8.425763337,-8.29760456085205
313,-8.012263962,-8.29760456085205
314,-8.012263962,-8.44376087188721
315,-8.012263962,-8.51694583892822
316,-8.545644514,-8.51694583892822
317,-8.244077254,-8.51694583892822
318,-8.244077254,-8.51694583892822
319,-8.244077254,-8.29620933532715
320,-8.423283601,-8.29620933532715
321,-7.810706938,-8.29620933532715
322,-7.810706938,-8.29620933532715
323,-8.488906982,-8.29620933532715
324,-8.345197077,-8.29620933532715
325,-8.345197077,-8.29620933532715
326,-8.003431331,-8.29620933532715
327,-7.888850775,-8.29620933532715
328,-7.888850775,-8.29620933532715
329,-8.4681641,-8.29620933532715
330,-8.208724377,-8.37516975402832
331,-7.21589269,-8.37516975402832
332,-7.21589269,-8.37516975402832
333,-8.09783354,-8.37516975402832
334,-8.025428498,-8.37516975402832
335,-7.855239625,-8.37516975402832
336,-7.855239625,-8.37516975402832
337,-7.855239625,-8.37516975402832
338,-7.819292093,-8.37516975402832
339,-7.819292093,-8.37516975402832
340,-7.819292093,-8.3938455581665
341,-8.391442148,-8.3938455581665
342,-8.068860663,-8.3938455581665
343,-8.068860663,-8.3938455581665
344,-8.30273479,-8.3938455581665
345,-8.063447642,-8.27649688720703
346,-7.910026336,-8.27649688720703
347,-7.910026336,-8.27649688720703
348,-8.394063611,-8.27649688720703
349,-8.794628621,-8.27649688720703
350,-7.209093855,-8.27649688720703
351,-7.209093855,-9.6418924331665
352,-7.209093855,-8.69602298736572
353,-7.709833067,-8.49293804168701
354,-7.709833067,-8.49293804168701
355,-7.709833067,-8.49293804168701
356,-7.678060895,-8.49293804168701
357,-7.678060895,-8.49293804168701
358,-7.805275612,-8.49293804168701
359,-8.023851864,-8.49293804168701
360,-7.579695409,-8.49293804168701
361,-7.579695409,-8.49293804168701
362,-7.579695409,-8.49293804168701
363,-8.112194403,-8.49293804168701
364,-7.908010896,-8.49293804168701
365,-7.908010896,-8.49293804168701
366,-7.56184534,-8.49293804168701
367,-7.56184534,-8.49293804168701
368,-7.277501437,-8.49293804168701
369,-8.265659312,-8.49293804168701
370,-8.204916114,-8.49293804168701
371,-7.870006287,-8.49293804168701
372,-7.870006287,-8.49293804168701
373,-8.548710906,-8.49293804168701
374,-8.340890169,-8.49293804168701
375,-7.790322923,-8.49293804168701
376,-7.790322923,-8.49293804168701
377,-8.261844094,-8.49293804168701
378,-8.222183867,-8.49293804168701
379,-7.707888729,-8.49293804168701
380,-7.707888729,-8.49293804168701
381,-7.707888729,-8.49293804168701
382,-8.213407943,-8.70528888702393
383,-8.213407943,-8.62794017791748
384,-7.986424235,-8.62794017791748
385,-7.986424235,-8.62794017791748
386,-8.41550119,-8.62794017791748
387,-7.983962746,-8.62794017791748
388,-7.983962746,-8.62794017791748
389,-8.155044516,-8.62794017791748
390,-8.155044516,-8.62794017791748
391,-8.155044516,-8.62794017791748
392,-8.440996747,-8.62794017791748
393,-8.440996747,-8.62794017791748
394,-7.52971986,-8.62794017791748
395,-7.52971986,-8.62794017791748
396,-7.270389989,-8.47299957275391
397,-7.270389989,-8.47299957275391
398,-7.270389989,-8.47299957275391
399,-8.373608471,-8.47299957275391
400,-8.070500514,-8.47299957275391
401,-8.070500514,-8.47299957275391
402,-7.649828089,-8.47299957275391
403,-7.649828089,-8.47299957275391
404,-7.649828089,-8.47299957275391
405,-7.848536822,-8.47299957275391
406,-7.848536822,-8.47299957275391
407,-8.121107054,-8.47299957275391
408,-8.027991008,-8.47299957275391
409,-8.027991008,-8.47299957275391
410,-7.994912267,-8.47299957275391
411,-7.994912267,-8.47299957275391
412,-8.305694238,-8.47299957275391
413,-7.908947715,-8.64980697631836
414,-7.682472218,-8.64980697631836
415,-7.682472218,-8.64980697631836
416,-7.912635815,-8.64980697631836
417,-8.15581372,-8.56945991516113
418,-8.15581372,-8.56945991516113
419,-7.926024073,-8.22311305999756
420,-7.926024073,-8.22311305999756
421,-8.219116786,-8.22311305999756
422,-8.219116786,-8.22311305999756
423,-8.219116786,-8.22311305999756
424,-7.996857769,-8.22311305999756
425,-7.996857769,-8.22311305999756
426,-7.850867823,-8.22311305999756
427,-7.850867823,-8.22311305999756
428,-8.083006269,-8.22311305999756
429,-8.408016552,-8.22311305999756
430,-8.408016552,-8.22311305999756
431,-8.176033507,-8.22311305999756
432,-8.062502751,-8.22311305999756
433,-8.062502751,-8.22311305999756
434,-8.062502751,-8.22311305999756
435,-8.654820219,-8.58623790740967
436,-8.019716501,-8.58623790740967
437,-7.988265609,-8.58623790740967
438,-7.988265609,-8.58623790740967
439,-8.459607317,-8.58623790740967
440,-8.614135831,-8.58623790740967
441,-8.392815261,-8.58623790740967
442,-7.821510535,-8.58623790740967
443,-7.821510535,-8.59169864654541
444,-7.821510535,-8.59169864654541
445,-8.047383106,-8.59169864654541
446,-7.625715597,-8.59169864654541
447,-7.625715597,-8.59169864654541
448,-8.052182246,-8.59169864654541
449,-8.076223733,-8.59169864654541
450,-8.076223733,-8.59169864654541
451,-8.313110096,-8.59169864654541
452,-7.833750099,-8.59169864654541
453,-7.833750099,-8.59169864654541
454,-7.833750099,-8.59169864654541
455,-8.279206741,-8.59169864654541
456,-8.001879563,-8.59169864654541
457,-8.001879563,-8.6377477645874
458,-7.961531162,-8.33231067657471
459,-7.961531162,-8.33231067657471
460,-8.233458027,-8.33231067657471
461,-8.233458027,-8.33231067657471
462,-7.984563335,-8.33231067657471
463,-7.915483883,-8.33231067657471
464,-7.915483883,-8.33231067657471
465,-7.915483883,-8.33231067657471
466,-8.28242371,-8.33231067657471
467,-8.97481083,-8.33231067657471
468,-8.630666048,-8.33231067657471
469,-8.274157358,-8.33231067657471
470,-8.274157358,-8.33231067657471
471,-8.052087104,-8.33231067657471
472,-8.052087104,-8.33231067657471
473,-7.89372118,-8.33231067657471
474,-7.89372118,-8.33231067657471
475,-7.905472046,-8.49750328063965
476,-7.905472046,-8.49750328063965
477,-7.986457456,-8.49750328063965
478,-8.957031493,-8.49750328063965
479,-7.941925107,-8.49750328063965
480,-7.941925107,-8.49750328063965
481,-8.21808217,-8.49750328063965
482,-8.21808217,-8.37270164489746
483,-8.301027592,-8.37270164489746
484,-8.369151842,-8.37270164489746
485,-8.369151842,-8.37270164489746
486,-8.467309893,-8.37270164489746
487,-7.947338758,-8.37270164489746
488,-7.947338758,-8.16848468780518
489,-7.967653644,-8.16848468780518
490,-8.020018862,-8.16848468780518
491,-8.020018862,-8.16848468780518
492,-8.42618781,-8.16848468780518
493,-8.359531508,-8.16848468780518
494,-7.91422977,-8.16848468780518
495,-7.91422977,-8.16848468780518
496,-7.91422977,-8.16848468780518
497,-8.242212781,-8.16848468780518
498,-7.957383526,-8.16848468780518
499,-7.957383526,-8.16848468780518
500,-7.957383526,-8.16848468780518
501,-7.927872988,-8.16848468780518
502,-7.927872988,-8.16848468780518
503,-7.962527065,-8.16848468780518
504,-7.962527065,-8.16848468780518
505,-7.798691663,-8.39625835418701
506,-7.798071782,-8.16350269317627
507,-7.798071782,-8.16350269317627
508,-7.928611231,-8.16350269317627
509,-8.168177144,-8.16350269317627
510,-8.085712431,-8.16350269317627
511,-8.085712431,-8.16350269317627
512,-8.799452043,-8.16350269317627
513,-8.55673091,-8.16350269317627
514,-7.84081973,-8.16350269317627
515,-7.84081973,-8.16350269317627
516,-7.969054459,-8.16350269317627
517,-7.975650733,-8.16350269317627
518,-7.975650733,-8.16350269317627
519,-8.394218286,-8.16350269317627
520,-8.219402443,-8.16350269317627
521,-7.93975679,-8.16350269317627
522,-7.93975679,-8.16350269317627
523,-8.431569478,-8.75060653686523
524,-8.431569478,-8.75060653686523
525,-8.374675546,-8.75060653686523
526,-8.374675546,-8.72745513916016
527,-8.626954699,-8.72745513916016
528,-8.124587102,-8.67704391479492
529,-8.124587102,-8.67704391479492
530,-8.080512765,-8.67704391479492
531,-8.080512765,-8.67704391479492
532,-8.080512765,-8.67704391479492
533,-8.312153822,-8.67704391479492
534,-8.312153822,-8.67704391479492
535,-8.312153822,-8.67704391479492
536,-8.38991426,-8.67704391479492
537,-8.540085847,-8.67704391479492
538,-8.550404546,-8.35536479949951
539,-8.545735468,-8.35536479949951
540,-8.545735468,-8.35536479949951
541,-8.81841409,-8.35536479949951
542,-8.418634313,-7.82318258285522
543,-8.127289198,-7.82318258285522
544,-8.127289198,-7.82318258285522
545,-8.127289198,-8.33621215820313
546,-8.338625315,-8.33621215820313
547,-8.288952459,-8.33621215820313
548,-7.879889847,-8.33621215820313
549,-7.879889847,-8.33621215820313
550,-8.157055896,-8.33621215820313
551,-7.944798797,-8.34746551513672
552,-7.944798797,-8.24782752990723
553,-8.26040604,-8.24782752990723
554,-8.26040604,-8.24782752990723
555,-8.098909608,-8.24782752990723
556,-8.098909608,-8.24782752990723
557,-8.075321811,-8.24782752990723
558,-7.661258855,-8.24782752990723
559,-7.661258855,-8.24782752990723
560,-7.661258855,-8.24782752990723
561,-8.022083492,-8.24782752990723
562,-8.022083492,-8.24782752990723
563,-8.048046033,-8.29184532165527
564,-8.048046033,-8.29184532165527
565,-8.048046033,-8.29184532165527
566,-8.083964009,-8.29184532165527
567,-8.083964009,-8.29184532165527
568,-7.963558727,-8.29184532165527
569,-7.963558727,-8.32329559326172
570,-8.114733527,-8.32329559326172
571,-8.114733527,-8.32329559326172
572,-8.067972931,-8.28688621520996
573,-7.598617343,-8.28688621520996
574,-7.598617343,-8.28688621520996
575,-7.688426875,-8.28688621520996
576,-7.688426875,-8.28688621520996
577,-7.688426875,-8.28688621520996
578,-8.121243829,-8.28688621520996
579,-8.164564106,-8.28688621520996
580,-7.816221246,-8.28688621520996
581,-7.816221246,-8.28688621520996
582,-7.816221246,-8.28688621520996
583,-7.704080231,-8.28688621520996
584,-7.704080231,-8.29760456085205
585,-8.011831233,-8.29760456085205
586,-8.011831233,-8.29760456085205
587,-8.011831233,-8.29760456085205
588,-7.643968465,-8.44376087188721
589,-7.643968465,-8.51694583892822
590,-7.643968465,-8.51694583892822
591,-7.987917479,-8.51694583892822
592,-7.987917479,-8.51694583892822
593,-7.99322505,-8.29620933532715
594,-8.433371404,-8.29620933532715
595,-7.843303945,-8.29620933532715
596,-7.843303945,-8.29620933532715
597,-7.843303945,-8.29620933532715
598,-8.306815624,-8.29620933532715
599,-7.86194792,-8.29620933532715
600,-7.86194792,-8.29620933532715
601,-8.180718271,-8.29620933532715
602,-8.081000257,-8.29620933532715
603,-8.081000257,-8.29620933532715
604,-8.081000257,-8.37516975402832
605,-8.078122423,-8.37516975402832
606,-8.078122423,-8.37516975402832
607,-8.078122423,-8.37516975402832
608,-8.222894636,-8.37516975402832
609,-7.338733691,-8.37516975402832
610,-7.338733691,-8.37516975402832
611,-7.889294714,-8.37516975402832
612,-7.889294714,-8.37516975402832
613,-8.043499847,-8.37516975402832
614,-8.043499847,-8.3938455581665
615,-8.043499847,-8.3938455581665
616,-7.528050746,-8.3938455581665
617,-7.528050746,-8.3938455581665
618,-7.832760927,-8.3938455581665
619,-7.757750578,-8.27649688720703
620,-7.736667138,-8.27649688720703
621,-7.736667138,-8.27649688720703
622,-8.22991318,-8.27649688720703
623,-8.321481152,-8.27649688720703
624,-8.321481152,-8.27649688720703
625,-8.184132283,-9.6418924331665
626,-8.184132283,-8.69602298736572
627,-7.520005262,-8.49293804168701
628,-7.520005262,-8.49293804168701
629,-7.520005262,-8.49293804168701
630,-7.924595036,-8.49293804168701
631,-7.924595036,-8.49293804168701
632,-7.924595036,-8.49293804168701
633,-8.011191391,-8.49293804168701
634,-8.197757692,-8.49293804168701
635,-8.239095179,-8.49293804168701
636,-8.193505211,-8.49293804168701
637,-7.689698401,-8.49293804168701
638,-7.689698401,-8.49293804168701
639,-7.689698401,-8.49293804168701
640,-7.887522678,-8.49293804168701
641,-7.889196506,-8.49293804168701
642,-8.061196879,-8.49293804168701
643,-7.657669893,-8.49293804168701
644,-7.657669893,-8.49293804168701
645,-7.572317754,-8.49293804168701
646,-7.530517802,-8.49293804168701
647,-7.530033434,-8.49293804168701
648,-7.530033434,-8.49293804168701
649,-7.638248495,-8.49293804168701
650,-8.32002373,-8.49293804168701
651,-8.32002373,-8.49293804168701
652,-7.476397474,-8.49293804168701
653,-7.438717981,-8.49293804168701
654,-7.438717981,-8.49293804168701
655,-7.438717981,-8.49293804168701
656,-7.558824204,-8.70528888702393
657,-7.747730352,-8.62794017791748
658,-8.013490519,-8.62794017791748
659,-7.632249784,-8.62794017791748
660,-7.470516674,-8.62794017791748
661,-7.470516674,-8.62794017791748
662,-7.519321536,-8.62794017791748
663,-7.771230894,-8.62794017791748
664,-7.771230894,-8.62794017791748
665,-7.771230894,-8.62794017791748
666,-8.015727973,-8.62794017791748
667,-7.989191054,-8.62794017791748
668,-7.989191054,-8.62794017791748
669,-7.781419606,-8.62794017791748
670,-7.781419606,-8.47299957275391
671,-7.887230097,-8.47299957275391
672,-7.910104096,-8.47299957275391
673,-7.635747892,-8.47299957275391
674,-7.635747892,-8.47299957275391
675,-7.635747892,-8.47299957275391
676,-7.85850868,-8.47299957275391
677,-7.942620036,-8.47299957275391
678,-7.942620036,-8.47299957275391
679,-7.807033977,-8.47299957275391
680,-7.807033977,-8.47299957275391
681,-7.807033977,-8.47299957275391
682,-7.952880899,-8.47299957275391
683,-7.952880899,-8.47299957275391
684,-7.889445719,-8.47299957275391
685,-7.639271506,-8.47299957275391
686,-7.639271506,-8.47299957275391
687,-7.639271506,-8.64980697631836
688,-8.31482264,-8.64980697631836
689,-8.031777612,-8.64980697631836
690,-7.791405765,-8.64980697631836
691,-7.791405765,-8.56945991516113
692,-7.791405765,-8.56945991516113
693,-8.365077269,-8.22311305999756
694,-8.365077269,-8.22311305999756
695,-7.731545795,-8.22311305999756
696,-7.731545795,-8.22311305999756
697,-7.6757608,-8.22311305999756
698,-7.51550164,-8.22311305999756
699,-7.51550164,-8.22311305999756
700,-7.51550164,-8.22311305999756
701,-7.53437229,-8.22311305999756
702,-7.53437229,-8.22311305999756
703,-7.39764924,-8.22311305999756
704,-7.39764924,-8.22311305999756
705,-7.39764924,-8.22311305999756
706,-8.021416893,-8.22311305999756
707,-8.00704999,-8.22311305999756
708,-8.00704999,-8.22311305999756
709,-7.686147795,-8.58623790740967
710,-7.686147795,-8.58623790740967
711,-7.775878782,-8.58623790740967
712,-7.775878782,-8.58623790740967
713,-7.775878782,-8.58623790740967
714,-7.941960066,-8.58623790740967
715,-8.219312843,-8.58623790740967
716,-8.016027186,-8.58623790740967
717,-8.016027186,-8.59169864654541
718,-8.016027186,-8.59169864654541
719,-8.288898261,-8.59169864654541
720,-8.220526738,-8.59169864654541
721,-7.748291712,-8.59169864654541
722,-7.748291712,-8.59169864654541
723,-7.507746862,-8.59169864654541
724,-7.507746862,-8.59169864654541
725,-7.507746862,-8.59169864654541
726,-7.870586704,-8.59169864654541
727,-7.311748778,-8.59169864654541
728,-7.311748778,-8.59169864654541
729,-7.64506107,-8.59169864654541
730,-7.946101333,-8.59169864654541
731,-7.803176755,-8.6377477645874
732,-7.803176755,-8.33231067657471
733,-7.707583768,-8.33231067657471
734,-7.405979693,-8.33231067657471
735,-7.384434567,-8.33231067657471
736,-7.384434567,-8.33231067657471
737,-7.760577868,-8.33231067657471
738,-7.760577868,-8.33231067657471
739,-7.761506501,-8.33231067657471
740,-7.913399584,-8.33231067657471
741,-8.0040322,-8.33231067657471
742,-8.02302145,-8.33231067657471
743,-8.02302145,-8.33231067657471
744,-8.3506231,-8.33231067657471
745,-8.155969451,-8.33231067657471
746,-8.155969451,-8.33231067657471
747,-8.195703603,-8.33231067657471
748,-7.728979369,-8.33231067657471
749,-7.728979369,-8.49750328063965
750,-7.728979369,-8.49750328063965
751,-7.655599076,-8.49750328063965
752,-7.655599076,-8.49750328063965
753,-7.655599076,-8.49750328063965
754,-7.847551285,-8.49750328063965
755,-7.847551285,-8.49750328063965
756,-7.902608192,-8.37270164489746
757,-7.902608192,-8.37270164489746
758,-7.902608192,-8.37270164489746
759,-8.283355846,-8.37270164489746
760,-8.283355846,-8.37270164489746
761,-8.518675389,-8.37270164489746
762,-8.119954046,-8.16848468780518
763,-7.992679266,-8.16848468780518
764,-7.992679266,-8.16848468780518
765,-7.992679266,-8.16848468780518
766,-8.086788529,-8.16848468780518
767,-8.086788529,-8.16848468780518
768,-8.212387474,-8.16848468780518
769,-8.279818726,-8.16848468780518
770,-8.054925221,-8.16848468780518
771,-8.054925221,-8.16848468780518
772,-8.054925221,-8.16848468780518
773,-8.09289509,-8.16848468780518
774,-8.23663124,-8.16848468780518
775,-7.995236028,-8.16848468780518
