time,trip_count
10:15:00 AM,6118
10:30:00 AM,6118
10:45:00 AM,6118
11:00:00 AM,6118
11:15:00 AM,6300
11:30:00 AM,6300
11:45:00 AM,6300
12:00:00 PM,6300
12:15:00 PM,6580
12:30:00 PM,6580
12:45:00 PM,6580
01:00:00 PM,6580
01:15:00 PM,6611
01:30:00 PM,6611
01:45:00 PM,6611
02:00:00 PM,6611
