time,delay_time
1800,41.89
3600,41.91
5400,42.53
7200,43.12
9000,42.94
10800,43.86
12600,44.93
14400,44.23
16200,46.65
18000,42.41
19800,40.34
21600,39.46
23400,39.03
25200,32.01
