,time,delay_time,min,max
0,2021-06-19 05:30:00,25.05,22.23009912969435,32.211246350403755
1,2021-06-19 06:00:00,28.36,25.22328245758901,34.770634024909036
2,2021-06-19 06:30:00,33.71,29.92491000906226,39.6135148767338
3,2021-06-19 07:00:00,46.06,40.74704411629889,51.22848141395174
4,2021-06-19 07:30:00,61.59,54.7532112104963,73.77031754177592
5,2021-06-19 08:00:00,88.82,78.21939084079801,102.02232765366439
6,2021-06-19 08:30:00,87.43,77.22925277627147,100.30509039225005
7,2021-06-19 09:00:00,78.67,69.7100446750636,93.78720431991732
8,2021-06-19 09:30:00,59.62,52.671588680883744,66.72156762486388
9,2021-06-19 10:00:00,44.93,39.69137680104075,57.558673751428856
10,2021-06-19 10:30:00,41.5,36.812279137315834,51.259262176035044
11,2021-06-19 11:00:00,40.57,35.948204944123574,51.55807908449493
