time,delay_time
1800,42.21
3600,41.37
5400,42.44
7200,41.34
9000,51.32
10800,50.63
12600,53.57
14400,52.59
16200,48.93
18000,49.36
19800,44.32
21600,40.73
23400,36.99
25200,36.91
