,time,delay_time,min,max
0,2021-06-19 05:05:00,25.0,22.23326119020473,27.978612446363826
1,2021-06-19 05:10:00,22.63,19.996811791729673,26.84260557549621
2,2021-06-19 05:15:00,22.11,19.464386681643305,27.49294991619974
3,2021-06-19 05:20:00,26.37,23.4433552189287,32.10385527066364
4,2021-06-19 05:25:00,28.21,24.898265135299088,31.863778643349708
5,2021-06-19 05:30:00,25.41,22.38763493967581,32.99921761406343
6,2021-06-19 05:35:00,24.73,21.850072745730255,28.420590369047666
7,2021-06-19 05:40:00,26.1,23.2035487692388,31.317130860493798
8,2021-06-19 05:45:00,24.85,22.08149366325152,32.26319064227689
9,2021-06-19 05:50:00,30.56,27.119603355651922,35.922268504347066
10,2021-06-19 05:55:00,31.93,28.2767147373869,40.09183204036495
11,2021-06-19 06:00:00,32.03,28.36162581003672,40.730418218423914
12,2021-06-19 06:05:00,31.14,27.438231227160237,35.06658574351712
13,2021-06-19 06:10:00,35.97,31.70713595556236,45.73210607260633
14,2021-06-19 06:15:00,37.77,33.374447288541205,46.67520521967938
15,2021-06-19 06:20:00,29.05,25.847348984528484,35.506236818630974
16,2021-06-19 06:25:00,35.85,31.80534845483556,44.007152362620126
17,2021-06-19 06:30:00,31.58,27.96279738120214,37.387733839945206
18,2021-06-19 06:35:00,48.35,42.57443232758332,54.38090186971196
19,2021-06-19 06:40:00,50.36,44.51908352020086,64.62889950026353
20,2021-06-19 06:45:00,43.59,38.52617975000435,56.393432073229164
21,2021-06-19 06:50:00,43.64,38.65799181733051,51.40577843647422
22,2021-06-19 06:55:00,45.74,40.65177154657025,56.39951340868675
23,2021-06-19 07:00:00,45.02,40.04015601699156,51.00619898126075
24,2021-06-19 07:05:00,40.55,35.72366028323708,47.01959455063905
25,2021-06-19 07:10:00,54.13,47.79999078151269,61.06277756894013
26,2021-06-19 07:15:00,57.96,51.24221235326222,68.95504789188047
27,2021-06-19 07:20:00,65.07,57.58304085821353,77.62826182152
28,2021-06-19 07:25:00,71.21,62.803789538315684,83.09317625689884
29,2021-06-19 07:30:00,76.51,67.72544802406784,89.48559553308088
30,2021-06-19 07:35:00,84.66,74.55822527657614,100.19038320096102
31,2021-06-19 07:40:00,88.57,78.42689939073621,110.32496812123877
32,2021-06-19 07:45:00,90.44,80.32263763864498,102.78313231340259
33,2021-06-19 07:50:00,82.21,72.58571930063064,92.71875673377065
34,2021-06-19 07:55:00,91.24,80.3729334237574,109.20120275495601
35,2021-06-19 08:00:00,95.2,84.55222974744699,107.93628402578639
36,2021-06-19 08:05:00,99.5,87.88964234031218,114.58230612959777
37,2021-06-19 08:10:00,109.14,96.57296723911774,137.62880106051097
38,2021-06-19 08:15:00,86.67,76.79844908470328,110.1744613381286
39,2021-06-19 08:20:00,74.88,66.13157647702033,88.51943048443768
40,2021-06-19 08:25:00,71.43,63.27976127091701,84.63341132615491
41,2021-06-19 08:30:00,81.34,71.92270351770254,103.9561975704803
42,2021-06-19 08:35:00,87.64,77.23773030097685,110.46685687962044
43,2021-06-19 08:40:00,92.24,81.94221297017172,119.44988935835087
44,2021-06-19 08:45:00,77.28,68.74721085560934,97.7576718424741
45,2021-06-19 08:50:00,73.86,65.10372645289772,90.65564675661389
46,2021-06-19 08:55:00,71.25,63.17391809628262,85.17328541694998
47,2021-06-19 09:00:00,69.01,60.74911755154495,83.9642640212847
48,2021-06-19 09:05:00,79.59,70.2802049598096,89.96387229152026
49,2021-06-19 09:10:00,66.62,58.67559003290362,74.73122712616293
50,2021-06-19 09:15:00,54.1,47.74122843402011,65.06470316113382
51,2021-06-19 09:20:00,55.38,49.129420818767166,62.41466728283974
52,2021-06-19 09:25:00,49.74,44.09883846994548,58.60180967478442
53,2021-06-19 09:30:00,49.51,43.689673525339,63.40327720184953
54,2021-06-19 09:35:00,45.19,39.80846967264491,52.06288430167758
55,2021-06-19 09:40:00,41.7,36.86681438177505,47.24395215741509
56,2021-06-19 09:45:00,46.2,40.78239045921625,57.67476217758162
57,2021-06-19 09:50:00,42.67,37.57620990187205,48.459502297985345
58,2021-06-19 09:55:00,44.0,38.97815048916096,49.45152921631383
59,2021-06-19 10:00:00,49.66,44.026573219306634,59.74129024917731
60,2021-06-19 10:05:00,44.67,39.390738611519815,56.23053742211043
61,2021-06-19 10:10:00,38.02,33.65642425641784,43.80722811348841
62,2021-06-19 10:15:00,40.98,36.4051018358627,50.5484495113296
63,2021-06-19 10:20:00,40.36,35.61972168892184,51.310604377954334
64,2021-06-19 10:25:00,42.73,37.62733442032403,51.575682632511956
65,2021-06-19 10:30:00,41.77,36.992268129548975,47.17130842586912
66,2021-06-19 10:35:00,38.95,34.503278935147165,48.214084667793095
67,2021-06-19 10:40:00,42.6,37.57167460450125,48.2510517481492
68,2021-06-19 10:45:00,40.27,35.613900086367,45.29283845322317
69,2021-06-19 10:50:00,43.74,38.49680463624948,54.52792249380385
70,2021-06-19 10:55:00,39.15,34.7492346693835,49.95281013190669
71,2021-06-19 11:00:00,38.72,34.325786818703364,46.431401905816585
