,time,delay_time,min,max
0,2021-06-19 14:05:00,40.95,36.05093878004784,47.88950088464734
1,2021-06-19 14:10:00,42.0,37.223170953433716,51.77451096852259
2,2021-06-19 14:15:00,42.67,37.81140014230574,52.223645891785985
3,2021-06-19 14:20:00,42.34,37.49314613195454,48.8040052555201
4,2021-06-19 14:25:00,42.74,37.62093537440326,53.36657577547924
5,2021-06-19 14:30:00,42.08,37.44657684719391,52.80009505459048
6,2021-06-19 14:35:00,42.9,37.97321789615105,52.104169167190406
7,2021-06-19 14:40:00,38.8,34.39021794191069,44.66600814727252
8,2021-06-19 14:45:00,46.41,41.09169292725202,51.83198962210267
9,2021-06-19 14:50:00,42.57,37.69228333157943,50.95205530962216
10,2021-06-19 14:55:00,39.52,34.84423781246082,44.103861461641905
11,2021-06-19 15:00:00,37.71,33.36871044771307,43.47190928445633
12,2021-06-19 15:05:00,41.33,36.534075090871646,52.70268077923485
13,2021-06-19 15:10:00,39.61,35.08760656425719,44.309038835490576
14,2021-06-19 15:15:00,43.84,38.720987002645515,55.94590991436881
15,2021-06-19 15:20:00,45.68,40.42023333163498,51.61937732878088
16,2021-06-19 15:25:00,39.67,35.15636689309392,50.107747751508334
17,2021-06-19 15:30:00,44.33,39.06360771538622,53.52614883444771
18,2021-06-19 15:35:00,41.31,36.478423065738895,48.9829973081944
19,2021-06-19 15:40:00,42.59,37.5699433376922,52.13037324923131
20,2021-06-19 15:45:00,42.28,37.48134140477778,47.52026574404229
21,2021-06-19 15:50:00,35.78,31.800148647661786,42.37324257688933
22,2021-06-19 15:55:00,43.84,38.979929174528834,56.354917288260744
23,2021-06-19 16:00:00,41.81,37.026613485676904,50.50069395430466
24,2021-06-19 16:05:00,52.55,46.49164128035037,66.97699230416944
25,2021-06-19 16:10:00,51.03,44.916097928615464,60.446036459613374
26,2021-06-19 16:15:00,49.21,43.63009848347548,58.575547460520404
27,2021-06-19 16:20:00,51.66,45.86172057738481,59.33302060998823
28,2021-06-19 16:25:00,48.5,42.87573162527172,54.34323677091048
29,2021-06-19 16:30:00,54.8,48.56784155407476,68.07746406780791
30,2021-06-19 16:35:00,49.29,43.77776137050191,56.43526184907807
31,2021-06-19 16:40:00,49.37,43.78182995980444,58.42795793251679
32,2021-06-19 16:45:00,59.14,52.225827762620824,71.06663684082817
33,2021-06-19 16:50:00,50.48,44.84019265187445,60.76678045996342
34,2021-06-19 16:55:00,49.75,43.783742780294375,63.66821375274765
35,2021-06-19 17:00:00,45.21,39.85710670212824,51.05180609991455
36,2021-06-19 17:05:00,52.94,46.73973206729335,61.89841749495056
37,2021-06-19 17:10:00,57.57,50.882357795797034,67.98104340541154
38,2021-06-19 17:15:00,57.29,50.6268359403341,64.79724194337516
39,2021-06-19 17:20:00,50.98,45.30745471984466,63.40807460494098
40,2021-06-19 17:25:00,47.38,41.95924941506454,59.142277338427064
41,2021-06-19 17:30:00,54.53,48.38009726619439,62.31653628189833
42,2021-06-19 17:35:00,48.24,42.83736455992293,58.180815679184235
43,2021-06-19 17:40:00,51.96,46.10048242947326,58.2900130466514
